TRUE_R0,TRUE_SIGMA,peak_R0,peak_sigma
3.0,0.6,3.698492462311558,0.6824120603015076
3.0,0.6,2.2964824120603016,0.4371859296482412
3.0,0.6,2.4020100502512562,0.4371859296482412
3.0,0.6,3.6532663316582914,0.7025125628140705
3.0,0.6,2.477386934673367,0.4532663316582915
3.0,0.6,2.914572864321608,0.577889447236181
3.0,0.6,2.5829145728643215,0.48140703517587946
3.0,0.6,3.517587939698492,0.6703517587939699
3.0,0.6,2.7939698492462313,0.5658291457286433
3.0,0.6,3.758793969849246,0.7105527638190956
3.0,0.6,2.9899497487437188,0.5979899497487438
3.0,0.6,2.100502512562814,0.3527638190954774
3.0,0.6,2.6733668341708543,0.521608040201005
3.0,0.6,2.9447236180904524,0.5819095477386935
3.0,0.6,2.5376884422110555,0.49346733668341713
3.0,0.6,3.457286432160804,0.6824120603015076
3.0,0.6,2.5527638190954773,0.5055276381909548
3.0,0.6,2.9748743718592965,0.5939698492462312
3.0,0.6,2.7035175879396984,0.5055276381909548
3.0,0.6,3.3969849246231156,0.6221105527638191
