TRUE_R0,TRUE_SIGMA,peak_R0,peak_sigma
2.6,0.6,1.6934673366834172,0.2804020100502513
2.6,0.6,2.100502512562814,0.4653266331658292
2.6,0.6,2.2361809045226133,0.49346733668341713
2.6,0.6,2.3115577889447234,0.5256281407035177
2.6,0.6,2.507537688442211,0.577889447236181
2.6,0.6,2.64321608040201,0.5819095477386935
2.6,0.6,2.100502512562814,0.46934673366834173
2.6,0.6,2.0100502512562812,0.39698492462311563
2.6,0.6,2.4321608040201004,0.577889447236181
2.6,0.6,2.190954773869347,0.45728643216080406
2.6,0.6,1.7537688442211055,0.2964824120603015
2.6,0.6,1.7839195979899496,0.3407035175879397
2.6,0.6,2.5979899497487438,0.5979899497487438
2.6,0.6,2.5829145728643215,0.6060301507537689
2.6,0.6,1.6633165829145728,0.24824120603015076
2.6,0.6,2.0552763819095476,0.41306532663316586
2.6,0.6,2.1758793969849246,0.4974874371859297
2.6,0.6,2.5979899497487438,0.5819095477386935
2.6,0.6,2.899497487437186,0.6623115577889448
2.6,0.6,2.0251256281407035,0.4010050251256282
