TRUE_R0,TRUE_SIGMA,peak_R0,peak_sigma
3.0,0.975,2.3718592964824117,0.9638190954773871
3.0,0.975,2.658291457286432,0.9678391959798995
3.0,0.975,1.8894472361809045,0.7748743718592965
3.0,0.975,2.748743718592965,0.9517587939698493
3.0,0.975,3.1105527638190953,0.9678391959798995
3.0,0.975,2.8391959798994977,0.9597989949748744
3.0,0.975,3.2311557788944723,0.9638190954773871
3.0,0.975,3.065326633165829,0.9597989949748744
3.0,0.975,2.251256281407035,0.9437185929648242
3.0,0.975,2.7638190954773867,0.9678391959798995
3.0,0.975,2.251256281407035,0.9437185929648242
3.0,0.975,3.5477386934673367,0.9798994974874373
3.0,0.975,3.336683417085427,0.9437185929648242
3.0,0.975,2.628140703517588,0.9517587939698493
3.0,0.975,2.341708542713568,0.9396984924623117
3.0,0.975,2.9748743718592965,0.927638190954774
3.0,0.975,2.8542713567839195,0.9638190954773871
3.0,0.975,3.336683417085427,0.9718592964824122
3.0,0.975,2.8844221105527637,0.9678391959798995
3.0,0.975,2.3115577889447234,0.955778894472362
