TRUE_R0,TRUE_SIGMA,peak_R0,peak_sigma
1.6,0.5,1.6180904522613067,0.43316582914572865
1.6,0.5,1.7688442211055277,0.7266331658291458
1.6,0.5,1.5728643216080402,0.4613065326633166
1.6,0.5,1.7236180904522613,0.5698492462311558
1.6,0.5,1.4522613065326633,0.42512562814070354
1.6,0.5,1.829145728643216,0.6221105527638191
1.6,0.5,1.8894472361809045,0.7025125628140705
1.6,0.5,1.3919597989949748,0.2964824120603015
1.6,0.5,1.557788944723618,0.41306532663316586
1.6,0.5,1.3768844221105527,0.29246231155778896
1.6,0.5,1.6030150753768844,0.47738693467336685
1.6,0.5,1.829145728643216,0.714572864321608
1.6,0.5,1.3919597989949748,0.31658291457286436
1.6,0.5,1.6482412060301508,0.4532663316582915
1.6,0.5,1.6633165829145728,0.49346733668341713
1.6,0.5,1.8592964824120601,0.5859296482412061
1.6,0.5,1.6934673366834172,0.5537688442211055
1.6,0.5,1.5728643216080402,0.4974874371859297
1.6,0.5,1.4673366834170853,0.34472361809045227
1.6,0.5,1.6934673366834172,0.6381909547738693
