TRUE_R0,TRUE_SIGMA,peak_R0,peak_sigma
1.8,0.5,1.8894472361809045,0.5899497487437186
1.8,0.5,2.040201005025126,0.6020100502512563
1.8,0.5,1.5728643216080402,0.3889447236180905
1.8,0.5,2.507537688442211,0.7829145728643216
1.8,0.5,1.9045226130653266,0.5015075376884423
1.8,0.5,1.7688442211055277,0.485427135678392
1.8,0.5,2.3115577889447234,0.7306532663316583
1.8,0.5,1.557788944723618,0.3487437185929648
1.8,0.5,1.678391959798995,0.4291457286432161
1.8,0.5,2.2211055276381906,0.6462311557788945
1.8,0.5,1.9346733668341707,0.5417085427135679
1.8,0.5,1.4673366834170853,0.3206030150753769
1.8,0.5,1.6934673366834172,0.4291457286432161
1.8,0.5,2.2211055276381906,0.7829145728643216
1.8,0.5,1.557788944723618,0.36884422110552767
1.8,0.5,1.8442211055276383,0.48140703517587946
1.8,0.5,2.35678391959799,0.7386934673366834
1.8,0.5,1.829145728643216,0.485427135678392
1.8,0.5,1.9045226130653266,0.5819095477386935
1.8,0.5,1.4371859296482412,0.3005025125628141
