TRUE_R0,TRUE_SIGMA,peak_R0,peak_sigma
2.4,0.5,2.914572864321608,0.614070351758794
2.4,0.5,2.040201005025126,0.35678391959798994
2.4,0.5,2.3115577889447234,0.4613065326633166
2.4,0.5,2.4020100502512562,0.45728643216080406
2.4,0.5,2.1457286432160805,0.41306532663316586
2.4,0.5,2.3869346733668344,0.4894472361809046
2.4,0.5,2.7638190954773867,0.5859296482412061
2.4,0.5,2.5829145728643215,0.5457286432160804
2.4,0.5,2.7035175879396984,0.5698492462311558
2.4,0.5,2.4472361809045227,0.5256281407035177
2.4,0.5,2.5376884422110555,0.5296482412060302
2.4,0.5,2.7336683417085426,0.5859296482412061
2.4,0.5,2.7638190954773867,0.577889447236181
2.4,0.5,2.6884422110552766,0.5738693467336684
2.4,0.5,2.2814070351758793,0.44120603015075377
2.4,0.5,2.2964824120603016,0.4894472361809046
2.4,0.5,2.3266331658291457,0.4613065326633166
2.4,0.5,2.1608040201005023,0.421105527638191
2.4,0.5,2.522613065326633,0.5336683417085428
2.4,0.5,2.809045226130653,0.6100502512562815
