TRUE_R0,TRUE_SIGMA,peak_R0,peak_sigma
1.4,0.8,1.3768844221105527,0.7105527638190956
1.4,0.8,1.3618090452261307,0.8190954773869348
1.4,0.8,1.3467336683417086,0.6020100502512563
1.4,0.8,1.4221105527638191,0.835175879396985
1.4,0.8,1.678391959798995,0.8994974874371859
1.4,0.8,1.3919597989949748,0.7668341708542714
1.4,0.8,1.4070351758793969,0.6944723618090454
1.4,0.8,1.4221105527638191,0.7226130653266332
1.4,0.8,1.2261306532663316,0.8834170854271357
1.4,0.8,1.2110552763819096,0.678391959798995
1.4,0.8,1.4974874371859297,0.7547738693467336
1.4,0.8,1.678391959798995,0.863316582914573
1.4,0.8,1.135678391959799,0.7105527638190956
1.4,0.8,1.4070351758793969,0.7025125628140705
1.4,0.8,1.5276381909547738,0.9035175879396986
1.4,0.8,1.2864321608040201,0.7949748743718594
1.4,0.8,1.4371859296482412,0.8472361809045228
1.4,0.8,1.3919597989949748,0.714572864321608
1.4,0.8,1.4673366834170853,0.9035175879396986
1.4,0.8,1.2864321608040201,0.5256281407035177
