TRUE_R0,TRUE_SIGMA,peak_R0,peak_sigma
2.0,0.9,2.115577889447236,0.9437185929648242
2.0,0.9,2.0552763819095476,0.8753768844221106
2.0,0.9,1.708542713567839,0.835175879396985
2.0,0.9,1.678391959798995,0.8512562814070352
2.0,0.9,2.115577889447236,0.9638190954773871
