TRUE_R0,TRUE_SIGMA,peak_R0,peak_sigma
2.6,0.975,2.4472361809045227,0.9356783919597991
2.6,0.975,3.0050251256281406,0.9356783919597991
2.6,0.975,2.2211055276381906,0.9597989949748744
2.6,0.975,2.7638190954773867,0.8834170854271357
2.6,0.975,2.4472361809045227,0.9035175879396986
2.6,0.975,3.6683417085427132,0.9758793969849247
2.6,0.975,2.522613065326633,0.9678391959798995
2.6,0.975,2.417085427135678,0.9155778894472362
2.6,0.975,1.6633165829145728,0.9236180904522613
2.6,0.975,2.5829145728643215,0.9155778894472362
2.6,0.975,2.5527638190954773,0.9638190954773871
2.6,0.975,3.1407035175879394,0.9597989949748744
2.6,0.975,1.7537688442211055,0.6904522613065327
2.6,0.975,2.959798994974874,0.9638190954773871
2.6,0.975,2.8844221105527637,0.9758793969849247
2.6,0.975,2.6733668341708543,0.9798994974874373
2.6,0.975,2.778894472361809,0.9155778894472362
2.6,0.975,2.266331658291457,0.9316582914572866
2.6,0.975,3.0050251256281406,0.9477386934673369
2.6,0.975,2.3266331658291457,0.9316582914572866
