TRUE_R0,TRUE_SIGMA,peak_R0,peak_sigma
3.0,0.9,2.341708542713568,0.9316582914572866
3.0,0.9,3.5628140703517586,0.955778894472362
3.0,0.9,3.5929648241206027,0.9718592964824122
3.0,0.9,3.050251256281407,0.8311557788944723
3.0,0.9,2.0703517587939695,0.927638190954774
3.0,0.9,2.8693467336683414,0.8713567839195981
3.0,0.9,2.1608040201005023,0.8190954773869348
3.0,0.9,3.608040201005025,0.9396984924623117
3.0,0.9,3.336683417085427,0.9597989949748744
3.0,0.9,3.6834170854271355,0.9115577889447237
3.0,0.9,3.728643216080402,0.8753768844221106
3.0,0.9,3.698492462311558,0.9115577889447237
3.0,0.9,2.4472361809045227,0.9155778894472362
3.0,0.9,2.9899497487437188,0.8954773869346735
3.0,0.9,3.2462311557788945,0.8994974874371859
3.0,0.9,3.517587939698492,0.8954773869346735
3.0,0.9,2.8542713567839195,0.8994974874371859
3.0,0.9,3.5025125628140703,0.9678391959798995
3.0,0.9,3.472361809045226,0.9638190954773871
3.0,0.9,3.6834170854271355,0.9356783919597991
