TRUE_R0,TRUE_SIGMA,peak_R0,peak_sigma
3.0,0.94,3.472361809045226,0.9155778894472362
3.0,0.94,3.5929648241206027,0.955778894472362
3.0,0.94,3.065326633165829,0.927638190954774
3.0,0.94,3.6834170854271355,0.9798994974874373
3.0,0.94,3.577889447236181,0.9718592964824122
3.0,0.94,3.2763819095477387,0.9597989949748744
3.0,0.94,3.698492462311558,0.9437185929648242
3.0,0.94,2.417085427135678,0.9678391959798995
3.0,0.94,2.6733668341708543,0.8271356783919599
3.0,0.94,2.8391959798994977,0.9236180904522613
3.0,0.94,2.3869346733668344,0.9437185929648242
3.0,0.94,2.658291457286432,0.8753768844221106
3.0,0.94,2.92964824120603,0.927638190954774
3.0,0.94,2.2964824120603016,0.8432160804020101
3.0,0.94,3.608040201005025,0.955778894472362
3.0,0.94,3.336683417085427,0.9597989949748744
3.0,0.94,2.266331658291457,0.955778894472362
3.0,0.94,2.658291457286432,0.9477386934673369
3.0,0.94,3.487437185929648,0.927638190954774
3.0,0.94,2.4321608040201004,0.8713567839195981
