TRUE_R0,TRUE_SIGMA,peak_R0,peak_sigma
1.4,0.9,1.6331658291457285,0.9195979899497488
1.4,0.9,1.4522613065326633,0.8954773869346735
1.4,0.9,1.1809045226130652,0.5336683417085428
1.4,0.9,1.542713567839196,0.8954773869346735
1.4,0.9,1.2412060301507537,0.4974874371859297
1.4,0.9,1.4974874371859297,0.8673366834170855
1.4,0.9,1.2864321608040201,0.8271356783919599
1.4,0.9,1.2562814070351758,0.8190954773869348
1.4,0.9,1.4673366834170853,0.8793969849246233
1.4,0.9,1.1809045226130652,0.44924623115577894
1.4,0.9,1.6030150753768844,0.8793969849246233
1.4,0.9,1.3015075376884422,0.8432160804020101
1.4,0.9,1.4371859296482412,0.807035175879397
1.4,0.9,1.3467336683417086,0.8592964824120604
1.4,0.9,1.4974874371859297,0.8673366834170855
1.4,0.9,1.1959798994974875,0.5095477386934674
1.4,0.9,1.3015075376884422,0.8271356783919599
1.4,0.9,1.3618090452261307,0.7668341708542714
1.4,0.9,1.3768844221105527,0.6462311557788945
1.4,0.9,1.4824120603015074,0.863316582914573
