sigma_true,n_R0_values,R0_bias_mean,R0_bias_sd,R0_sd_mean,sigma_bias_mean,sigma_bias_sd,sigma_sd_mean
0.5,10,0.042939698492462416,0.056211127303435804,0.2520040180271418,0.028623115577889525,0.06678924112047141,0.11617623888883569
0.6,10,-0.010427135678391885,0.15701108692961588,0.337435534942947,0.012040201005025208,0.07459404841021328,0.12459637940593957
0.7,10,-0.025201005025125723,0.09009639422221906,0.3388973424111487,-0.004201005025125515,0.033669151719049425,0.11876505767920968
0.8,10,0.045728643216080236,0.09499924354789978,0.33467717611650627,-0.006090452261306512,0.02603220728765168,0.09184618395875596
0.9,10,-0.004246231155778979,0.0914435146183059,0.2689909781130281,-0.048321608040200956,0.07823411502095678,0.08389433394361948
0.94,10,0.021381909547738755,0.09375084207652486,0.33540680895681635,-0.06631155778894457,0.07276216562835651,0.07516141091185169
0.975,10,-0.051959798994974916,0.07153074084630602,0.3083770785814702,-0.09487939698492451,0.07362567710539919,0.07445270519900389
