w1,w2,w3,w4,score,n_selected,threshold
0.9,0.9,0.1,0.4,0.08342935,49925,0.02878046937557179
0.9,0.8,0.1,0.4,0.08352151,49925,0.029032880298842375
0.8,0.9,0.1,0.4,0.08357391,49925,0.029309330665973955
0.9,0.8,0.1,0.3,0.08358638,49925,0.027984849683675764
0.9,0.9,0.1,0.3,0.083597295,49925,0.027736191723069185
0.8,0.9,0.1,0.3,0.08363892,49925,0.028261592479673924
0.9,0.9,0.1,0.5,0.08367729,49925,0.029608172799369566
0.7,0.9,0.1,0.4,0.08369985,49929,0.029868327160501328
0.9,0.7,0.1,0.3,0.083700664,49925,0.028225287714631134
0.8,0.7,0.1,0.3,0.08374663,49925,0.028804412614427705
0.8,0.8,0.1,0.3,0.08374863,49926,0.02852636226580558
0.7,0.9,0.1,0.3,0.08376973,49925,0.028820522952397745
0.9,0.8,0.1,0.2,0.083870806,49925,0.02690759144955047
0.9,0.9,0.1,0.6,0.083885744,49925,0.030229378437981378
0.7,0.8,0.1,0.3,0.083886005,49925,0.02911095723999009
0.8,0.9,0.1,0.5,0.08388762,49925,0.030116133443937498
0.8,0.8,0.1,0.4,0.08389227,49925,0.029560696590568206
0.9,0.7,0.1,0.4,0.08390341,49925,0.029273702535077977
0.6,0.9,0.1,0.3,0.083915286,49925,0.02943098808623258
0.6,0.8,0.1,0.3,0.08397368,49925,0.02975295267518894
0.6,0.9,0.1,0.4,0.0839963,49925,0.030446038957234085
0.9,0.7,0.1,0.2,0.083999656,49925,0.027263908723640966
0.9,0.9,0.1,0.2,0.084007174,50056,0.02646239657578409
0.8,0.8,0.1,0.2,0.084008254,49925,0.027481418119021384
0.7,0.8,0.1,0.4,0.084008396,49925,0.030149582275049654
0.9,0.8,0.1,0.5,0.08401048,49947,0.029876496958544125
0.9,0.6,0.1,0.3,0.08401229,49925,0.02852133507519483
0.8,0.9,0.1,0.6,0.08401744,49925,0.03072551643487521
0.5,0.9,0.1,0.3,0.08401909,49925,0.030078908665940023
0.7,0.7,0.1,0.3,0.08403067,49986,0.029455581267928868
0.8,0.7,0.1,0.4,0.084063426,49925,0.02983983483894298
0.7,0.9,0.1,0.5,0.08409113,49925,0.030663179135494826
0.5,0.8,0.1,0.3,0.08410931,49925,0.030448526846098268
0.4,0.9,0.1,0.3,0.08412291,49925,0.030781234184172297
0.5,0.9,0.1,0.4,0.08413607,49925,0.031061881451751764
0.6,0.9,0.1,0.2,0.084147714,49925,0.02838403042773794
0.8,0.9,0.1,0.2,0.08415388,50308,0.02706194475704393
0.7,0.8,0.1,0.2,0.08415668,49925,0.028123621256172127
0.8,0.6,0.1,0.3,0.084162086,49925,0.029133432608698155
0.9,0.6,0.1,0.4,0.084165126,49925,0.029489681280310712
0.8,0.8,0.1,0.5,0.084171265,49925,0.030400424645886336
0.8,0.7,0.1,0.2,0.08417961,49931,0.027892912153275138
0.9,0.9,0.1,0.7,0.08418357,49925,0.03077470201076898
0.6,0.7,0.1,0.3,0.08423912,49925,0.03016683682831091
0.7,0.9,0.1,0.6,0.084242195,49925,0.03125836296380676
0.6,0.8,0.1,0.2,0.08424276,49925,0.028809156702249174
0.6,0.8,0.1,0.4,0.08425643,49925,0.03077683998378185
0.9,0.8,0.1,0.6,0.08425749,49925,0.030498531290250708
0.7,0.7,0.1,0.4,0.08427072,49925,0.030451623978081918
0.9,0.7,0.1,0.5,0.0842848,49925,0.030068550138575272
0.7,0.6,0.1,0.3,0.084285825,49925,0.029806092916736866
0.7,0.7,0.1,0.2,0.0843132,49925,0.02856142186655548
0.3,0.9,0.1,0.3,0.084332384,49927,0.031548502811243995
0.7,0.8,0.1,0.5,0.08433528,49925,0.030941751569206026
0.7,0.9,0.1,0.2,0.08433932,50591,0.027709514875538823
0.8,0.5,0.1,0.3,0.08434175,49938,0.02965919667395939
0.5,0.9,0.1,0.2,0.084367506,49925,0.029078166707050608
0.8,0.8,0.1,0.6,0.08437313,49925,0.031030883975588945
0.6,0.9,0.1,0.5,0.08437444,49925,0.031228471207257674
0.8,0.9,0.1,0.7,0.08438197,49925,0.031253553949874266
0.9,0.6,0.1,0.2,0.084389254,49925,0.027598368195343802
0.6,0.7,0.1,0.4,0.084392115,49925,0.031086044006592362
0.8,0.6,0.1,0.4,0.08439292,49925,0.030075007905712214
0.4,0.9,0.1,0.4,0.08440021,49925,0.03174714525792557
0.5,0.8,0.1,0.4,0.084405795,49925,0.031436206231696046
0.5,0.8,0.1,0.2,0.084412776,49925,0.029581657545190328
0.8,0.7,0.1,0.5,0.08444376,49925,0.030600087342389365
0.8,0.6,0.1,0.2,0.08446658,49925,0.028251217597724206
0.6,0.7,0.1,0.2,0.08447093,49925,0.029292247533949507
0.9,0.7,0.1,0.6,0.08448863,49925,0.030729957505817692
