TRUE_R0,TRUE_SIGMA,peak_R0,peak_sigma
1.2,0.975,1.135678391959799,0.6864321608040201
1.2,0.975,1.120603015075377,0.8793969849246233
1.2,0.975,1.2412060301507537,0.7386934673366834
1.2,0.975,1.0904522613065326,0.8512562814070352
1.2,0.975,1.2110552763819096,0.7668341708542714
1.2,0.975,1.0904522613065326,0.4452261306532663
1.2,0.975,1.150753768844221,0.8231155778894472
1.2,0.975,1.3015075376884422,0.8271356783919599
1.2,0.975,1.3015075376884422,0.8753768844221106
1.2,0.975,1.2412060301507537,0.8592964824120604
1.2,0.975,1.2412060301507537,0.7909547738693468
1.2,0.975,1.1658291457286432,0.8231155778894472
1.2,0.975,1.0452261306532664,0.714572864321608
1.2,0.975,1.1959798994974875,0.7989949748743719
1.2,0.975,1.135678391959799,0.5537688442211055
1.2,0.975,1.2261306532663316,0.5899497487437186
1.2,0.975,1.1959798994974875,0.8512562814070352
1.2,0.975,1.0603015075376885,0.8552763819095479
1.2,0.975,1.1055276381909547,0.3648241206030151
1.2,0.975,1.2412060301507537,0.8592964824120604
