2.234782608695652186e+02,1.131591275253237825e+02,-3.745282578685936725e-01,1.332589711379837460e+01
1.952608695652174049e+02,9.507136907287758731e+01,-3.524726470711727622e-01,1.033320590580475162e+01
2.250000000000000000e+02,1.153937921758673752e+02,-3.805833572948582044e-01,1.294634525134586589e+01
2.229130434782608745e+02,1.178635239447719982e+02,-3.687917853748310382e-01,1.251117631993114365e+01
1.790869565217391255e+02,9.023903259650209918e+01,-3.625753174507113652e-01,1.142703677904145643e+01
1.851304347826086882e+02,9.152759362758816053e+01,-3.834597227698510746e-01,1.306605722556769322e+01
2.187826086956521863e+02,1.111513941031204240e+02,-3.737382832778911590e-01,1.169463846205015578e+01
2.120869565217391255e+02,1.080660206639181666e+02,-3.716082403809746193e-01,1.199631185360368235e+01
1.911304347826086882e+02,9.933382850854994217e+01,-3.638812450973253343e-01,1.169256485238155108e+01
2.220000000000000000e+02,1.130100558679303049e+02,-3.527942803788623460e-01,1.057524141663549422e+01
1.953043478260869676e+02,9.718185145882139864e+01,-3.631543479124082485e-01,1.124788240489221280e+01
2.343913043478260931e+02,1.175282322486562094e+02,-3.703605029496689904e-01,1.195361383283405665e+01
1.775217391304347814e+02,8.986903074890166465e+01,-3.556619007368901353e-01,1.037725532193090139e+01
2.096521739130434696e+02,1.017481778687203047e+02,-3.774860030984541481e-01,1.094048233097143807e+01
2.314782608695652186e+02,1.146694338146979817e+02,-3.633078191636535115e-01,1.127076088512750296e+01
1.922173913043478137e+02,9.429063219725541956e+01,-3.682105307102674918e-01,1.262286101870094690e+01
2.373043478260869676e+02,1.194705877773835994e+02,-3.700308017597305210e-01,1.232685956364756130e+01
2.255652173913043441e+02,1.114494692213620226e+02,-3.788152926182857261e-01,1.249641548599211482e+01
2.374347826086956559e+02,1.214932942732218777e+02,-3.694342923003110513e-01,1.223052255158286528e+01
1.737391304347825951e+02,8.542578777741124441e+01,-3.723565560172700240e-01,1.220054292500848270e+01
2.104347826086956559e+02,1.070721193176723602e+02,-3.526620156692910624e-01,1.058274607475098428e+01
1.700869565217391255e+02,8.625960449473978997e+01,-3.537243137971644580e-01,1.064605715812560582e+01
2.132608695652174049e+02,1.041206543964105151e+02,-3.716932384263192946e-01,1.245115892411425484e+01
1.765652173913043441e+02,8.664337885155579499e+01,-3.532256272123726060e-01,1.042824488412189865e+01
2.306086956521739069e+02,1.174763957453251777e+02,-3.707697053122789854e-01,1.198099541497773934e+01
2.264782608695652186e+02,1.145139410191922167e+02,-3.792924319671367450e-01,1.343608264374397088e+01
1.956521739130434696e+02,9.865164086349140860e+01,-3.782180274935060260e-01,1.248144321253131928e+01
2.166086956521739069e+02,1.072959963374194388e+02,-3.760609708068995971e-01,1.401987218165752580e+01
2.416086956521739069e+02,1.176627457572295299e+02,-3.754681105994526202e-01,1.312362471542171960e+01
2.148260869565217490e+02,1.075456149200772700e+02,-3.788523313140556015e-01,1.356628423871418754e+01
2.005217391304347814e+02,1.000926250871558665e+02,-3.797312951515574020e-01,1.339112200909032602e+01
2.199565217391304373e+02,1.102218746895508446e+02,-3.740430413210533156e-01,1.328018613128836733e+01
2.039130434782608745e+02,1.054449072193532970e+02,-3.815373897138736314e-01,1.349802238109735164e+01
2.067391304347825951e+02,1.027544369275623808e+02,-3.705503365316844544e-01,1.231010641947636586e+01
