nohup: ignoring input
T's size 460
True True
s_obs [150.52173913  78.39751246   6.91304348  72.          -0.39734394]
scale [2.2e+02 1.2e+04 1.8e+01 6.0e+01 8.0e-01]
dist 0.4493692204864798 number:  0
dist 0.2930520270016036 number:  50
dist 0.4239910519265053 number:  100
dist 1.1901558664874676 number:  150
dist 0.15752817730445187 number:  200
dist 0.5855444538913932 number:  250
dist nan number:  300
dist 0.3348739466054024 number:  350
dist nan number:  400
dist nan number:  450
dist 0.15073687659209387 number:  500
dist nan number:  550
dist 0.20946867437273453 number:  600
dist 0.7580942706468983 number:  650
dist 0.5990910465813423 number:  700
dist 0.5036236586087524 number:  750
dist 0.6100818346748074 number:  800
dist 0.3551700536486875 number:  850
dist nan number:  900
dist nan number:  950
dist nan number:  1000
dist nan number:  1050
dist 0.21523270619018672 number:  1100
dist nan number:  1150
dist 0.6769842560721074 number:  1200
dist 0.2912323956040238 number:  1250
dist 0.39197589549235157 number:  1300
dist 0.5555812242753496 number:  1350
dist 0.33405744835936174 number:  1400
dist 0.2808818377781696 number:  1450
eps:  0.2790106036179278
dists:  945
dist 0.2200538682215381 accepted:  30 trials:  261
dist 0.251749033606927 accepted:  60 trials:  489
dist 0.0754034143605569 accepted:  90 trials:  696
dist 0.19625715292308749 accepted:  120 trials:  978
dist 0.16769535320706858 accepted:  150 trials:  1194
dist 0.2527998478816238 accepted:  180 trials:  1441
dist 0.08182350424547323 accepted:  210 trials:  1691
dist 0.15246388729560734 accepted:  240 trials:  1914
dist 0.27108813364770573 accepted:  270 trials:  2143
dist 0.16319858687271116 accepted:  300 trials:  2295
dist 0.24879560293569739 accepted:  330 trials:  2479
dist 0.2244808982658936 accepted:  360 trials:  2737
dist 0.1331047398892613 accepted:  390 trials:  3035
dist 0.18787867694950944 accepted:  420 trials:  3248
dist 0.09378975448066268 accepted:  450 trials:  3474
dist 0.201793740067816 accepted:  480 trials:  3745
dist 0.2191218046381399 accepted:  510 trials:  3920
dist 0.2049132997125055 accepted:  540 trials:  4122
dist 0.23964782852018837 accepted:  570 trials:  4320
dist 0.27543614771846114 accepted:  600 trials:  4601
dist 0.11881341169934853 accepted:  630 trials:  4745
dist 0.07470538352191579 accepted:  660 trials:  4944
dist 0.24923081836612918 accepted:  690 trials:  5193
dist 0.18892017988653753 accepted:  720 trials:  5523
dist 0.23431982335422824 accepted:  750 trials:  5790
dist 0.1626724832855162 accepted:  780 trials:  6047
dist 0.1852473242866565 accepted:  810 trials:  6308
dist 0.20114714145352136 accepted:  840 trials:  6491
dist 0.1860979199543933 accepted:  870 trials:  6689
dist 0.191307935923239 accepted:  900 trials:  6884
dist 0.23769683399009744 accepted:  930 trials:  7182
dist 0.1503844965806784 accepted:  960 trials:  7377
dist 0.19470289156688783 accepted:  990 trials:  7564
dist 0.21359908116066567 accepted:  1020 trials:  7803
dist 0.18807252537456728 accepted:  1050 trials:  8048
dist 0.24408752377474066 accepted:  1080 trials:  8284
dist 0.15257712635350795 accepted:  1110 trials:  8547
dist 0.19232236383151516 accepted:  1140 trials:  8815
dist 0.21517443262604535 accepted:  1170 trials:  8961
dist 0.1525930708504579 accepted:  1200 trials:  9170
dist 0.15387924766135788 accepted:  1230 trials:  9443
dist 0.14472586548591654 accepted:  1260 trials:  9700
dist 0.22653412792948957 accepted:  1290 trials:  9952
dist 0.18042202544622007 accepted:  1320 trials:  10095
dist 0.23922844716131902 accepted:  1350 trials:  10293
dist 0.07918465779597265 accepted:  1380 trials:  10553
dist 0.03379223199785605 accepted:  1410 trials:  10749
dist 0.20005864084650576 accepted:  1440 trials:  11008
dist 0.2463598807092655 accepted:  1470 trials:  11229
dist 0.19678811897884999 accepted:  1500 trials:  11456
dist 0.19739740418183024 accepted:  1530 trials:  11620
dist 0.2409556104693103 accepted:  1560 trials:  11874
dist 0.2587805440877771 accepted:  1590 trials:  12070
dist 0.11714971743847948 accepted:  1620 trials:  12370
dist 0.14624089790618158 accepted:  1650 trials:  12652
dist 0.22841771771797978 accepted:  1680 trials:  12943
dist 0.26313207056124177 accepted:  1710 trials:  13200
dist 0.20096371301338303 accepted:  1740 trials:  13426
dist 0.12893409994003568 accepted:  1770 trials:  13651
dist 0.1426821794058139 accepted:  1800 trials:  13828
dist 0.03947527834539302 accepted:  1830 trials:  14066
dist 0.2256816218870014 accepted:  1860 trials:  14267
dist 0.15556553941866894 accepted:  1890 trials:  14534
dist 0.2601352753230383 accepted:  1920 trials:  14827
dist 0.09081557557285873 accepted:  1950 trials:  15073
dist 0.11824244638328646 accepted:  1980 trials:  15390
Accepted:  2000 Trials:  15535 Acceptance rate:  0.1287415513356936
Posterior mean R0:  4.7821447055102
Posterior mean sigma:  0.35868808155904186
Elapsed: 47828.4361 s
