R0,sigma,avg_prev_obs,var_prev_obs,avg_npmi_obs,div_all_isolates_obs
0.0,0.0,9.565217391304348,7.06351758208409,-0.595276743372485,18.333333333333332
1.1,0.8,1.0,1.1677484162422844,-0.17872582087891048,2.1810344827586206
1.3,0.8,1.9130434782608696,2.3915199327901924,-0.1366244616703516,1.7168784029038113
1.5,0.8,5.260869565217392,3.8872447744847367,-0.21624273520845752,4.026622296173045
1.8,0.8,12.608695652173912,8.74247276458587,-0.2892821045140283,5.3952620059224925
2.0,0.8,11.73913043478261,9.597430486164455,-0.3320463725596527,4.971252566735113
2.3,0.8,13.08695652173913,12.416678825011067,-0.29982794840110544,3.4173478655767484
2.5,0.8,13.08695652173913,10.242127990351957,-0.2586216088355794,3.957055214723926
3.0,0.8,29.695652173913043,20.04412129326133,-0.457761208739842,8.966774466774467
3.2,0.8,30.391304347826086,23.803626787137794,-0.4706019781238216,6.7293114862628265
1.1,0.9,1.8695652173913044,2.00690507602869,-0.26465692879264896,2.240694789081886
1.3,0.9,0.6521739130434783,0.8846517369293828,-0.09407665505226481,1.9090909090909092
1.5,0.9,5.0,3.0301515113634467,-0.29354792568412164,4.143489254108723
1.8,0.9,11.652173913043478,13.946679942657497,-0.4157586400865655,5.905909541102674
2.0,0.9,8.478260869565217,9.079795578482786,-0.296820508923545,4.6761433868974045
2.3,0.9,17.08695652173913,14.234762326713563,-0.3928035729647398,7.4380069524913095
2.5,0.9,15.565217391304348,15.825256243671557,-0.2877251515631408,5.537521663778163
3.0,0.9,9.304347826086957,11.145462927735116,-0.26312025662840854,3.1139499931684655
3.2,0.9,17.91304347826087,17.047828556682042,-0.4177898722957736,7.1249684423125474
