R0,sigma,avg_prev_obs,var_prev_obs,avg_npmi_obs,div_all_isolates_obs
0.0,0.0,9.565217391304348,7.06351758208409,-0.595276743372485,18.333333333333332
1.1,0.8,0.08695652173913043,0.28810406552003043,-0.09407665505226481,2.0
1.3,0.8,2.9565217391304346,3.0223148995064455,-0.25566043521302323,2.268924302788845
1.5,0.8,6.782608695652174,3.667504994594485,-0.3231003939031074,6.048024012006003
1.8,0.8,14.304347826086957,8.455416674904026,-0.357475381322481,6.358237096394061
2.0,0.8,6.391304347826087,6.020715228086071,-0.2573549090411507,3.4515921518173047
2.3,0.8,20.52173913043478,13.238612826320491,-0.41115222587996897,7.8124824290132135
2.5,0.8,24.304347826086957,19.7194753355631,-0.36420975700485325,5.988365842420519
3.0,0.8,34.08695652173913,25.108696507708352,-0.44781464165915064,9.217297297297296
3.2,0.8,33.608695652173914,27.170738154450415,-0.3781639518483211,7.425108871469454
1.1,0.9,0.6521739130434783,1.1912062508297252,-0.1380374844991029,2.0588235294117645
1.3,0.9,5.434782608695652,4.143188132964558,-0.31569658266524214,5.579553635709143
1.5,0.9,3.652173913043478,3.995550885356155,-0.22125438155801516,3.0286707211120762
1.8,0.9,10.695652173913043,7.289062682033178,-0.3268464711324625,5.524289642529789
2.0,0.9,5.391304347826087,6.103196855559184,-0.2137671983510226,2.806772175193228
2.3,0.9,16.47826086956522,16.34533451705129,-0.42951172078260275,6.649122807017544
2.5,0.9,11.0,7.681145747868608,-0.2869469262843223,6.082427017744705
3.0,0.9,13.173913043478262,12.390069975270313,-0.29453275525773776,4.449382475931149
3.2,0.9,24.782608695652176,19.303689053318116,-0.4463894677860331,7.8996979734996104
