R0,sigma,avg_prev_obs,var_prev_obs,avg_npmi_obs,div_all_isolates_obs
0.0,0.0,9.565217391304348,7.06351758208409,-0.595276743372485,18.333333333333332
1.1,0.8,0.8260869565217391,1.154129893156173,-0.22271678351830848,1.6285714285714286
1.3,0.8,2.391304347826087,2.8402805628827106,-0.17938729443648832,2.1967455621301775
1.5,0.8,5.130434782608695,3.3751006426218,-0.3318123562241208,3.8371317398554754
1.8,0.8,5.521739130434782,4.989712737380883,-0.18088404530973543,2.6002599935001625
2.0,0.8,15.956521739130435,10.231316723532373,-0.37953794955463177,6.688676426650732
2.3,0.8,11.173913043478262,11.507516017854842,-0.4332777829693031,5.727019498607242
2.5,0.8,25.434782608695652,19.766422601234467,-0.38929713113531594,6.785572415984746
3.0,0.8,15.782608695652174,11.83199253848776,-0.31889086707344555,4.888616071428571
3.2,0.8,22.347826086956523,19.903422948309384,-0.32891719278225345,5.169221721231131
1.1,0.9,1.173913043478261,1.5270939101039858,-0.2615267979149384,2.19375
1.3,0.9,0.8695652173913043,1.217461883894185,-0.182660505408089,1.7592592592592593
1.5,0.9,2.6956521739130435,2.5304470070199,-0.1384745020184669,2.0848952590959207
1.8,0.9,14.565217391304348,8.033034561656926,-0.4781430914216352,8.730493133583021
2.0,0.9,9.217391304347826,9.629294894129204,-0.3262990251029463,4.885539536915684
2.3,0.9,16.565217391304348,9.787868590326598,-0.5267453453450845,8.345630620244409
2.5,0.9,13.26086956521739,12.534379599196718,-0.3342107090668019,4.525575946895744
3.0,0.9,27.304347826086957,24.779820937442217,-0.43216388407987466,8.20769583524409
3.2,0.9,29.130434782608695,24.95505841931576,-0.5248165375232776,9.642672747612082
