R0,sigma,avg_prev_obs,var_prev_obs,avg_npmi_obs,div_all_isolates_obs
0.0,0.0,9.565217391304348,7.06351758208409,-0.595276743372485,18.333333333333332
1.1,0.8,0.30434782608695654,0.764840007553312,-0.13801055455905564,2.1
1.3,0.8,2.782608695652174,2.503752125023025,-0.1794234020002031,2.4347826086956523
1.5,0.8,6.521739130434782,4.294495051462462,-0.2530387750092582,4.715189873417722
1.8,0.8,5.304347826086956,4.665490158490567,-0.1373373407279819,2.055988857938719
2.0,0.8,6.434782608695652,4.398616383245591,-0.21732864574656546,2.7400503778337533
2.3,0.8,14.130434782608695,12.899275341964994,-0.39276913804570374,4.590635626471357
2.5,0.8,23.782608695652176,16.695008839713225,-0.37868076269968215,7.253655219313159
3.0,0.8,28.17391304347826,24.321057419283704,-0.38196838467766747,7.416259817448525
3.2,0.8,29.26086956521739,21.093336714586925,-0.4756959899131633,7.165246047086409
1.1,0.9,0.8695652173913043,1.4555332614196126,-0.09407665505226481,1.1111111111111112
1.3,0.9,3.391304347826087,3.834521784036826,-0.211871751018832,4.194134078212291
1.5,0.9,5.173913043478261,3.5374897868537882,-0.2925528632090708,3.3868789194404245
1.8,0.9,12.91304347826087,7.464540681711957,-0.34760534594412984,6.663028649386084
2.0,0.9,9.26086956521739,5.6020888255619585,-0.3612108360300678,5.702955291740339
2.3,0.9,17.956521739130434,12.945614423669667,-0.3936087189476001,6.721814015959548
2.5,0.9,12.130434782608695,11.430836873149461,-0.2621631876631863,4.5432286785379565
3.0,0.9,26.695652173913043,20.211236259720607,-0.48408802063653317,9.67811776806377
3.2,0.9,19.043478260869566,19.33080034290441,-0.41923742603884473,6.225800156128025
