R0,sigma,avg_prev_obs,var_prev_obs,avg_npmi_obs,div_all_isolates_obs
0.0,0.0,9.565217391304348,7.06351758208409,-0.595276743372485,18.333333333333332
1.5,0.4,10.521739130434783,5.983838576588772,-0.24898252631742002,3.642848219862586
2.0,0.4,57.17391304347826,28.93040579471087,-0.41802549600961114,8.734670562424807
2.5,0.4,93.1304347826087,46.57867669362929,-0.3712496718175155,13.860578841108842
3.0,0.4,120.69565217391305,59.81747599809448,-0.34869090517925544,16.224925651027405
3.5,0.4,149.6086956521739,75.17720830292478,-0.3032551015534418,18.97867892038185
4.0,0.4,178.3913043478261,88.09588739262503,-0.20456000939733338,22.767494460482066
4.5,0.4,205.8695652173913,103.8859971086427,-0.09989015373900831,24.807805959940946
5.0,0.4,219.30434782608697,107.98376762803863,-0.04626786106080334,24.103532774007455
1.5,0.5,7.043478260869565,4.517423449767126,-0.2924386530198337,2.5752369668246446
2.0,0.5,37.78260869565217,20.615432263982,-0.3595023878743614,6.132255861597997
2.5,0.5,67.3913043478261,35.857976328888974,-0.43549090662822126,10.807787530947557
3.0,0.5,97.1304347826087,47.94722889691625,-0.39120432506370867,13.781513487231056
3.5,0.5,128.04347826086956,62.906480559976394,-0.28423902574245935,19.458838315827272
4.0,0.5,154.82608695652175,79.05674151801755,-0.2983759728471512,19.496364374561693
4.5,0.5,176.1304347826087,89.73916969236511,-0.03553978924574142,22.557540009899355
5.0,0.5,188.43478260869566,96.30955115806934,0.0490547833477075,26.76093994926896
1.5,0.6,4.6521739130434785,4.162699033212312,-0.09294838453720845,1.896021397525911
2.0,0.6,31.391304347826086,17.93609649038087,-0.459014166214717,8.737193689157435
2.5,0.6,43.391304347826086,28.57802577702408,-0.4189626570212254,6.840691902594635
3.0,0.6,75.73913043478261,34.72386838434224,-0.43488345994973954,9.713609459874961
3.5,0.6,108.43478260869566,56.83854812853408,-0.33771827214010713,16.443129766954755
4.0,0.6,133.30434782608697,66.51960393380196,-0.19868813863297158,20.13742398073107
4.5,0.6,148.95652173913044,75.58888702644876,-0.196289652287444,21.13321758800667
5.0,0.6,165.82608695652175,82.69530720658878,-0.09823235463853862,23.400542582771227
1.5,0.7,7.565217391304348,5.549988427150274,-0.25422186071762143,3.8552766393442623
2.0,0.7,14.782608695652174,14.067876113327163,-0.2932906917374465,3.219193386213831
2.5,0.7,32.43478260869565,24.511270296365748,-0.3937033367805621,6.24924101018733
3.0,0.7,39.34782608695652,21.787420673515786,-0.42278651786454313,6.4116992429348425
3.5,0.7,75.30434782608695,45.18893145109429,-0.44075022506914935,10.022102771872117
4.0,0.7,91.95652173913044,54.073584763449524,-0.4243993124740469,13.653411589387796
4.5,0.7,112.0,58.14480356676925,-0.3286173086848081,15.040042082732475
5.0,0.7,127.95652173913044,62.01281265034125,-0.25559332703091586,22.71257463038939
1.5,0.8,4.739130434782608,5.0019758941692025,-0.30194817709268285,2.580447172292854
2.0,0.8,17.91304347826087,16.459076091043233,-0.37804728785101477,6.992566897918731
2.5,0.8,22.347826086956523,19.417912760345263,-0.45479672521623105,6.9084573464682455
3.0,0.8,39.82608695652174,33.232859114153655,-0.4156871084450093,7.4497360140792495
3.5,0.8,29.956521739130434,27.752933114225744,-0.3502537199526011,5.588681914642773
4.0,0.8,63.43478260869565,44.741506138500775,-0.5107061638443972,11.035484172191614
4.5,0.8,72.43478260869566,34.29262587967448,-0.47271333296192275,12.98552529328602
5.0,0.8,85.3913043478261,42.30918568911353,-0.35931799813351833,17.126892458596917
