avg_time,num_strains,avg_prev,var_prev,avg_div,max_abundance,avg_npmi,div_all_isolates
2.050000000000000000e+01,1.400000000000000000e+01,1.082608695652173907e+02,5.490671211767394055e+01,1.247826086956521685e+01,2.900000000000000000e+01,-1.04E-01,1.253952485199677902e+01
1.773333333333333428e+01,1.500000000000000000e+01,1.705652173913043441e+02,8.693248482009499867e+01,1.156521739130434767e+01,4.700000000000000000e+01,-8.50E-02,9.814894955276093569e+00
1.093333333333333357e+01,1.500000000000000000e+01,4.843478260869564878e+01,2.570607654896993566e+01,7.130434782608695343e+00,4.000000000000000000e+01,-3.43E-01,5.422572293266623156e+00
4.250000000000000000e+00,4.000000000000000000e+00,1.478260869565217295e+00,1.780438281521799837e+00,7.391304347826086474e-01,6.000000000000000000e+00,-3.52E-01,1.206451612903225890e+00
8.000000000000000000e+00,5.000000000000000000e+00,6.043478260869565410e+00,3.522373436265088920e+00,1.739130434782608647e+00,1.200000000000000000e+01,-4.06E-01,2.095935314685314577e+00
1.925000000000000000e+01,1.600000000000000000e+01,1.547391304347825951e+02,7.932282566787921496e+01,1.339130434782608781e+01,4.400000000000000000e+01,7.992826632964922240e-02,1.271275600353385293e+01
2.043750000000000000e+01,1.600000000000000000e+01,1.432608695652174049e+02,7.134310018960509581e+01,1.421739130434782616e+01,3.300000000000000000e+01,1.144936838092507209e-01,1.446558374227323540e+01
1.538461538461538503e+01,1.300000000000000000e+01,7.473913043478260931e+01,3.804807651488065545e+01,8.695652173913043015e+00,3.800000000000000000e+01,-3.05E-01,8.507645594708579395e+00
1.923529411764705799e+01,1.700000000000000000e+01,1.020000000000000000e+02,5.130656523646497646e+01,1.421739130434782616e+01,3.500000000000000000e+01,2.286630831402217956e-01,1.502950513334681126e+01
1.542857142857142883e+01,1.400000000000000000e+01,6.943478260869565588e+01,3.617486079254049969e+01,9.391304347826087806e+00,2.700000000000000000e+01,-2.23E-01,1.005202672324717383e+01
1.253333333333333321e+01,1.500000000000000000e+01,4.578260869565217206e+01,2.505984930981888326e+01,8.173913043478261642e+00,2.400000000000000000e+01,-2.21E-01,7.999162358106351789e+00
1.457142857142857117e+01,1.400000000000000000e+01,6.621739130434782794e+01,3.410139496178889118e+01,8.869565217391304657e+00,3.200000000000000000e+01,-2.68E-01,9.213646336809972581e+00
1.846666666666666501e+01,1.500000000000000000e+01,1.262608695652173907e+02,6.365119251279111268e+01,1.204347826086956452e+01,4.100000000000000000e+01,-5.02E-02,1.208085706424542494e+01
1.673333333333333428e+01,1.500000000000000000e+01,6.408695652173912549e+01,3.327422295176069156e+01,1.091304347826086918e+01,3.300000000000000000e+01,-8.53E-02,1.299374012543687407e+01
2.039999999999999858e+01,1.500000000000000000e+01,1.930000000000000000e+02,9.497415916495870647e+01,1.330434782608695699e+01,4.100000000000000000e+01,1.073001019599386209e-03,1.274304058826725594e+01
1.100000000000000000e+01,8.000000000000000000e+00,2.152173913043478137e+01,1.340240672151288415e+01,3.826086956521739246e+00,2.100000000000000000e+01,-4.96E-01,3.329112890050645479e+00
3.500000000000000000e+00,8.000000000000000000e+00,1.913043478260869623e+00,2.193234296613541634e+00,1.217391304347826164e+00,6.000000000000000000e+00,-5.86E-01,4.660098522167487545e+00
1.933333333333333215e+01,1.500000000000000000e+01,1.355217391304347814e+02,6.983153075614937677e+01,1.260869565217391219e+01,4.300000000000000000e+01,-2.78E-02,1.200013343678802791e+01
1.768750000000000000e+01,1.600000000000000000e+01,9.152173913043478137e+01,4.501905613203994250e+01,1.230434782608695699e+01,2.300000000000000000e+01,2.512193334227511010e-02,1.279650047384601130e+01
1.526666666666666750e+01,1.500000000000000000e+01,8.295652173913043725e+01,4.343802090426140694e+01,9.956521739130435478e+00,3.300000000000000000e+01,-1.31E-01,9.958933204874149681e+00
1.150000000000000000e+01,1.000000000000000000e+01,2.395652173913043370e+01,1.210363679707116091e+01,5.000000000000000000e+00,1.900000000000000000e+01,-5.07E-01,6.302250135174478629e+00
1.900000000000000000e+01,1.400000000000000000e+01,1.112608695652173907e+02,5.664018601608542269e+01,1.156521739130434767e+01,3.700000000000000000e+01,-1.37E-01,1.171470959844517878e+01
1.580000000000000071e+01,1.000000000000000000e+01,7.095652173913043725e+01,3.656311885054461897e+01,6.869565217391304657e+00,4.300000000000000000e+01,-4.34E-01,6.001975259647429617e+00
1.850000000000000000e+01,1.400000000000000000e+01,1.617826086956521863e+02,8.302078410184628865e+01,1.126086956521739069e+01,4.900000000000000000e+01,-1.67E-01,1.040937783412820572e+01
1.915384615384615330e+01,1.300000000000000000e+01,6.421739130434782794e+01,3.386196112258109991e+01,1.082608695652173836e+01,2.200000000000000000e+01,-2.17E-01,1.195321906767115117e+01
1.478571428571428648e+01,1.400000000000000000e+01,1.193913043478260931e+02,5.871405215916047382e+01,9.000000000000000000e+00,4.500000000000000000e+01,-2.65E-01,7.932791274294783257e+00
2.214285714285714235e+01,1.400000000000000000e+01,1.403478260869565304e+02,7.099334712470161435e+01,1.347826086956521685e+01,3.700000000000000000e+01,-6.13E-02,1.366515454829289844e+01
1.490909090909090828e+01,1.100000000000000000e+01,5.804347826086956275e+01,2.840210981418868386e+01,7.130434782608695343e+00,4.000000000000000000e+01,-4.25E-01,5.837988277408442173e+00
1.789999999999999858e+01,1.000000000000000000e+01,9.491304347826087451e+01,4.404534135253874894e+01,7.782608695652173836e+00,5.200000000000000000e+01,-4.21E-01,6.836993466303811218e+00
1.900000000000000000e+01,1.700000000000000000e+01,9.334782608695651618e+01,4.801572535558454291e+01,1.404347826086956452e+01,2.400000000000000000e+01,2.101552153301493864e-01,1.627917379199231007e+01
2.088888888888888928e+01,9.000000000000000000e+00,1.252173913043478279e+02,6.507754571679650724e+01,8.173913043478261642e+00,4.700000000000000000e+01,-3.91E-01,7.842164002648255305e+00
1.814285714285714235e+01,1.400000000000000000e+01,9.021739130434782794e+01,4.639646981255356195e+01,1.104347826086956452e+01,3.000000000000000000e+01,-1.73E-01,1.071099684410684283e+01
1.723076923076922995e+01,1.300000000000000000e+01,8.873913043478260931e+01,4.532630922875141266e+01,9.739130434782609314e+00,3.500000000000000000e+01,-2.70E-01,9.087424919681518887e+00
1.600000000000000000e+01,1.400000000000000000e+01,8.791304347826087451e+01,4.506451238701958317e+01,9.739130434782609314e+00,2.800000000000000000e+01,-2.09E-01,9.744938498886350331e+00
2.042857142857142705e+01,1.400000000000000000e+01,1.329130434782608745e+02,6.496706371376909317e+01,1.243478260869565233e+01,3.000000000000000000e+01,-1.11E-01,1.158531812466052102e+01
1.366666666666666607e+01,1.200000000000000000e+01,6.752173913043478137e+01,3.434830889739220083e+01,7.130434782608695343e+00,3.000000000000000000e+01,-4.33E-01,6.779866217348987867e+00
2.012500000000000000e+01,1.600000000000000000e+01,1.400869565217391255e+02,7.014265531658791986e+01,1.400000000000000000e+01,3.200000000000000000e+01,1.106936173058225559e-01,1.372465424075793194e+01
1.991666666666666785e+01,1.200000000000000000e+01,1.080434782608695627e+02,5.522061395469627598e+01,1.039130434782608781e+01,3.400000000000000000e+01,-2.82E-01,9.506673278854654185e+00
1.770588235294117752e+01,1.700000000000000000e+01,1.770000000000000000e+02,9.058597121971030219e+01,1.308695652173913082e+01,4.700000000000000000e+01,1.322350541144337865e-01,1.235376615707630776e+01
1.475000000000000000e+01,8.000000000000000000e+00,6.652173913043478137e+01,3.528052458538227398e+01,5.130434782608695343e+00,4.400000000000000000e+01,-4.59E-01,4.309660660992594039e+00
1.585714285714285765e+01,1.400000000000000000e+01,9.795652173913043725e+01,4.998588733639050474e+01,9.652173913043478493e+00,4.300000000000000000e+01,-2.32E-01,8.813133137862513067e+00
1.900000000000000000e+01,1.400000000000000000e+01,1.235652173913043441e+02,6.252041563794582402e+01,1.156521739130434767e+01,3.400000000000000000e+01,-1.39E-01,1.157384413819597491e+01
9.833333333333333925e+00,1.200000000000000000e+01,2.504347826086956630e+01,1.392994896835123164e+01,5.130434782608695343e+00,2.400000000000000000e+01,-5.01E-01,5.285499984041364563e+00
1.918750000000000000e+01,1.600000000000000000e+01,1.232608695652173907e+02,6.315580833527676674e+01,1.334782608695652151e+01,3.400000000000000000e+01,8.468438035936048935e-02,1.383150620786536145e+01
1.770588235294117752e+01,1.700000000000000000e+01,1.904347826086956559e+02,9.364625221203293393e+01,1.308695652173913082e+01,4.600000000000000000e+01,1.029668377112186589e-01,1.160338252162171280e+01
1.764285714285714235e+01,1.400000000000000000e+01,1.013478260869565162e+02,5.127076847097909251e+01,1.073913043478260931e+01,3.100000000000000000e+01,-1.88E-01,1.027361734807758431e+01
1.888235294117647101e+01,1.700000000000000000e+01,1.474347826086956559e+02,7.408706554205269867e+01,1.395652173913043548e+01,3.600000000000000000e+01,1.885684518289891531e-01,1.360583694522626530e+01
1.200000000000000000e+01,6.000000000000000000e+00,1.369565217391304301e+01,7.394314662500050872e+00,3.130434782608695787e+00,1.700000000000000000e+01,-4.33E-01,3.127885649231547660e+00
1.069230769230769162e+01,1.300000000000000000e+01,3.086956521739130466e+01,1.663048774178448852e+01,6.043478260869565410e+00,1.800000000000000000e+01,-4.57E-01,7.977654516640253490e+00
9.333333333333333925e+00,6.000000000000000000e+00,7.391304347826086918e+00,4.142234030906319475e+00,2.434782608695652328e+00,1.100000000000000000e+01,-4.55E-01,3.114700780572419614e+00
8.000000000000000000e+00,4.000000000000000000e+00,4.565217391304347672e+00,4.746540241984123831e+00,1.391304347826086918e+00,1.000000000000000000e+01,-3.45E-01,2.576687116564416957e+00
1.935714285714285765e+01,1.400000000000000000e+01,1.488695652173913118e+02,7.699309552741259211e+01,1.178260869565217384e+01,4.700000000000000000e+01,-1.23E-01,1.125528367840817445e+01
2.012500000000000000e+01,1.600000000000000000e+01,1.562608695652174049e+02,8.035218919419928341e+01,1.400000000000000000e+01,4.400000000000000000e+01,9.768078046379632950e-02,1.326454007946453828e+01
2.139999999999999858e+01,1.500000000000000000e+01,1.735652173913043441e+02,8.841165394539164879e+01,1.395652173913043548e+01,4.400000000000000000e+01,2.341074567362369171e-02,1.308473006090630086e+01
1.372727272727272663e+01,1.100000000000000000e+01,5.121739130434782794e+01,2.514676288897770817e+01,6.565217391304347672e+00,2.700000000000000000e+01,-4.54E-01,6.040736125754816221e+00
1.676923076923077005e+01,1.300000000000000000e+01,1.133478260869565162e+02,5.854804452572742690e+01,9.478260869565216851e+00,4.600000000000000000e+01,-2.82E-01,8.234840220505883934e+00
2.037500000000000000e+01,1.600000000000000000e+01,1.327391304347825951e+02,6.584086696608611078e+01,1.417391304347826164e+01,3.900000000000000000e+01,1.171885973302609768e-01,1.390298986269729298e+01
2.250000000000000000e+01,1.200000000000000000e+01,2.038260869565217490e+02,1.021597021485624879e+02,1.173913043478260931e+01,5.300000000000000000e+01,-2.44E-01,1.032497222885304744e+01
1.980000000000000071e+01,1.500000000000000000e+01,1.804347826086956559e+02,9.252902546422761532e+01,1.291304347826086918e+01,4.200000000000000000e+01,-3.51E-02,1.207888223855342602e+01
1.500000000000000000e+01,1.600000000000000000e+01,5.595652173913043725e+01,2.951498580978447350e+01,1.043478260869565233e+01,2.100000000000000000e+01,-5.98E-02,1.203310940499040349e+01
1.625000000000000000e+01,1.600000000000000000e+01,6.995652173913043725e+01,3.449832441368390334e+01,1.130434782608695699e+01,2.600000000000000000e+01,-2.20E-02,1.260681778314849844e+01
1.906666666666666643e+01,1.500000000000000000e+01,1.050434782608695627e+02,5.266659995659623661e+01,1.243478260869565233e+01,3.100000000000000000e+01,-3.16E-02,1.315192253073479556e+01
1.938461538461538325e+01,1.300000000000000000e+01,9.652173913043478137e+01,4.811243419440209124e+01,1.095652173913043548e+01,2.600000000000000000e+01,-2.10E-01,1.122878439059971356e+01
1.554545454545454497e+01,1.100000000000000000e+01,5.908695652173913260e+01,3.119719253609829934e+01,7.434782608695652328e+00,3.100000000000000000e+01,-4.08E-01,7.253783084796125991e+00
8.333333333333333925e+00,9.000000000000000000e+00,2.821739130434782439e+01,1.805032490702069836e+01,3.260869565217391131e+00,3.800000000000000000e+01,-5.49E-01,3.123251047143748238e+00
5.799999999999999822e+00,5.000000000000000000e+00,3.652173913043478048e+00,3.283688276260731786e+00,1.260869565217391353e+00,1.200000000000000000e+01,-4.22E-01,1.549333333333333229e+00
1.906666666666666643e+01,1.500000000000000000e+01,1.119565217391304373e+02,5.825607909041031718e+01,1.243478260869565233e+01,2.700000000000000000e+01,-4.09E-02,1.268608866414273884e+01
1.664285714285714235e+01,1.400000000000000000e+01,1.157826086956521721e+02,6.012710515818600499e+01,1.013043478260869534e+01,4.100000000000000000e+01,-2.19E-01,9.005467632479566831e+00
1.662500000000000000e+01,1.600000000000000000e+01,9.078260869565217206e+01,4.379804532971257203e+01,1.156521739130434767e+01,2.500000000000000000e+01,-1.20E-02,1.186227998061815114e+01
2.666666666666666519e+00,6.000000000000000000e+00,9.565217391304348116e-01,1.065076218764956062e+00,6.956521739130434590e-01,3.000000000000000000e+00,-5.09E-01,4.529411764705882248e+00
1.738888888888888928e+01,1.800000000000000000e+01,9.500000000000000000e+01,4.682656588654855057e+01,1.360869565217391219e+01,3.100000000000000000e+01,2.393909449245643639e-01,1.506868001743051444e+01
1.142857142857142883e+01,1.400000000000000000e+01,3.230434782608695343e+01,1.603812158182864422e+01,6.956521739130434590e+00,1.700000000000000000e+01,-3.84E-01,8.413288975705041750e+00
1.621428571428571530e+01,1.400000000000000000e+01,1.464782608695652186e+02,7.261534371117780040e+01,9.869565217391304657e+00,4.900000000000000000e+01,-2.36E-01,8.811304022352095089e+00
1.233333333333333393e+01,1.200000000000000000e+01,4.060869565217391397e+01,2.167264536950330367e+01,6.434782608695652328e+00,2.600000000000000000e+01,-4.56E-01,6.193299408687741980e+00
1.856250000000000000e+01,1.600000000000000000e+01,1.359565217391304373e+02,7.057457581160613813e+01,1.291304347826086918e+01,3.300000000000000000e+01,4.127782287597513144e-02,1.288972725210850889e+01
1.683333333333333215e+01,1.200000000000000000e+01,6.343478260869564878e+01,3.196848744816244903e+01,8.782608695652173836e+00,2.800000000000000000e+01,-3.35E-01,9.863410427138008529e+00
1.066666666666666607e+01,1.200000000000000000e+01,2.665217391304347672e+01,1.307533658754031336e+01,5.565217391304347672e+00,1.900000000000000000e+01,-4.75E-01,5.892194125961991880e+00
1.663636363636363669e+01,1.100000000000000000e+01,5.539130434782608603e+01,2.882981274248583148e+01,7.956521739130434590e+00,2.700000000000000000e+01,-3.84E-01,8.164611000916240258e+00
2.086666666666666714e+01,1.500000000000000000e+01,1.355652173913043441e+02,6.725381103561514351e+01,1.360869565217391219e+01,4.300000000000000000e+01,-6.63E-04,1.313423158008541058e+01
1.660000000000000142e+01,1.500000000000000000e+01,1.583478260869565304e+02,8.036372355261487144e+01,1.082608695652173836e+01,6.200000000000000000e+01,-1.36E-01,9.054715368101343032e+00
1.190000000000000036e+01,1.000000000000000000e+01,3.060869565217391397e+01,1.581351300868625209e+01,5.173913043478260754e+00,2.400000000000000000e+01,-4.95E-01,5.378425960138233819e+00
2.000000000000000000e+01,1.500000000000000000e+01,1.263043478260869534e+02,5.928010150786356292e+01,1.304347826086956452e+01,3.600000000000000000e+01,-9.22E-03,1.262298859518130634e+01
1.578571428571428648e+01,1.400000000000000000e+01,9.147826086956521863e+01,4.441116727419046839e+01,9.608695652173912194e+00,3.100000000000000000e+01,-2.14E-01,9.329639188300188124e+00
1.964705882352941302e+01,1.700000000000000000e+01,8.808695652173912549e+01,4.494229941469218659e+01,1.452173913043478315e+01,2.200000000000000000e+01,2.329677584964071624e-01,1.574236796463708465e+01
1.446153846153846168e+01,1.300000000000000000e+01,5.721739130434782794e+01,3.121910330338130635e+01,8.173913043478261642e+00,2.700000000000000000e+01,-3.39E-01,7.938548203603802200e+00
2.015384615384615330e+01,1.300000000000000000e+01,1.624347826086956559e+02,8.175841690723876809e+01,1.139130434782608781e+01,4.800000000000000000e+01,-1.92E-01,1.084709240499244487e+01
3.333333333333333481e+00,3.000000000000000000e+00,7.391304347826086474e-01,1.009833078211345825e+00,4.347826086956521618e-01,3.000000000000000000e+00,-2.84E-01,2.615384615384615419e+00
1.516666666666666607e+01,6.000000000000000000e+00,2.952173913043478137e+01,1.629799085558872562e+01,3.956521739130434590e+00,2.200000000000000000e+01,-4.19E-01,3.915974821367812275e+00
2.193333333333333357e+01,1.500000000000000000e+01,1.413478260869565304e+02,6.960708473323163048e+01,1.430434782608695699e+01,3.100000000000000000e+01,3.034308092548914162e-02,1.417007985108055124e+01
1.806250000000000000e+01,1.600000000000000000e+01,8.126086956521739069e+01,4.227100595755951673e+01,1.256521739130434767e+01,2.100000000000000000e+01,6.064671749306702747e-02,1.384367590029897599e+01
6.666666666666666963e+00,6.000000000000000000e+00,6.391304347826086918e+00,5.483356059557808138e+00,1.739130434782608647e+00,1.600000000000000000e+01,-4.67E-01,2.426729986431479080e+00
2.012500000000000000e+01,1.600000000000000000e+01,1.574347826086956559e+02,7.786575048642522745e+01,1.400000000000000000e+01,3.400000000000000000e+01,9.594033379522051708e-02,1.348187231941744635e+01
1.228571428571428648e+01,7.000000000000000000e+00,1.634782608695652328e+01,1.058132443872081474e+01,3.739130434782608869e+00,1.800000000000000000e+01,-4.69E-01,3.779755522196011075e+00
1.700000000000000000e+01,1.700000000000000000e+01,8.947826086956521863e+01,4.530890898268883404e+01,1.256521739130434767e+01,2.600000000000000000e+01,1.155379184652432917e-01,1.305302852773221112e+01
2.106250000000000000e+01,1.600000000000000000e+01,1.582173913043478137e+02,7.766885214090250145e+01,1.465217391304347849e+01,4.300000000000000000e+01,1.085667347159722934e-01,1.218793568842914610e+01
1.713333333333333286e+01,1.500000000000000000e+01,8.339130434782609314e+01,4.097531311149410271e+01,1.117391304347826164e+01,2.400000000000000000e+01,-1.12E-01,1.152625441230869541e+01
1.509999999999999964e+01,1.000000000000000000e+01,3.539130434782608603e+01,1.843351475989215871e+01,6.565217391304347672e+00,2.500000000000000000e+01,-4.38E-01,7.438928980913199318e+00
1.875000000000000000e+01,1.600000000000000000e+01,9.482608695652173481e+01,4.729852215057526621e+01,1.304347826086956452e+01,2.600000000000000000e+01,4.101328706353364606e-02,1.356142112288788226e+01
1.893750000000000000e+01,1.600000000000000000e+01,1.148260869565217348e+02,5.944948365393401701e+01,1.317391304347826164e+01,3.700000000000000000e+01,6.495760787401162750e-02,1.363992769443857611e+01
1.500000000000000000e+01,1.300000000000000000e+01,1.236956521739130466e+02,6.312356913417645643e+01,8.478260869565216851e+00,5.000000000000000000e+01,-3.53E-01,6.937536976223752205e+00
2.133333333333333215e+01,1.500000000000000000e+01,1.853043478260869676e+02,9.119830280648103837e+01,1.391304347826086918e+01,4.900000000000000000e+01,1.706614694345667121e-02,1.303727894164791756e+01
2.062500000000000000e+01,1.600000000000000000e+01,1.542608695652174049e+02,7.664511927253030876e+01,1.434782608695652151e+01,3.600000000000000000e+01,1.044750261004313285e-01,1.406778152876210086e+01
2.066666666666666785e+01,1.500000000000000000e+01,1.254782608695652186e+02,6.300207035935578403e+01,1.347826086956521685e+01,2.900000000000000000e+01,2.718986860930527882e-03,1.335961041670009486e+01
2.050000000000000000e+01,1.600000000000000000e+01,1.391739130434782510e+02,6.990880564506426254e+01,1.426086956521739069e+01,2.900000000000000000e+01,1.152993357188686202e-01,1.460468458603521213e+01
1.793750000000000000e+01,1.600000000000000000e+01,9.208695652173912549e+01,4.834526680177064861e+01,1.247826086956521685e+01,3.200000000000000000e+01,4.093936350411726821e-02,1.232227834603905769e+01
1.066666666666666607e+01,9.000000000000000000e+00,1.926086956521739069e+01,1.113233370659273547e+01,4.173913043478260754e+00,1.400000000000000000e+01,-5.27E-01,4.719581565753952823e+00
1.880000000000000071e+01,1.500000000000000000e+01,9.234782608695651618e+01,4.274513124391231145e+01,1.226086956521739069e+01,2.200000000000000000e+01,-4.13E-02,1.265840225025685939e+01
1.571428571428571352e+01,1.400000000000000000e+01,5.573913043478260931e+01,2.704578170991541697e+01,9.565217391304347672e+00,2.100000000000000000e+01,-2.20E-01,9.976320361573135287e+00
2.162500000000000000e+01,1.600000000000000000e+01,1.379130434782608745e+02,6.863335595326164196e+01,1.504347826086956452e+01,3.000000000000000000e+01,1.610620914433516238e-01,1.518333373587092971e+01
1.978571428571428470e+01,1.400000000000000000e+01,1.657391304347825951e+02,8.446743180405761109e+01,1.204347826086956452e+01,4.200000000000000000e+01,-1.38E-01,1.113369292150830780e+01
1.558823529411764675e+01,1.700000000000000000e+01,9.786956521739129755e+01,4.945273624916668354e+01,1.152173913043478315e+01,3.500000000000000000e+01,5.135210971381494460e-02,1.034095178203913612e+01
1.660000000000000142e+01,1.500000000000000000e+01,1.267826086956521721e+02,6.533268465166931094e+01,1.082608695652173836e+01,3.700000000000000000e+01,-1.53E-01,1.052260589899950283e+01
1.706250000000000000e+01,1.600000000000000000e+01,6.830434782608695343e+01,3.432655317628653080e+01,1.186956521739130466e+01,2.700000000000000000e+01,1.820937380596820976e-02,1.479692599347283632e+01
1.630769230769230660e+01,1.300000000000000000e+01,1.058260869565217348e+02,5.361279712727434799e+01,9.217391304347826164e+00,4.900000000000000000e+01,-3.04E-01,7.954761233125125841e+00
1.911111111111111072e+01,9.000000000000000000e+00,7.604347826086956275e+01,3.792274235009617911e+01,7.478260869565217739e+00,3.800000000000000000e+01,-4.10E-01,6.603164592503639518e+00
1.686666666666666714e+01,1.500000000000000000e+01,9.569565217391304657e+01,4.953275755645191936e+01,1.100000000000000000e+01,2.500000000000000000e+01,-1.44E-01,1.160403176718126161e+01
1.259999999999999964e+01,5.000000000000000000e+00,1.100000000000000000e+01,6.374665766639348696e+00,2.739130434782608869e+00,1.200000000000000000e+01,-3.91E-01,3.798617731172545309e+00
1.180000000000000071e+01,1.500000000000000000e+01,5.056521739130435122e+01,2.850968908181044981e+01,7.695652173913043903e+00,2.700000000000000000e+01,-2.68E-01,8.357799299912180402e+00
5.500000000000000000e+00,8.000000000000000000e+00,4.521739130434782261e+00,2.447068101318416122e+00,1.913043478260869623e+00,7.000000000000000000e+00,-5.74E-01,3.121212121212121104e+00
1.550000000000000000e+01,1.200000000000000000e+01,4.113043478260869534e+01,2.312280328205369884e+01,8.086956521739130821e+00,2.400000000000000000e+01,-3.39E-01,1.065467677345537822e+01
1.714285714285714235e+01,1.400000000000000000e+01,7.047826086956521863e+01,3.619752573816637664e+01,1.043478260869565233e+01,2.100000000000000000e+01,-1.87E-01,1.095306817044279057e+01
1.863636363636363669e+01,1.100000000000000000e+01,9.308695652173912549e+01,4.706563409796449093e+01,8.913043478260869179e+00,3.400000000000000000e+01,-3.61E-01,8.521091922171345701e+00
1.707692307692307665e+01,1.300000000000000000e+01,8.521739130434782794e+01,4.403403283178626282e+01,9.652173913043478493e+00,2.700000000000000000e+01,-2.77E-01,9.430112386042125650e+00
8.923076923076923350e+00,1.300000000000000000e+01,1.800000000000000000e+01,1.004082575380042286e+01,5.043478260869565410e+00,1.100000000000000000e+01,-4.71E-01,7.511070110701107083e+00
6.142857142857143238e+00,7.000000000000000000e+00,8.434782608695652328e+00,6.535400710789881273e+00,1.869565217391304435e+00,1.900000000000000000e+01,-5.36E-01,2.090097130735737441e+00
1.558333333333333393e+01,1.200000000000000000e+01,4.386956521739130466e+01,2.215504118259254795e+01,8.130434782608695343e+00,1.500000000000000000e+01,-3.49E-01,8.754579259055226714e+00
1.027272727272727337e+01,1.100000000000000000e+01,1.956521739130434767e+01,1.157122641004016650e+01,4.913043478260869179e+00,1.800000000000000000e+01,-5.66E-01,4.483623291319013049e+00
1.742857142857142705e+01,1.400000000000000000e+01,2.013913043478260931e+02,1.010354299380509389e+02,1.060869565217391219e+01,6.000000000000000000e+01,-2.02E-01,9.742610196434654313e+00
5.444444444444444642e+00,9.000000000000000000e+00,6.913043478260869179e+00,5.160276978808765236e+00,2.130434782608695787e+00,9.000000000000000000e+00,-6.15E-01,3.022377285851780560e+00
1.511764705882352899e+01,1.700000000000000000e+01,7.921739130434782794e+01,4.461650379699415225e+01,1.117391304347826164e+01,2.600000000000000000e+01,2.278673765215376984e-02,1.203842441746551195e+01
1.372727272727272663e+01,1.100000000000000000e+01,3.534782608695652328e+01,1.916343273399099445e+01,6.565217391304347672e+00,1.900000000000000000e+01,-4.10E-01,7.511161679371942235e+00
2.246666666666666501e+01,1.500000000000000000e+01,1.721304347826086882e+02,8.645719085074630073e+01,1.465217391304347849e+01,3.900000000000000000e+01,4.967736456616368007e-02,1.428944714269820970e+01
1.053846153846153832e+01,1.300000000000000000e+01,3.773913043478260931e+01,2.124792479985740457e+01,5.956521739130434590e+00,2.500000000000000000e+01,-3.80E-01,6.370359083752348717e+00
6.000000000000000000e+00,4.000000000000000000e+00,4.782608695652173836e+00,4.766898379250680939e+00,1.043478260869565188e+00,1.400000000000000000e+01,-3.63E-01,1.279342723004694760e+00
2.025000000000000000e+01,1.600000000000000000e+01,1.002608695652173907e+02,5.069536234061109070e+01,1.408695652173913082e+01,3.300000000000000000e+01,1.061658691210683320e-01,1.563838300626673394e+01
1.884615384615384670e+01,1.300000000000000000e+01,6.747826086956521863e+01,3.470246201014010978e+01,1.065217391304347849e+01,2.400000000000000000e+01,-2.32E-01,1.161091656296124874e+01
1.875000000000000000e+01,1.600000000000000000e+01,1.899130434782608745e+02,9.615702737212437512e+01,1.304347826086956452e+01,4.600000000000000000e+01,5.171821509570146552e-02,1.254231564329561799e+01
1.527777777777777857e+01,1.800000000000000000e+01,8.804347826086956275e+01,4.679790036167081979e+01,1.195652173913043548e+01,2.900000000000000000e+01,2.224573551264241167e-01,1.321404391140342405e+01
1.500000000000000000e+01,1.300000000000000000e+01,3.839130434782608603e+01,1.959299302031395129e+01,8.478260869565216851e+00,2.500000000000000000e+01,-3.02E-01,1.127887038377986961e+01
1.483333333333333393e+01,1.800000000000000000e+01,7.621739130434782794e+01,3.750752230218643035e+01,1.160869565217391219e+01,2.700000000000000000e+01,1.333941662947313034e-01,1.146316119496573727e+01
1.411111111111111072e+01,9.000000000000000000e+00,2.826086956521739069e+01,1.701127270986759754e+01,5.521739130434782261e+00,2.200000000000000000e+01,-4.70E-01,7.840786587859187584e+00
1.587500000000000000e+01,1.600000000000000000e+01,9.086956521739129755e+01,4.954364865983978206e+01,1.104347826086956452e+01,2.500000000000000000e+01,-3.47E-02,1.178238529337154716e+01
1.259999999999999964e+01,1.000000000000000000e+01,5.500000000000000000e+01,2.921705603986075062e+01,5.478260869565217739e+00,3.900000000000000000e+01,-4.73E-01,4.744350550702620239e+00
2.166666666666666785e+01,1.200000000000000000e+01,1.020869565217391255e+02,5.430043783807929714e+01,1.130434782608695699e+01,3.100000000000000000e+01,-2.54E-01,1.113000731127026199e+01
4.750000000000000000e+00,1.200000000000000000e+01,5.086956521739130821e+00,2.998682187505050667e+00,2.478260869565217295e+00,7.000000000000000000e+00,-6.59E-01,4.625766871165644112e+00
1.853333333333333499e+01,1.500000000000000000e+01,1.196956521739130466e+02,5.920030311854883109e+01,1.208695652173913082e+01,4.000000000000000000e+01,-5.35E-02,9.939827764453983860e+00
4.500000000000000000e+00,4.000000000000000000e+00,1.695652173913043459e+00,1.869243468958781573e+00,7.826086956521739468e-01,7.000000000000000000e+00,-3.62E-01,2.287037037037037202e+00
2.080000000000000071e+01,1.500000000000000000e+01,1.363913043478260931e+02,7.027396978995513166e+01,1.356521739130434767e+01,3.500000000000000000e+01,1.363490187090551746e-02,1.356282450388646410e+01
1.180000000000000071e+01,1.000000000000000000e+01,2.813043478260869534e+01,1.734490846912636641e+01,5.130434782608695343e+00,2.000000000000000000e+01,-4.74E-01,5.733046197739493088e+00
