avg_prev,var_prev,avg_div,max_abundance,avg_npmi
1.403043478260869676e+02,6.948344131230685150e+01,1.417391304347826164e+01,3.500000000000000000e+01,2.037741434010103547e-01
6.821739130434782794e+01,3.200277902952567644e+01,5.956521739130434590e+00,3.400000000000000000e+01,-4.64E-01
5.847826086956521863e+01,2.975486142895184827e+01,6.956521739130434590e+00,2.500000000000000000e+01,-4.39E-01
1.013043478260869534e+02,5.090404054565333070e+01,1.208695652173913082e+01,3.200000000000000000e+01,-6.17E-02
1.136521739130434838e+02,5.943798043159407740e+01,1.282608695652173836e+01,3.500000000000000000e+01,1.259771402581220112e-01
2.373913043478260931e+01,1.363890621882304011e+01,4.826086956521739246e+00,2.100000000000000000e+01,-5.35E-01
1.961739130434782510e+02,9.764343862605088020e+01,1.217391304347826164e+01,5.700000000000000000e+01,-1.54E-01
1.051304347826087024e+02,5.234614195024403926e+01,1.130434782608695699e+01,3.400000000000000000e+01,-9.60E-02
3.095652173913043370e+01,1.615402640736855133e+01,3.173913043478260754e+00,2.900000000000000000e+01,-4.33E-01
1.856521739130434696e+02,9.353346931138032971e+01,1.395652173913043548e+01,4.900000000000000000e+01,8.556051488338418942e-02
6.160869565217391397e+01,3.346876308988425563e+01,1.047826086956521685e+01,2.900000000000000000e+01,2.637391068572996281e-02
3.926086956521739069e+01,2.065565604095433727e+01,4.565217391304347672e+00,3.600000000000000000e+01,-5.19E-01
1.715217391304347814e+02,8.537770071076010936e+01,1.165217391304347849e+01,5.100000000000000000e+01,-1.69E-01
1.485652173913043441e+02,7.310193759834558591e+01,9.521739130434783149e+00,5.600000000000000000e+01,-3.19E-01
1.228695652173912976e+02,6.171584763901708470e+01,1.208695652173913082e+01,3.900000000000000000e+01,-1.14E-01
1.237391304347826093e+02,6.295973994351422931e+01,9.869565217391304657e+00,4.700000000000000000e+01,-2.64E-01
6.213043478260869534e+01,3.195779083818086619e+01,5.782608695652173836e+00,4.300000000000000000e+01,-4.66E-01
9.521739130434783149e+00,7.329080093692716957e+00,2.826086956521739246e+00,1.100000000000000000e+01,-5.97E-01
8.152173913043478137e+01,4.151217736478318443e+01,9.565217391304347672e+00,3.000000000000000000e+01,-2.18E-01
6.678260869565217206e+01,3.374901550313475695e+01,9.565217391304347672e+00,2.200000000000000000e+01,-2.85E-01
1.330869565217391255e+02,6.472312572761430260e+01,1.347826086956521685e+01,3.100000000000000000e+01,-6.79E-02
4.004347826086956275e+01,2.110036247183179725e+01,5.782608695652173836e+00,2.700000000000000000e+01,-4.85E-01
8.665217391304348382e+01,4.703732434379027438e+01,1.134782608695652151e+01,2.600000000000000000e+01,-2.01E-01
1.850000000000000000e+02,9.029094387287435097e+01,1.226086956521739069e+01,4.500000000000000000e+01,7.750613483348155718e-03
1.556521739130434696e+02,7.872022305473073800e+01,1.039130434782608781e+01,6.500000000000000000e+01,-2.62E-01
1.160869565217391219e+01,6.555629991463844064e+00,2.956521739130434590e+00,1.300000000000000000e+01,-5.34E-01
5.969565217391304657e+01,3.172385793145808108e+01,9.739130434782609314e+00,2.800000000000000000e+01,-1.90E-01
8.000000000000000000e+00,6.550503103509752734e+00,2.434782608695652328e+00,1.700000000000000000e+01,-5.41E-01
2.634782608695652328e+01,1.579588178681155064e+01,4.260869565217391575e+00,2.500000000000000000e+01,-5.70E-01
5.100000000000000000e+01,2.633697711652504125e+01,1.004347826086956452e+01,2.200000000000000000e+01,-1.66E-01
1.575217391304347814e+02,7.982131725138989964e+01,1.373913043478260931e+01,4.000000000000000000e+01,1.172442612960500861e-02
1.686086956521739069e+02,8.421171324834416794e+01,1.504347826086956452e+01,3.700000000000000000e+01,1.400014483648622798e-01
6.321739130434782794e+01,3.142517306199417959e+01,9.826086956521738358e+00,2.300000000000000000e+01,-2.27E-01
3.095652173913043370e+01,1.636925683010565180e+01,6.000000000000000000e+00,2.100000000000000000e+01,-4.43E-01
1.615652173913043441e+02,8.215552108208416371e+01,1.086956521739130466e+01,5.100000000000000000e+01,-8.50E-02
7.560869565217390686e+01,3.831299225450906221e+01,1.195652173913043548e+01,2.400000000000000000e+01,-1.39E-01
1.133913043478260931e+02,5.659805580537741321e+01,9.304347826086956985e+00,6.300000000000000000e+01,-2.89E-01
1.420869565217391255e+02,6.942943641076317363e+01,9.956521739130435478e+00,4.800000000000000000e+01,-2.19E-01
9.400000000000000000e+01,4.855081686420752618e+01,9.826086956521738358e+00,3.400000000000000000e+01,-2.48E-01
1.747826086956521863e+02,8.759615834339847140e+01,1.400000000000000000e+01,3.800000000000000000e+01,1.085322946077994233e-01
5.373913043478260931e+01,2.728838812539526515e+01,5.173913043478260754e+00,3.800000000000000000e+01,-5.26E-01
1.325217391304347814e+02,6.486340161882675659e+01,1.165217391304347849e+01,5.000000000000000000e+01,1.042205081177537129e-02
1.460869565217391219e+01,1.033853836352465727e+01,3.652173913043478048e+00,2.400000000000000000e+01,-5.39E-01
1.066086956521739069e+02,5.298691015922086933e+01,1.195652173913043548e+01,3.300000000000000000e+01,-8.33E-02
1.156086956521739069e+02,5.701175248094568815e+01,1.191304347826086918e+01,2.900000000000000000e+01,-5.28E-02
5.339130434782608603e+01,2.747352300676347525e+01,9.391304347826087806e+00,2.400000000000000000e+01,-3.03E-01
1.487391304347825951e+02,7.230881839299620140e+01,1.126086956521739069e+01,4.900000000000000000e+01,-2.17E-01
1.870434782608695627e+02,9.338896093069787696e+01,1.221739130434782616e+01,5.300000000000000000e+01,-1.28E-01
1.117826086956521721e+02,5.737750313156409732e+01,1.186956521739130466e+01,3.100000000000000000e+01,-7.83E-02
9.565217391304348116e-01,2.225436849241171799e+00,4.347826086956521618e-01,7.000000000000000000e+00,-4.99E-01
9.373913043478260931e+01,4.719131024718269174e+01,1.256521739130434767e+01,2.800000000000000000e+01,1.052248539110739595e-01
1.207391304347826093e+02,6.110513844730271416e+01,1.373913043478260931e+01,2.700000000000000000e+01,1.822540463513390441e-01
1.287826086956521863e+02,6.331232575798630080e+01,1.256521739130434767e+01,3.400000000000000000e+01,-4.29E-02
1.410000000000000000e+02,6.942229141604694576e+01,1.247826086956521685e+01,3.900000000000000000e+01,-7.62E-02
1.165217391304347849e+01,7.456593760815590777e+00,3.695652173913043459e+00,1.100000000000000000e+01,-4.94E-01
9.465217391304348382e+01,4.859536892979541278e+01,1.234782608695652151e+01,3.400000000000000000e+01,2.343553711519353114e-02
1.832608695652174049e+02,9.204851358797131411e+01,1.260869565217391219e+01,4.500000000000000000e+01,9.089341097064573827e-02
1.096086956521739069e+02,5.568477769016557488e+01,8.130434782608695343e+00,4.900000000000000000e+01,-3.84E-01
1.155217391304347814e+02,5.766113356595300132e+01,1.330434782608695699e+01,3.000000000000000000e+01,9.189474863612312472e-02
1.366086956521739069e+02,7.118269652510348067e+01,9.782608695652173836e+00,4.700000000000000000e+01,-3.01E-01
1.989130434782608745e+02,9.953067733731793965e+01,1.369565217391304301e+01,5.200000000000000000e+01,-6.27E-02
3.039130434782608603e+01,1.793863056097544373e+01,3.304347826086956541e+00,3.400000000000000000e+01,-3.73E-01
2.417391304347826164e+01,1.175759782946191834e+01,4.000000000000000000e+00,2.200000000000000000e+01,-5.66E-01
1.320869565217391255e+02,6.463668606736231936e+01,1.243478260869565233e+01,4.100000000000000000e+01,-1.06E-01
7.195652173913043725e+01,3.601322769719426731e+01,7.913043478260869179e+00,3.200000000000000000e+01,-3.65E-01
6.352173913043478137e+01,3.399982562150120913e+01,7.913043478260869179e+00,3.000000000000000000e+01,-3.42E-01
1.082608695652173907e+02,5.490671211767394055e+01,1.247826086956521685e+01,2.900000000000000000e+01,-1.04E-01
1.705652173913043441e+02,8.693248482009499867e+01,1.156521739130434767e+01,4.700000000000000000e+01,-8.50E-02
4.843478260869564878e+01,2.570607654896993566e+01,7.130434782608695343e+00,4.000000000000000000e+01,-3.43E-01
1.478260869565217295e+00,1.780438281521799837e+00,7.391304347826086474e-01,6.000000000000000000e+00,-3.52E-01
6.043478260869565410e+00,3.522373436265088920e+00,1.739130434782608647e+00,1.200000000000000000e+01,-4.06E-01
1.547391304347825951e+02,7.932282566787921496e+01,1.339130434782608781e+01,4.400000000000000000e+01,7.992826632964922240e-02
1.432608695652174049e+02,7.134310018960509581e+01,1.421739130434782616e+01,3.300000000000000000e+01,1.144936838092507209e-01
7.473913043478260931e+01,3.804807651488065545e+01,8.695652173913043015e+00,3.800000000000000000e+01,-3.05E-01
1.020000000000000000e+02,5.130656523646497646e+01,1.421739130434782616e+01,3.500000000000000000e+01,2.286630831402217956e-01
6.943478260869565588e+01,3.617486079254049969e+01,9.391304347826087806e+00,2.700000000000000000e+01,-2.23E-01
4.578260869565217206e+01,2.505984930981888326e+01,8.173913043478261642e+00,2.400000000000000000e+01,-2.21E-01
6.621739130434782794e+01,3.410139496178889118e+01,8.869565217391304657e+00,3.200000000000000000e+01,-2.68E-01
1.262608695652173907e+02,6.365119251279111268e+01,1.204347826086956452e+01,4.100000000000000000e+01,-5.02E-02
6.408695652173912549e+01,3.327422295176069156e+01,1.091304347826086918e+01,3.300000000000000000e+01,-8.53E-02
1.930000000000000000e+02,9.497415916495870647e+01,1.330434782608695699e+01,4.100000000000000000e+01,1.073001019599386209e-03
2.152173913043478137e+01,1.340240672151288415e+01,3.826086956521739246e+00,2.100000000000000000e+01,-4.96E-01
1.913043478260869623e+00,2.193234296613541634e+00,1.217391304347826164e+00,6.000000000000000000e+00,-5.86E-01
1.355217391304347814e+02,6.983153075614937677e+01,1.260869565217391219e+01,4.300000000000000000e+01,-2.78E-02
9.152173913043478137e+01,4.501905613203994250e+01,1.230434782608695699e+01,2.300000000000000000e+01,2.512193334227511010e-02
8.295652173913043725e+01,4.343802090426140694e+01,9.956521739130435478e+00,3.300000000000000000e+01,-1.31E-01
2.395652173913043370e+01,1.210363679707116091e+01,5.000000000000000000e+00,1.900000000000000000e+01,-5.07E-01
1.112608695652173907e+02,5.664018601608542269e+01,1.156521739130434767e+01,3.700000000000000000e+01,-1.37E-01
7.095652173913043725e+01,3.656311885054461897e+01,6.869565217391304657e+00,4.300000000000000000e+01,-4.34E-01
1.617826086956521863e+02,8.302078410184628865e+01,1.126086956521739069e+01,4.900000000000000000e+01,-1.67E-01
6.421739130434782794e+01,3.386196112258109991e+01,1.082608695652173836e+01,2.200000000000000000e+01,-2.17E-01
1.193913043478260931e+02,5.871405215916047382e+01,9.000000000000000000e+00,4.500000000000000000e+01,-2.65E-01
1.403478260869565304e+02,7.099334712470161435e+01,1.347826086956521685e+01,3.700000000000000000e+01,-6.13E-02
5.804347826086956275e+01,2.840210981418868386e+01,7.130434782608695343e+00,4.000000000000000000e+01,-4.25E-01
9.491304347826087451e+01,4.404534135253874894e+01,7.782608695652173836e+00,5.200000000000000000e+01,-4.21E-01
9.334782608695651618e+01,4.801572535558454291e+01,1.404347826086956452e+01,2.400000000000000000e+01,2.101552153301493864e-01
1.252173913043478279e+02,6.507754571679650724e+01,8.173913043478261642e+00,4.700000000000000000e+01,-3.91E-01
9.021739130434782794e+01,4.639646981255356195e+01,1.104347826086956452e+01,3.000000000000000000e+01,-1.73E-01
8.873913043478260931e+01,4.532630922875141266e+01,9.739130434782609314e+00,3.500000000000000000e+01,-2.70E-01
8.791304347826087451e+01,4.506451238701958317e+01,9.739130434782609314e+00,2.800000000000000000e+01,-2.09E-01
1.329130434782608745e+02,6.496706371376909317e+01,1.243478260869565233e+01,3.000000000000000000e+01,-1.11E-01
6.752173913043478137e+01,3.434830889739220083e+01,7.130434782608695343e+00,3.000000000000000000e+01,-4.33E-01
1.400869565217391255e+02,7.014265531658791986e+01,1.400000000000000000e+01,3.200000000000000000e+01,1.106936173058225559e-01
1.080434782608695627e+02,5.522061395469627598e+01,1.039130434782608781e+01,3.400000000000000000e+01,-2.82E-01
1.770000000000000000e+02,9.058597121971030219e+01,1.308695652173913082e+01,4.700000000000000000e+01,1.322350541144337865e-01
6.652173913043478137e+01,3.528052458538227398e+01,5.130434782608695343e+00,4.400000000000000000e+01,-4.59E-01
9.795652173913043725e+01,4.998588733639050474e+01,9.652173913043478493e+00,4.300000000000000000e+01,-2.32E-01
1.235652173913043441e+02,6.252041563794582402e+01,1.156521739130434767e+01,3.400000000000000000e+01,-1.39E-01
2.504347826086956630e+01,1.392994896835123164e+01,5.130434782608695343e+00,2.400000000000000000e+01,-5.01E-01
1.232608695652173907e+02,6.315580833527676674e+01,1.334782608695652151e+01,3.400000000000000000e+01,8.468438035936048935e-02
1.904347826086956559e+02,9.364625221203293393e+01,1.308695652173913082e+01,4.600000000000000000e+01,1.029668377112186589e-01
1.013478260869565162e+02,5.127076847097909251e+01,1.073913043478260931e+01,3.100000000000000000e+01,-1.88E-01
1.474347826086956559e+02,7.408706554205269867e+01,1.395652173913043548e+01,3.600000000000000000e+01,1.885684518289891531e-01
1.369565217391304301e+01,7.394314662500050872e+00,3.130434782608695787e+00,1.700000000000000000e+01,-4.33E-01
3.086956521739130466e+01,1.663048774178448852e+01,6.043478260869565410e+00,1.800000000000000000e+01,-4.57E-01
7.391304347826086918e+00,4.142234030906319475e+00,2.434782608695652328e+00,1.100000000000000000e+01,-4.55E-01
4.565217391304347672e+00,4.746540241984123831e+00,1.391304347826086918e+00,1.000000000000000000e+01,-3.45E-01
1.488695652173913118e+02,7.699309552741259211e+01,1.178260869565217384e+01,4.700000000000000000e+01,-1.23E-01
1.562608695652174049e+02,8.035218919419928341e+01,1.400000000000000000e+01,4.400000000000000000e+01,9.768078046379632950e-02
1.735652173913043441e+02,8.841165394539164879e+01,1.395652173913043548e+01,4.400000000000000000e+01,2.341074567362369171e-02
5.121739130434782794e+01,2.514676288897770817e+01,6.565217391304347672e+00,2.700000000000000000e+01,-4.54E-01
1.133478260869565162e+02,5.854804452572742690e+01,9.478260869565216851e+00,4.600000000000000000e+01,-2.82E-01
1.327391304347825951e+02,6.584086696608611078e+01,1.417391304347826164e+01,3.900000000000000000e+01,1.171885973302609768e-01
2.038260869565217490e+02,1.021597021485624879e+02,1.173913043478260931e+01,5.300000000000000000e+01,-2.44E-01
1.804347826086956559e+02,9.252902546422761532e+01,1.291304347826086918e+01,4.200000000000000000e+01,-3.51E-02
5.595652173913043725e+01,2.951498580978447350e+01,1.043478260869565233e+01,2.100000000000000000e+01,-5.98E-02
6.995652173913043725e+01,3.449832441368390334e+01,1.130434782608695699e+01,2.600000000000000000e+01,-2.20E-02
1.050434782608695627e+02,5.266659995659623661e+01,1.243478260869565233e+01,3.100000000000000000e+01,-3.16E-02
9.652173913043478137e+01,4.811243419440209124e+01,1.095652173913043548e+01,2.600000000000000000e+01,-2.10E-01
5.908695652173913260e+01,3.119719253609829934e+01,7.434782608695652328e+00,3.100000000000000000e+01,-4.08E-01
2.821739130434782439e+01,1.805032490702069836e+01,3.260869565217391131e+00,3.800000000000000000e+01,-5.49E-01
3.652173913043478048e+00,3.283688276260731786e+00,1.260869565217391353e+00,1.200000000000000000e+01,-4.22E-01
1.119565217391304373e+02,5.825607909041031718e+01,1.243478260869565233e+01,2.700000000000000000e+01,-4.09E-02
1.157826086956521721e+02,6.012710515818600499e+01,1.013043478260869534e+01,4.100000000000000000e+01,-2.19E-01
9.078260869565217206e+01,4.379804532971257203e+01,1.156521739130434767e+01,2.500000000000000000e+01,-1.20E-02
9.565217391304348116e-01,1.065076218764956062e+00,6.956521739130434590e-01,3.000000000000000000e+00,-5.09E-01
9.500000000000000000e+01,4.682656588654855057e+01,1.360869565217391219e+01,3.100000000000000000e+01,2.393909449245643639e-01
3.230434782608695343e+01,1.603812158182864422e+01,6.956521739130434590e+00,1.700000000000000000e+01,-3.84E-01
1.464782608695652186e+02,7.261534371117780040e+01,9.869565217391304657e+00,4.900000000000000000e+01,-2.36E-01
4.060869565217391397e+01,2.167264536950330367e+01,6.434782608695652328e+00,2.600000000000000000e+01,-4.56E-01
1.359565217391304373e+02,7.057457581160613813e+01,1.291304347826086918e+01,3.300000000000000000e+01,4.127782287597513144e-02
6.343478260869564878e+01,3.196848744816244903e+01,8.782608695652173836e+00,2.800000000000000000e+01,-3.35E-01
2.665217391304347672e+01,1.307533658754031336e+01,5.565217391304347672e+00,1.900000000000000000e+01,-4.75E-01
5.539130434782608603e+01,2.882981274248583148e+01,7.956521739130434590e+00,2.700000000000000000e+01,-3.84E-01
1.355652173913043441e+02,6.725381103561514351e+01,1.360869565217391219e+01,4.300000000000000000e+01,-6.63E-04
1.583478260869565304e+02,8.036372355261487144e+01,1.082608695652173836e+01,6.200000000000000000e+01,-1.36E-01
3.060869565217391397e+01,1.581351300868625209e+01,5.173913043478260754e+00,2.400000000000000000e+01,-4.95E-01
1.263043478260869534e+02,5.928010150786356292e+01,1.304347826086956452e+01,3.600000000000000000e+01,-9.22E-03
9.147826086956521863e+01,4.441116727419046839e+01,9.608695652173912194e+00,3.100000000000000000e+01,-2.14E-01
8.808695652173912549e+01,4.494229941469218659e+01,1.452173913043478315e+01,2.200000000000000000e+01,2.329677584964071624e-01
5.721739130434782794e+01,3.121910330338130635e+01,8.173913043478261642e+00,2.700000000000000000e+01,-3.39E-01
1.624347826086956559e+02,8.175841690723876809e+01,1.139130434782608781e+01,4.800000000000000000e+01,-1.92E-01
7.391304347826086474e-01,1.009833078211345825e+00,4.347826086956521618e-01,3.000000000000000000e+00,-2.84E-01
2.952173913043478137e+01,1.629799085558872562e+01,3.956521739130434590e+00,2.200000000000000000e+01,-4.19E-01
1.413478260869565304e+02,6.960708473323163048e+01,1.430434782608695699e+01,3.100000000000000000e+01,3.034308092548914162e-02
8.126086956521739069e+01,4.227100595755951673e+01,1.256521739130434767e+01,2.100000000000000000e+01,6.064671749306702747e-02
6.391304347826086918e+00,5.483356059557808138e+00,1.739130434782608647e+00,1.600000000000000000e+01,-4.67E-01
1.574347826086956559e+02,7.786575048642522745e+01,1.400000000000000000e+01,3.400000000000000000e+01,9.594033379522051708e-02
1.634782608695652328e+01,1.058132443872081474e+01,3.739130434782608869e+00,1.800000000000000000e+01,-4.69E-01
8.947826086956521863e+01,4.530890898268883404e+01,1.256521739130434767e+01,2.600000000000000000e+01,1.155379184652432917e-01
1.582173913043478137e+02,7.766885214090250145e+01,1.465217391304347849e+01,4.300000000000000000e+01,1.085667347159722934e-01
8.339130434782609314e+01,4.097531311149410271e+01,1.117391304347826164e+01,2.400000000000000000e+01,-1.12E-01
3.539130434782608603e+01,1.843351475989215871e+01,6.565217391304347672e+00,2.500000000000000000e+01,-4.38E-01
