R0,sigma,Dimmunity,avg_time,max_time,num_strains,avg_time_repeat,var_time_repeat,avg_prev,var_prev,avg_div,var_div,max_abundance,avg_npmi,div_all_isolates
1.000000000000000000e+00,3.000000000000000444e-01,1.500000000000000222e-01,2.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,3.200000000000000178e+00,1.919999999999999929e+01,5.217391304347825942e-01,8.063241106719366558e-01,4.347826086956521618e-01,5.296442687747034972e-01,2.000000000000000000e+00,-4.333379170900754085e-01,3.882352941176470562e+00
1.000000000000000000e+00,3.000000000000000444e-01,2.000000000000000111e-01,4.125000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,1.800000000000000044e+00,4.416666666666666963e+00,3.173913043478260754e+00,1.378656126482213296e+01,1.434782608695652106e+00,1.529644268774703164e+00,9.000000000000000000e+00,-5.579387999573319767e-01,4.372712146422628621e+00
1.000000000000000000e+00,3.000000000000000444e-01,2.500000000000000000e-01,4.666666666666666963e+00,8.000000000000000000e+00,3.000000000000000000e+00,1.454545454545454586e+00,2.727272727272727071e-01,1.478260869565217295e+00,5.988142292490119090e+00,6.086956521739130821e-01,7.035573122529643619e-01,6.000000000000000000e+00,-2.681005550692269201e-01,1.975352112676056260e+00
1.000000000000000000e+00,3.000000000000000444e-01,2.999999999999999889e-01,3.299999999999999822e+00,1.600000000000000000e+01,1.000000000000000000e+01,1.260869565217391353e+00,2.924901185770750200e-01,4.304347826086956097e+00,1.703952569169960896e+01,1.434782608695652106e+00,1.256916996047430679e+00,1.200000000000000000e+01,-6.689295861539428234e-01,2.505681818181818343e+00
1.000000000000000000e+00,3.000000000000000444e-01,3.499999999999999778e-01,1.666666666666666741e+00,4.000000000000000000e+00,6.000000000000000000e+00,5.750000000000000000e+00,2.691666666666666785e+01,4.782608695652174058e-01,5.335968379446640597e-01,4.347826086956521618e-01,4.387351778656125578e-01,2.000000000000000000e+00,-5.035325670603749693e-01,5.000000000000000000e+00
1.000000000000000000e+00,3.000000000000000444e-01,3.999999999999999667e-01,4.857142857142856762e+00,1.100000000000000000e+01,7.000000000000000000e+00,1.518518518518518601e+00,1.182336182336182429e+00,4.043478260869565410e+00,1.522529644268774796e+01,1.478260869565217295e+00,9.881422924901186455e-01,1.200000000000000000e+01,-5.245396014713769040e-01,3.729729729729729826e+00
1.000000000000000000e+00,3.000000000000000444e-01,4.499999999999999556e-01,5.000000000000000000e+00,1.800000000000000000e+01,5.000000000000000000e+00,1.100000000000000089e+00,9.473684210526316096e-02,2.521739130434782705e+00,4.806324110671936545e+00,1.086956521739130377e+00,6.284584980237155616e-01,5.000000000000000000e+00,-4.163502687359026400e-01,1.498640072529465073e+00
1.000000000000000000e+00,3.000000000000000444e-01,4.999999999999999445e-01,3.100000000000000089e+00,1.300000000000000000e+01,1.000000000000000000e+01,1.333333333333333259e+00,3.333333333333333703e-01,3.782608695652173836e+00,1.708695652173912904e+01,1.347826086956521729e+00,1.600790513833992179e+00,1.100000000000000000e+01,-6.837526885584187530e-01,1.675324675324675328e+00
1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000278e-02,2.363636363636363757e+00,5.000000000000000000e+00,1.100000000000000000e+01,1.533333333333333437e+00,5.523809523809524169e-01,1.695652173913043459e+00,2.312252964426877444e+00,1.130434782608695565e+00,6.640316205533595140e-01,3.000000000000000000e+00,-7.599831586470133793e-01,7.639175257731959157e+00
1.000000000000000000e+00,4.000000000000000222e-01,1.000000000000000056e-01,4.500000000000000000e+00,1.500000000000000000e+01,4.000000000000000000e+00,1.214285714285714191e+00,1.813186813186812851e-01,1.260869565217391353e+00,1.201581027667984358e+00,7.826086956521739468e-01,4.505928853754940788e-01,3.000000000000000000e+00,-3.470270592331638482e-01,1.249230769230769145e+00
1.000000000000000000e+00,4.000000000000000222e-01,1.500000000000000222e-01,3.833333333333333481e+00,7.000000000000000000e+00,6.000000000000000000e+00,2.764705882352941124e+00,7.816176470588236391e+00,1.347826086956521729e+00,1.509881422924901573e+00,1.000000000000000000e+00,8.181818181818182323e-01,3.000000000000000000e+00,-4.779274714640390775e-01,5.406976744186046346e+00
1.000000000000000000e+00,4.000000000000000222e-01,2.000000000000000111e-01,2.857142857142857206e+00,7.000000000000000000e+00,7.000000000000000000e+00,2.769230769230769162e+00,1.352564102564102733e+01,1.173913043478260976e+00,2.059288537549406772e+00,8.695652173913043237e-01,7.549407114624506754e-01,5.000000000000000000e+00,-5.497232813683077257e-01,3.509999999999999787e+00
1.000000000000000000e+00,4.000000000000000222e-01,2.500000000000000000e-01,2.399999999999999911e+00,7.000000000000000000e+00,1.000000000000000000e+01,2.214285714285714413e+00,1.371978021978021722e+01,1.782608695652173836e+00,4.268774703557312478e+00,1.043478260869565188e+00,7.707509881422924813e-01,7.000000000000000000e+00,-7.137590973051785026e-01,3.266932270916334868e+00
1.000000000000000000e+00,4.000000000000000222e-01,2.999999999999999889e-01,5.333333333333333037e+00,1.400000000000000000e+01,6.000000000000000000e+00,1.230769230769230838e+00,2.646153846153846412e-01,3.000000000000000000e+00,5.363636363636363313e+00,1.391304347826086918e+00,6.126482213438736446e-01,8.000000000000000000e+00,-4.901386654865749204e-01,3.609230769230769020e+00
1.000000000000000000e+00,4.000000000000000222e-01,3.499999999999999778e-01,3.500000000000000000e+00,1.300000000000000000e+01,8.000000000000000000e+00,1.050000000000000044e+00,5.000000000000000971e-02,2.260869565217391131e+00,2.837944664031620157e+00,1.217391304347826164e+00,6.324110671936757910e-01,5.000000000000000000e+00,-5.983287573987317032e-01,2.914285714285714146e+00
1.000000000000000000e+00,4.000000000000000222e-01,3.999999999999999667e-01,4.750000000000000000e+00,1.700000000000000000e+01,8.000000000000000000e+00,1.833333333333333259e+00,9.798850574712648864e+00,2.869565217391304213e+00,4.027667984189722716e+00,1.652173913043478271e+00,6.916996047430830075e-01,5.000000000000000000e+00,-5.862234308833054186e-01,3.113207547169811296e+00
1.000000000000000000e+00,4.000000000000000222e-01,4.499999999999999556e-01,3.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,2.299999999999999822e+00,1.832631578947368212e+01,2.521739130434782705e+00,7.351778656126477962e+00,1.304347826086956541e+00,1.403162055335968272e+00,5.000000000000000000e+00,-6.920565473162200165e-01,4.111940298507462899e+00
1.000000000000000000e+00,4.000000000000000222e-01,4.999999999999999445e-01,5.799999999999999822e+00,1.700000000000000000e+01,5.000000000000000000e+00,1.208333333333333259e+00,3.460144927536231152e-01,2.739130434782608869e+00,8.110671936758892642e+00,1.260869565217391353e+00,5.652173913043475606e-01,6.000000000000000000e+00,-4.349655438303878796e-01,1.877884615384615374e+00
1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000278e-02,2.571428571428571619e+00,7.000000000000000000e+00,7.000000000000000000e+00,1.181818181818181879e+00,1.636363636363636354e-01,1.304347826086956541e+00,1.857707509881422858e+00,7.826086956521739468e-01,4.505928853754939678e-01,4.000000000000000000e+00,-5.675238167618648077e-01,4.223300970873786753e+00
1.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000056e-01,1.800000000000000044e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.956521739130434590e-01,1.221343873517786838e+00,3.913043478260869734e-01,3.399209486166007710e-01,3.000000000000000000e+00,-4.405359933184967991e-01,4.285714285714285587e+00
1.000000000000000000e+00,5.000000000000000000e-01,1.500000000000000222e-01,1.050000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+00,1.210526315789473673e+00,5.087719298245613198e-01,2.565217391304347672e+00,5.075098814229250799e+00,9.130434782608695121e-01,4.466403162055334053e-01,8.000000000000000000e+00,-1.892848463997409691e-01,1.187369882026370504e+00
1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,2.799999999999999822e+00,7.000000000000000000e+00,5.000000000000000000e+00,2.888888888888888840e+00,3.211111111111110716e+01,1.695652173913043459e+00,1.013043478260869712e+01,6.086956521739130821e-01,1.067193675889328341e+00,6.000000000000000000e+00,-4.008414140579951157e-01,2.231927710843373713e+00
1.000000000000000000e+00,5.000000000000000000e-01,2.500000000000000000e-01,4.500000000000000000e+00,9.000000000000000000e+00,6.000000000000000000e+00,1.333333333333333259e+00,2.333333333333332260e-01,2.826086956521739246e+00,1.105928853754940810e+01,1.173913043478260976e+00,1.150197628458497823e+00,5.000000000000000000e+00,-4.844433807324116104e-01,3.229813664596273171e+00
1.000000000000000000e+00,5.000000000000000000e-01,2.999999999999999889e-01,4.500000000000000000e+00,1.300000000000000000e+01,6.000000000000000000e+00,2.190476190476190688e+00,9.961904761904758487e+00,2.043478260869565410e+00,5.316205533596838784e+00,1.173913043478260976e+00,1.604743083003952409e+00,6.000000000000000000e+00,-4.431583096879336270e-01,2.440180586907449101e+00
1.000000000000000000e+00,5.000000000000000000e-01,3.499999999999999778e-01,3.375000000000000000e+00,9.000000000000000000e+00,8.000000000000000000e+00,1.526315789473684292e+00,1.929824561403508776e+00,2.217391304347826164e+00,5.450592885375494134e+00,1.173913043478260976e+00,1.241106719367589317e+00,7.000000000000000000e+00,-5.794345448180335811e-01,3.591549295774647987e+00
1.000000000000000000e+00,5.000000000000000000e-01,3.999999999999999667e-01,3.666666666666666519e+00,1.500000000000000000e+01,6.000000000000000000e+00,1.250000000000000000e+00,5.999999999999999778e-01,2.782608695652173836e+00,7.632411067193674903e+00,9.565217391304348116e-01,5.889328063241107136e-01,8.000000000000000000e+00,-4.947084356109177072e-01,1.305699481865284950e+00
1.000000000000000000e+00,5.000000000000000000e-01,4.499999999999999556e-01,5.000000000000000000e+00,1.500000000000000000e+01,6.000000000000000000e+00,1.458333333333333259e+00,1.650362318840579601e+00,5.043478260869565410e+00,2.222529644268774618e+01,1.304347826086956541e+00,6.758893280632410905e-01,1.500000000000000000e+01,-4.911066843662487136e-01,2.112096263457884593e+00
1.000000000000000000e+00,5.000000000000000000e-01,4.999999999999999445e-01,2.600000000000000089e+00,7.000000000000000000e+00,5.000000000000000000e+00,1.875000000000000000e+00,3.267857142857142794e+00,1.086956521739130377e+00,2.992094861660078653e+00,5.652173913043477826e-01,8.023715415019762043e-01,5.000000000000000000e+00,-4.201488640838318411e-01,1.910828025477707026e+00
1.000000000000000000e+00,5.999999999999999778e-01,5.000000000000000278e-02,1.777777777777777679e+00,7.000000000000000000e+00,9.000000000000000000e+00,1.428571428571428603e+00,6.190476190476189577e-01,1.000000000000000000e+00,1.363636363636363535e+00,6.956521739130434590e-01,5.849802371541500401e-01,3.000000000000000000e+00,-6.793589624697070617e-01,3.162500000000000089e+00
1.000000000000000000e+00,5.999999999999999778e-01,1.000000000000000056e-01,6.000000000000000000e+00,1.000000000000000000e+01,6.000000000000000000e+00,2.299999999999999822e+00,1.152758620689655089e+01,3.130434782608695787e+00,5.754940711462450231e+00,1.565217391304347894e+00,8.023715415019760933e-01,5.000000000000000000e+00,-4.569788761922036757e-01,4.050713153724247562e+00
1.000000000000000000e+00,5.999999999999999778e-01,1.500000000000000222e-01,3.333333333333333481e+00,4.000000000000000000e+00,3.000000000000000000e+00,1.857142857142857206e+00,2.142857142857142794e+00,6.956521739130434590e-01,1.312252964426877666e+00,4.347826086956521618e-01,4.387351778656123913e-01,2.000000000000000000e+00,-2.774696275985359950e-01,3.428571428571428381e+00
1.000000000000000000e+00,5.999999999999999778e-01,2.000000000000000111e-01,2.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,1.750000000000000000e+00,1.357142857142857206e+00,7.826086956521739468e-01,7.233201581027667304e-01,6.956521739130434590e-01,5.849802371541500401e-01,2.000000000000000000e+00,-6.190521380699161025e-01,9.562500000000000000e+00
1.000000000000000000e+00,5.999999999999999778e-01,2.500000000000000000e-01,3.666666666666666519e+00,6.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.217391304347826164e+00,3.541501976284585407e+00,4.782608695652174058e-01,3.517786561264821810e-01,6.000000000000000000e+00,-2.814894470446935859e-01,1.791469194312796276e+00
1.000000000000000000e+00,5.999999999999999778e-01,2.999999999999999889e-01,3.000000000000000000e+00,9.000000000000000000e+00,6.000000000000000000e+00,1.250000000000000000e+00,2.045454545454545581e-01,1.478260869565217295e+00,3.351778656126481071e+00,7.826086956521739468e-01,7.233201581027667304e-01,7.000000000000000000e+00,-4.968996457382569010e-01,2.085501858736059422e+00
1.000000000000000000e+00,5.999999999999999778e-01,3.499999999999999778e-01,5.666666666666666963e+00,1.400000000000000000e+01,6.000000000000000000e+00,1.607142857142857206e+00,2.395502645502645134e+00,3.217391304347826164e+00,9.268774703557312478e+00,1.478260869565217295e+00,1.260869565217391353e+00,7.000000000000000000e+00,-4.526506491159068557e-01,3.393216080402010171e+00
1.000000000000000000e+00,5.999999999999999778e-01,3.999999999999999667e-01,2.000000000000000000e+00,5.000000000000000000e+00,8.000000000000000000e+00,2.125000000000000000e+00,2.125000000000000000e+00,9.130434782608695121e-01,1.264822134387351804e+00,6.956521739130434590e-01,5.849802371541499291e-01,3.000000000000000000e+00,-6.281164786900533814e-01,4.666666666666666963e+00
1.000000000000000000e+00,5.999999999999999778e-01,4.499999999999999556e-01,5.166666666666666963e+00,1.400000000000000000e+01,6.000000000000000000e+00,1.360000000000000098e+00,1.490000000000000213e+00,2.652173913043478048e+00,4.146245059288537149e+00,1.347826086956521729e+00,7.826086956521742799e-01,6.000000000000000000e+00,-4.729185738780037340e-01,2.534626038781163437e+00
1.000000000000000000e+00,5.999999999999999778e-01,4.999999999999999445e-01,2.571428571428571619e+00,9.000000000000000000e+00,7.000000000000000000e+00,1.272727272727272707e+00,2.181818181818181712e-01,1.434782608695652106e+00,4.529644268774704052e+00,7.826086956521739468e-01,8.142292490118577808e-01,4.000000000000000000e+00,-5.634897114977277521e-01,2.764397905759162111e+00
1.000000000000000000e+00,6.999999999999999556e-01,5.000000000000000278e-02,3.500000000000000000e+00,8.000000000000000000e+00,6.000000000000000000e+00,2.399999999999999911e+00,5.971428571428568866e+00,1.391304347826086918e+00,2.249011857707509332e+00,9.130434782608695121e-01,8.102766798418969962e-01,5.000000000000000000e+00,-4.765275863322065431e-01,3.786259541984732913e+00
1.000000000000000000e+00,6.999999999999999556e-01,1.000000000000000056e-01,5.666666666666666963e+00,1.300000000000000000e+01,9.000000000000000000e+00,1.428571428571428603e+00,2.299651567944250630e+00,6.000000000000000000e+00,1.790909090909091006e+01,2.217391304347826164e+00,1.177865612648221205e+00,1.400000000000000000e+01,-5.970092822127045507e-01,3.646990740740740922e+00
1.000000000000000000e+00,6.999999999999999556e-01,1.500000000000000222e-01,4.799999999999999822e+00,1.200000000000000000e+01,5.000000000000000000e+00,1.789473684210526327e+00,3.619883040935671925e+00,2.000000000000000000e+00,4.363636363636363313e+00,1.043478260869565188e+00,5.889328063241106026e-01,8.000000000000000000e+00,-4.228043737705251548e-01,2.103658536585365724e+00
1.000000000000000000e+00,6.999999999999999556e-01,2.000000000000000111e-01,3.166666666666666519e+00,6.000000000000000000e+00,6.000000000000000000e+00,1.461538461538461453e+00,6.025641025641026438e-01,1.130434782608695565e+00,1.300395256916995868e+00,8.260869565217391353e-01,6.047430830039526306e-01,3.000000000000000000e+00,-4.964690800308096397e-01,3.963414634146341431e+00
1.000000000000000000e+00,6.999999999999999556e-01,2.500000000000000000e-01,8.000000000000000000e+00,1.700000000000000000e+01,6.000000000000000000e+00,1.309523809523809534e+00,5.603948896631824050e-01,5.217391304347826164e+00,1.817786561264822254e+01,2.086956521739130377e+00,1.628458498023715117e+00,8.000000000000000000e+00,-4.508562853546390081e-01,2.851437699680511084e+00
1.000000000000000000e+00,6.999999999999999556e-01,2.999999999999999889e-01,1.600000000000000089e+00,3.000000000000000000e+00,5.000000000000000000e+00,2.666666666666666519e+00,8.333333333333333925e+00,4.347826086956521618e-01,9.841897233201580830e-01,3.478260869565217295e-01,5.098814229249012397e-01,2.000000000000000000e+00,-4.275733894504931687e-01,5.000000000000000000e+00
1.000000000000000000e+00,6.999999999999999556e-01,3.499999999999999778e-01,2.125000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,2.666666666666666519e+00,1.825000000000000000e+01,7.826086956521739468e-01,7.233201581027668414e-01,7.391304347826086474e-01,6.561264822134386110e-01,2.000000000000000000e+00,-6.138838796434181733e-01,8.052631578947368141e+00
1.000000000000000000e+00,6.999999999999999556e-01,3.999999999999999667e-01,4.000000000000000000e+00,1.100000000000000000e+01,6.000000000000000000e+00,1.111111111111111160e+00,1.045751633986928136e-01,2.956521739130434590e+00,8.588932806324109492e+00,1.043478260869565188e+00,7.707509881422928144e-01,7.000000000000000000e+00,-4.902862287021069743e-01,2.149056603773584762e+00
1.000000000000000000e+00,6.999999999999999556e-01,4.499999999999999556e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,nan,nan,8.695652173913043237e-02,8.300395256916998088e-02,8.695652173913043237e-02,8.300395256916998088e-02,1.000000000000000000e+00,-1.947368421052631526e-01,2.000000000000000000e+00
1.000000000000000000e+00,6.999999999999999556e-01,4.999999999999999445e-01,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,1.250000000000000000e+00,1.000000000000000000e+00,2.782608695652173836e+00,1.126877470355731070e+01,8.695652173913043237e-01,7.549407114624506754e-01,9.000000000000000000e+00,-3.625486963416062469e-01,1.534246575342465668e+00
1.000000000000000000e+00,7.999999999999999334e-01,5.000000000000000278e-02,5.833333333333333037e+00,1.700000000000000000e+01,6.000000000000000000e+00,1.068965517241379226e+00,6.650246305418718029e-02,4.217391304347826164e+00,1.808695652173912904e+01,1.521739130434782705e+00,1.351778656126482403e+00,1.400000000000000000e+01,-4.774362327236795767e-01,2.027874564459930529e+00
1.000000000000000000e+00,7.999999999999999334e-01,1.000000000000000056e-01,5.833333333333333037e+00,1.600000000000000000e+01,6.000000000000000000e+00,1.413793103448275801e+00,6.083743842364531806e-01,2.869565217391304213e+00,4.573122529644267686e+00,1.521739130434782705e+00,4.426877470355731758e-01,7.000000000000000000e+00,-4.929295430457057980e-01,2.454233409610984129e+00
1.000000000000000000e+00,7.999999999999999334e-01,1.500000000000000222e-01,6.200000000000000178e+00,8.000000000000000000e+00,5.000000000000000000e+00,1.461538461538461453e+00,5.784615384615383604e-01,2.913043478260869623e+00,7.446640316205534127e+00,1.347826086956521729e+00,1.146245059288537815e+00,8.000000000000000000e+00,-4.000278242228006431e-01,4.109665427509293423e+00
1.000000000000000000e+00,7.999999999999999334e-01,2.000000000000000111e-01,5.599999999999999645e+00,1.000000000000000000e+01,5.000000000000000000e+00,1.956521739130434812e+00,8.225296442687747955e+00,2.478260869565217295e+00,5.442687747035574120e+00,1.217391304347826164e+00,7.233201581027667304e-01,5.000000000000000000e+00,-4.194298750422721933e-01,3.864406779661016866e+00
1.000000000000000000e+00,7.999999999999999334e-01,2.500000000000000000e-01,2.250000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00,1.199999999999999956e+00,2.000000000000000666e-01,4.347826086956521618e-01,5.296442687747033862e-01,3.913043478260869734e-01,4.308300395256919324e-01,2.000000000000000000e+00,-3.547260000456423090e-01,3.461538461538461675e+00
1.000000000000000000e+00,7.999999999999999334e-01,2.999999999999999889e-01,1.800000000000000044e+00,4.000000000000000000e+00,5.000000000000000000e+00,1.500000000000000000e+00,3.333333333333333148e-01,6.086956521739130821e-01,1.976284584980237513e+00,3.913043478260869734e-01,6.126482213438737556e-01,3.000000000000000000e+00,-4.205945741855292574e-01,2.935483870967741993e+00
