R0,sigma,Dimmunity,avg_time,max_time,num_strains,avg_time_repeat,var_time_repeat,avg_prev,var_prev,avg_div,var_div,max_abundance,avg_npmi,div_all_isolates
2.000000000000000000e+00,5.999999999999999778e-01,1.000000000000000056e-01,1.392857142857142883e+01,2.300000000000000000e+01,1.400000000000000000e+01,1.033149171270718147e+00,4.333947206875381902e-02,8.365217391304348382e+01,1.859964426877470942e+03,8.478260869565216851e+00,1.351778656126481737e+00,3.000000000000000000e+01,-3.087340690440890656e-01,8.278444306216242055e+00
2.000000000000000000e+00,5.999999999999999778e-01,1.500000000000000222e-01,1.853846153846154010e+01,2.300000000000000000e+01,1.300000000000000000e+01,1.057017543859649189e+00,7.162454594636369354e-02,7.617391304347826519e+01,1.631150197628458955e+03,1.047826086956521685e+01,2.533596837944663616e+00,2.500000000000000000e+01,-2.235117873597536331e-01,1.121287172139536281e+01
2.000000000000000000e+00,5.999999999999999778e-01,2.000000000000000111e-01,1.830769230769230660e+01,2.300000000000000000e+01,1.300000000000000000e+01,1.102222222222222214e+00,7.975396825396824374e-01,8.156521739130434412e+01,1.662984189723320014e+03,1.034782608695652151e+01,1.055335968379447209e+00,2.700000000000000000e+01,-2.391824913044250656e-01,1.024697615884779367e+01
2.000000000000000000e+00,5.999999999999999778e-01,2.500000000000000000e-01,1.685714285714285765e+01,2.300000000000000000e+01,1.400000000000000000e+01,1.045045045045045029e+00,5.226040520158165698e-02,7.973913043478260931e+01,1.551474308300395251e+03,1.026086956521739069e+01,1.019762845849801813e+00,2.800000000000000000e+01,-2.142851184969649936e-01,9.888813714877393579e+00
2.000000000000000000e+00,5.999999999999999778e-01,2.999999999999999889e-01,2.075000000000000000e+01,2.300000000000000000e+01,1.200000000000000000e+01,1.063291139240506222e+00,5.953658013301865032e-02,7.739130434782609314e+01,1.574249011857707728e+03,1.082608695652173836e+01,2.422924901185770086e+00,2.500000000000000000e+01,-2.603705914091334894e-01,1.150009442321939623e+01
2.000000000000000000e+00,5.999999999999999778e-01,3.499999999999999778e-01,1.583333333333333393e+01,2.300000000000000000e+01,1.800000000000000000e+01,1.108614232209737871e+00,1.723691250598406166e-01,7.226086956521739069e+01,1.266383399209486015e+03,1.239130434782608781e+01,2.249011857707509776e+00,3.000000000000000000e+01,1.633322627126949089e-01,1.278497063781700938e+01
2.000000000000000000e+00,5.999999999999999778e-01,3.999999999999999667e-01,1.607142857142857295e+01,2.300000000000000000e+01,1.400000000000000000e+01,1.104265402843601862e+00,4.557436244640035716e-01,6.826086956521739069e+01,1.376019762845849527e+03,9.782608695652173836e+00,3.450592885375494134e+00,2.700000000000000000e+01,-1.830216804315826784e-01,1.044908503219566853e+01
2.000000000000000000e+00,5.999999999999999778e-01,4.499999999999999556e-01,1.692857142857142705e+01,2.200000000000000000e+01,1.400000000000000000e+01,1.076233183856502240e+00,1.157839453803579249e-01,6.747826086956521863e+01,1.350715415019762986e+03,1.030434782608695699e+01,3.312252964426878332e+00,2.000000000000000000e+01,-1.759856096000698977e-01,1.110935120316783475e+01
2.000000000000000000e+00,5.999999999999999778e-01,4.999999999999999445e-01,1.443750000000000000e+01,2.300000000000000000e+01,1.600000000000000000e+01,1.088372093023255882e+00,1.557052814605519864e-01,6.682608695652173481e+01,1.231604743083003768e+03,1.004347826086956452e+01,3.498023715415020440e+00,2.800000000000000000e+01,-1.051337223818432087e-01,1.126018067174786097e+01
2.000000000000000000e+00,6.999999999999999556e-01,5.000000000000000278e-02,1.481250000000000000e+01,2.300000000000000000e+01,1.600000000000000000e+01,1.076923076923076872e+00,1.076923076923077260e-01,9.634782608695651618e+01,2.246146245059288958e+03,1.030434782608695699e+01,3.312252964426877888e+00,3.100000000000000000e+01,-5.377906787262812238e-02,8.164703299189257635e+00
2.000000000000000000e+00,6.999999999999999556e-01,1.000000000000000056e-01,1.547058823529411775e+01,2.300000000000000000e+01,1.700000000000000000e+01,1.044715447154471510e+00,6.738012278081964568e-02,8.652173913043478137e+01,2.010806324110671767e+03,1.143478260869565233e+01,1.620553359683793992e+00,2.600000000000000000e+01,4.405393929535437320e-02,1.094646393132515527e+01
2.000000000000000000e+00,6.999999999999999556e-01,1.500000000000000222e-01,1.733333333333333215e+01,2.300000000000000000e+01,1.200000000000000000e+01,1.061224489795918435e+00,9.879644165358450469e-02,7.630434782608695343e+01,1.590130434782608972e+03,9.043478260869564522e+00,1.316205533596838340e+00,3.000000000000000000e+01,-3.219541684451374675e-01,9.075570047938864349e+00
2.000000000000000000e+00,6.999999999999999556e-01,2.000000000000000111e-01,1.605882352941176450e+01,2.300000000000000000e+01,1.700000000000000000e+01,1.097656250000000000e+00,1.578661151960784270e+00,7.747826086956521863e+01,1.464715415019762986e+03,1.186956521739130466e+01,6.027667984189721828e+00,2.900000000000000000e+01,1.130308322869871124e-01,1.289677676278404483e+01
2.000000000000000000e+00,6.999999999999999556e-01,2.500000000000000000e-01,1.566666666666666607e+01,2.300000000000000000e+01,1.500000000000000000e+01,1.031818181818181746e+00,4.007887090078870312e-02,7.360869565217390686e+01,1.453703557312252997e+03,1.021739130434782616e+01,1.723320158102766619e+00,2.300000000000000000e+01,-1.665326069570385314e-01,1.103985755798268720e+01
2.000000000000000000e+00,6.999999999999999556e-01,2.999999999999999889e-01,1.814285714285714235e+01,2.300000000000000000e+01,1.400000000000000000e+01,1.062500000000000000e+00,6.720711297071130241e-02,7.247826086956521863e+01,1.502988142292490238e+03,1.104347826086956452e+01,6.225296442687748844e+00,2.600000000000000000e+01,-1.435172619393552673e-01,1.236309974269713940e+01
2.000000000000000000e+00,6.999999999999999556e-01,3.499999999999999778e-01,1.528571428571428648e+01,2.300000000000000000e+01,1.400000000000000000e+01,1.084999999999999964e+00,1.485175879396985199e-01,6.769565217391304657e+01,1.333857707509881493e+03,9.304347826086956985e+00,2.221343873517785728e+00,3.200000000000000000e+01,-2.567614597217681149e-01,1.029705882352941160e+01
2.000000000000000000e+00,6.999999999999999556e-01,3.999999999999999667e-01,1.580000000000000071e+01,2.200000000000000000e+01,1.500000000000000000e+01,1.180180180180180116e+00,1.370103134809016909e+00,6.200000000000000000e+01,9.233636363636363740e+02,1.030434782608695699e+01,3.948616600790515463e+00,2.300000000000000000e+01,-1.236864663218413818e-01,1.073092034388796101e+01
2.000000000000000000e+00,6.999999999999999556e-01,4.499999999999999556e-01,1.450000000000000000e+01,2.300000000000000000e+01,1.600000000000000000e+01,1.157407407407407440e+00,1.268130921619293305e+00,5.904347826086956275e+01,8.820434782608695059e+02,1.008695652173913082e+01,1.992094861660078875e+00,2.100000000000000000e+01,-8.174387813105450651e-02,1.057309572441649692e+01
2.000000000000000000e+00,6.999999999999999556e-01,4.999999999999999445e-01,1.471428571428571352e+01,2.300000000000000000e+01,1.400000000000000000e+01,1.078125000000000000e+00,1.038121727748691075e-01,5.647826086956521863e+01,8.560790513833991326e+02,8.956521739130435478e+00,2.316205533596837896e+00,2.700000000000000000e+01,-2.906645888339862704e-01,1.027346729871680786e+01
2.000000000000000000e+00,7.999999999999999334e-01,5.000000000000000278e-02,1.614285714285714235e+01,2.300000000000000000e+01,1.400000000000000000e+01,1.084905660377358583e+00,1.349369578825002358e-01,9.200000000000000000e+01,2.318636363636363512e+03,9.826086956521738358e+00,2.786561264822133399e+00,4.100000000000000000e+01,-1.945135806168636627e-01,8.206724051301423017e+00
2.000000000000000000e+00,7.999999999999999334e-01,1.000000000000000056e-01,1.785714285714285765e+01,2.300000000000000000e+01,1.400000000000000000e+01,1.038135593220338881e+00,4.534799855751894121e-02,8.447826086956521863e+01,1.883442687747035279e+03,1.086956521739130466e+01,2.027667984189724049e+00,3.600000000000000000e+01,-1.917916059702578502e-01,1.133390403758237674e+01
2.000000000000000000e+00,7.999999999999999334e-01,1.500000000000000222e-01,1.914285714285714235e+01,2.200000000000000000e+01,1.400000000000000000e+01,1.090551181102362266e+00,1.459182720736983130e-01,7.926086956521739069e+01,1.660474308300395251e+03,1.165217391304347849e+01,5.055335968379448097e+00,2.200000000000000000e+01,-1.060800872152634911e-01,1.235091176820561643e+01
2.000000000000000000e+00,7.999999999999999334e-01,2.000000000000000111e-01,1.600000000000000000e+01,2.300000000000000000e+01,1.400000000000000000e+01,1.176190476190476231e+00,1.906607427660058196e+00,6.752173913043478137e+01,1.260442687747035734e+03,9.739130434782609314e+00,2.201581027667983914e+00,3.400000000000000000e+01,-2.280853629310960473e-01,1.013359792808852688e+01
2.000000000000000000e+00,7.999999999999999334e-01,2.500000000000000000e-01,1.472222222222222143e+01,2.300000000000000000e+01,1.800000000000000000e+01,1.097165991902834037e+00,1.043415292452519877e-01,7.121739130434782794e+01,1.449268774703557028e+03,1.152173913043478315e+01,3.988142292490117757e+00,2.700000000000000000e+01,1.340144864814001580e-01,1.276009327115256475e+01
2.000000000000000000e+00,7.999999999999999334e-01,2.999999999999999889e-01,1.429411764705882426e+01,2.200000000000000000e+01,1.700000000000000000e+01,1.097345132743362761e+00,1.504818092428712450e-01,6.395652173913043725e+01,1.087679841897233246e+03,1.056521739130434767e+01,4.802371541501975649e+00,2.000000000000000000e+01,-1.192946467418457696e-02,1.170417640945700199e+01
2.000000000000000000e+00,7.999999999999999334e-01,3.499999999999999778e-01,1.773333333333333428e+01,2.200000000000000000e+01,1.500000000000000000e+01,1.111553784860557670e+00,1.475059760956174970e-01,6.100000000000000000e+01,8.194545454545454959e+02,1.156521739130434767e+01,5.529644268774704052e+00,2.400000000000000000e+01,-6.729604382697142173e-02,1.314843582887700535e+01
2.000000000000000000e+00,7.999999999999999334e-01,3.999999999999999667e-01,1.573333333333333250e+01,2.200000000000000000e+01,1.500000000000000000e+01,1.108597285067873361e+00,1.517893870835047287e-01,5.995652173913043725e+01,9.448616600790514894e+02,1.026086956521739069e+01,3.474308300395256399e+00,2.800000000000000000e+01,-1.446843551807676653e-01,1.121138211382113781e+01
2.000000000000000000e+00,7.999999999999999334e-01,4.499999999999999556e-01,1.841666666666666785e+01,2.300000000000000000e+01,1.200000000000000000e+01,1.028708133971291794e+00,2.801803459698195414e-02,5.473913043478260931e+01,8.655652173913043725e+02,9.608695652173912194e+00,4.612648221343873978e+00,2.800000000000000000e+01,-2.905971014702343203e-01,1.137721428058329209e+01
2.000000000000000000e+00,7.999999999999999334e-01,4.999999999999999445e-01,1.614285714285714235e+01,2.200000000000000000e+01,1.400000000000000000e+01,1.084905660377358583e+00,1.349369578825002081e-01,5.378260869565217206e+01,7.745415019762847351e+02,9.826086956521738358e+00,3.422924901185770086e+00,1.900000000000000000e+01,-2.205710893561133590e-01,1.079952533657309921e+01
2.000000000000000000e+00,8.999999999999999112e-01,5.000000000000000278e-02,1.607142857142857295e+01,2.300000000000000000e+01,1.400000000000000000e+01,1.042654028436019065e+00,5.055292259083730283e-02,9.521739130434782794e+01,2.487541501976284508e+03,9.782608695652173836e+00,2.086956521739130821e+00,3.000000000000000000e+01,-2.254370146798045926e-01,9.540537098141610883e+00
2.000000000000000000e+00,8.999999999999999112e-01,1.000000000000000056e-01,1.760000000000000142e+01,2.300000000000000000e+01,1.500000000000000000e+01,1.052208835341365445e+00,1.061342142764606644e-01,8.565217391304348382e+01,1.871418972332016210e+03,1.147826086956521685e+01,2.351778656126481959e+00,2.800000000000000000e+01,-9.032672240461428470e-02,1.165690982636029815e+01
2.000000000000000000e+00,8.999999999999999112e-01,1.500000000000000222e-01,1.719999999999999929e+01,2.300000000000000000e+01,1.500000000000000000e+01,1.049382716049382713e+00,4.713804713804715940e-02,7.473913043478260931e+01,1.444383399209486242e+03,1.121739130434782616e+01,3.814229249011857892e+00,2.300000000000000000e+01,-9.154273209549400325e-02,1.145013608765440694e+01
2.000000000000000000e+00,8.999999999999999112e-01,2.000000000000000111e-01,1.611764705882352899e+01,2.300000000000000000e+01,1.700000000000000000e+01,1.093385214007781991e+00,2.803076361867704036e-01,7.713043478260870245e+01,1.515300395256917000e+03,1.191304347826086918e+01,2.628458498023714895e+00,2.200000000000000000e+01,4.875864602776758261e-02,1.267479871370197486e+01
2.000000000000000000e+00,8.999999999999999112e-01,2.500000000000000000e-01,1.546666666666666679e+01,2.300000000000000000e+01,1.500000000000000000e+01,1.064516129032258007e+00,7.915173237753883595e-02,5.939130434782608603e+01,8.411581027667981516e+02,1.008695652173913082e+01,3.173913043478260754e+00,1.900000000000000000e+01,-1.384869134794460832e-01,1.023229396463731788e+01
2.000000000000000000e+00,8.999999999999999112e-01,2.999999999999999889e-01,1.529411764705882426e+01,2.200000000000000000e+01,1.700000000000000000e+01,1.078189300411522611e+00,8.063803013297964062e-02,6.430434782608695343e+01,1.237403162055335770e+03,1.130434782608695699e+01,6.766798418972333806e+00,2.200000000000000000e+01,9.130212383603682202e-02,1.271573497760456029e+01
2.000000000000000000e+00,8.999999999999999112e-01,3.499999999999999778e-01,1.771428571428571530e+01,2.300000000000000000e+01,1.400000000000000000e+01,1.081196581196581130e+00,1.607607938080040932e-01,5.782608695652174191e+01,1.113422924901185979e+03,1.078260869565217384e+01,6.177865612648221649e+00,2.200000000000000000e+01,-1.636074764988283692e-01,1.234026362087743323e+01
2.000000000000000000e+00,8.999999999999999112e-01,3.999999999999999667e-01,1.392857142857142883e+01,2.200000000000000000e+01,1.400000000000000000e+01,1.088397790055248615e+00,1.365868631062001626e-01,4.913043478260869534e+01,8.025731225296443654e+02,8.478260869565216851e+00,4.260869565217391575e+00,2.600000000000000000e+01,-2.865481120895451150e-01,9.602797055414214356e+00
2.000000000000000000e+00,8.999999999999999112e-01,4.499999999999999556e-01,1.728571428571428470e+01,2.200000000000000000e+01,1.400000000000000000e+01,1.140350877192982448e+00,3.414483344926191322e-01,5.369565217391304657e+01,6.658577075098814930e+02,1.052173913043478315e+01,3.079051383399210362e+00,2.500000000000000000e+01,-1.809522417670876848e-01,1.233101383607087875e+01
2.000000000000000000e+00,8.999999999999999112e-01,4.999999999999999445e-01,1.525000000000000000e+01,2.100000000000000000e+01,1.200000000000000000e+01,1.087719298245614086e+00,1.746130030959752721e-01,4.186956521739130466e+01,5.096640316205532599e+02,7.956521739130434590e+00,3.588932806324110825e+00,3.200000000000000000e+01,-3.637445511537450993e-01,9.522892210275282210e+00
2.000000000000000000e+00,9.999999999999998890e-01,5.000000000000000278e-02,1.700000000000000000e+01,2.300000000000000000e+01,1.600000000000000000e+01,1.023437500000000000e+00,3.082107843137255054e-02,9.082608695652173481e+01,2.048968379446640483e+03,1.182608695652173836e+01,1.786561264822133621e+00,3.300000000000000000e+01,1.098908208282301305e-02,1.123430690774223528e+01
2.000000000000000000e+00,9.999999999999998890e-01,1.000000000000000056e-01,1.588235294117647101e+01,2.300000000000000000e+01,1.700000000000000000e+01,1.059288537549407216e+00,8.774076165380512160e-02,8.404347826086956275e+01,1.755861660079051035e+03,1.173913043478260931e+01,3.656126482213438056e+00,2.500000000000000000e+01,6.449626314746691180e-02,1.146026329517905928e+01
2.000000000000000000e+00,9.999999999999998890e-01,1.500000000000000222e-01,2.163636363636363669e+01,2.300000000000000000e+01,1.100000000000000000e+01,1.066079295154185091e+00,7.083544501189038833e-02,7.486956521739129755e+01,1.212754940711462496e+03,1.034782608695652151e+01,1.328063241106719694e+00,2.500000000000000000e+01,-3.194125461632666974e-01,1.042135356959497017e+01
2.000000000000000000e+00,9.999999999999998890e-01,2.000000000000000111e-01,1.436842105263157876e+01,2.300000000000000000e+01,1.900000000000000000e+01,1.106299212598425230e+00,1.902368429242788095e-01,6.800000000000000000e+01,1.318272727272727252e+03,1.186956521739130466e+01,9.027667984189726269e+00,2.600000000000000000e+01,3.447161304950820959e-01,1.351645508028486731e+01
2.000000000000000000e+00,9.999999999999998890e-01,2.500000000000000000e-01,1.739999999999999858e+01,2.300000000000000000e+01,1.500000000000000000e+01,1.056910569105691033e+00,5.389082462253192568e-02,6.500000000000000000e+01,1.159181818181818244e+03,1.134782608695652151e+01,4.237154150197628866e+00,2.400000000000000000e+01,-7.400849764162223399e-02,1.256542823709437862e+01
2.000000000000000000e+00,9.999999999999998890e-01,2.999999999999999889e-01,1.830769230769230660e+01,2.300000000000000000e+01,1.300000000000000000e+01,1.075555555555555598e+00,7.015873015873015650e-02,5.591304347826086740e+01,8.556284584980238606e+02,1.034782608695652151e+01,3.055335968379445877e+00,2.100000000000000000e+01,-2.307338162519030067e-01,1.106497663144643973e+01
2.000000000000000000e+00,9.999999999999998890e-01,3.499999999999999778e-01,1.423529411764705799e+01,2.200000000000000000e+01,1.700000000000000000e+01,1.173333333333333339e+00,5.100000000000000089e-01,5.386956521739130466e+01,7.750276679841896339e+02,1.052173913043478315e+01,5.715415019762844828e+00,1.900000000000000000e+01,3.370953639852469763e-02,1.316772543094567638e+01
2.000000000000000000e+00,9.999999999999998890e-01,3.999999999999999667e-01,1.700000000000000000e+01,2.100000000000000000e+01,1.100000000000000000e+01,1.102272727272727293e+00,1.037662337662337703e-01,4.430434782608695343e+01,6.104940711462450054e+02,8.130434782608695343e+00,4.118577075098812657e+00,2.500000000000000000e+01,-3.816483651640108499e-01,9.766160161177955601e+00
2.000000000000000000e+00,9.999999999999998890e-01,4.499999999999999556e-01,1.306250000000000000e+01,2.000000000000000000e+01,1.600000000000000000e+01,1.165803108808290078e+00,3.473661485319516906e-01,4.643478260869564878e+01,5.426205533596837540e+02,9.086956521739130821e+00,3.083003952569169925e+00,2.900000000000000000e+01,-1.630731308973324689e-01,1.208360019510953620e+01
2.000000000000000000e+00,9.999999999999998890e-01,4.999999999999999445e-01,1.246666666666666679e+01,2.200000000000000000e+01,1.500000000000000000e+01,1.180232558139534982e+00,3.591391268869849607e-01,3.956521739130435122e+01,5.235296442687748595e+02,8.130434782608695343e+00,3.300395256916994313e+00,2.500000000000000000e+01,-3.065443572921622284e-01,1.150857031554343557e+01
3.000000000000000000e+00,1.000000000000000056e-01,5.000000000000000278e-02,2.110000000000000142e+01,2.300000000000000000e+01,1.000000000000000000e+01,1.094527363184079505e+00,1.296019900497512145e+00,1.589130434782608745e+02,6.424901185770750999e+03,9.173913043478261642e+00,3.320158102766798680e-01,5.400000000000000000e+01,-3.627874477738410874e-01,8.021493764369818535e+00
3.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000056e-01,2.045454545454545325e+01,2.300000000000000000e+01,1.100000000000000000e+01,1.004672897196261738e+00,4.672897196261681027e-03,1.527826086956521863e+02,5.803450592885375045e+03,9.782608695652173836e+00,6.324110671936757910e-01,5.600000000000000000e+01,-3.444205066386539227e-01,7.685271167257473834e+00
3.000000000000000000e+00,1.000000000000000056e-01,1.500000000000000222e-01,1.514285714285714235e+01,2.300000000000000000e+01,1.400000000000000000e+01,1.050505050505050608e+00,7.865456596421060986e-02,1.533913043478260931e+02,5.900158102766798947e+03,9.217391304347826164e+00,1.086956521739130377e+00,5.900000000000000000e+01,-2.685143901179289361e-01,7.823634523128383478e+00
3.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000111e-01,2.054545454545454675e+01,2.300000000000000000e+01,1.100000000000000000e+01,1.018604651162790642e+00,1.834383829602261040e-02,1.528260869565217490e+02,5.925332015810276062e+03,9.826086956521738358e+00,1.241106719367588873e+00,6.700000000000000000e+01,-3.349352261543188658e-01,7.792346010492660291e+00
3.000000000000000000e+00,1.000000000000000056e-01,2.500000000000000000e-01,1.757142857142857295e+01,2.300000000000000000e+01,1.400000000000000000e+01,1.064655172413793149e+00,4.590050753843856191e-01,1.551304347826086882e+02,6.226936758893282786e+03,1.069565217391304301e+01,1.130434782608696231e+00,5.200000000000000000e+01,-1.854008736881150032e-01,9.303498720016140311e+00
3.000000000000000000e+00,1.000000000000000056e-01,2.999999999999999889e-01,1.578571428571428648e+01,2.300000000000000000e+01,1.400000000000000000e+01,1.033816425120772875e+00,7.166643215609024009e-02,1.520434782608695627e+02,5.720134387351778969e+03,9.608695652173912194e+00,8.853754940711457966e-01,5.900000000000000000e+01,-2.354354067557207220e-01,8.337069456984568916e+00
3.000000000000000000e+00,1.000000000000000056e-01,3.499999999999999778e-01,1.861538461538461675e+01,2.300000000000000000e+01,1.300000000000000000e+01,1.030567685589519611e+00,3.853520263540947954e-02,1.553043478260869676e+02,5.824221343873517981e+03,1.052173913043478315e+01,1.169960474308299858e+00,5.800000000000000000e+01,-2.365617943485852359e-01,8.836708509989746219e+00
3.000000000000000000e+00,1.000000000000000056e-01,3.999999999999999667e-01,1.960000000000000142e+01,2.300000000000000000e+01,1.500000000000000000e+01,1.100358422939068159e+00,2.776617415744823125e-01,1.551304347826086882e+02,6.326391304347826917e+03,1.278260869565217384e+01,2.450592885375494578e+00,6.600000000000000000e+01,-4.077229917455225255e-02,1.040627039013326005e+01
3.000000000000000000e+00,1.000000000000000056e-01,4.499999999999999556e-01,1.462500000000000000e+01,2.300000000000000000e+01,1.600000000000000000e+01,1.009174311926605450e+00,1.834862385321100672e-02,1.536956521739130324e+02,5.727312252964426079e+03,1.017391304347826164e+01,5.138339920948616912e-01,6.300000000000000000e+01,-1.340470113180937395e-01,8.726614704777020393e+00
3.000000000000000000e+00,1.000000000000000056e-01,4.999999999999999445e-01,1.850000000000000000e+01,2.300000000000000000e+01,1.400000000000000000e+01,1.036734693877551017e+00,3.553027768484444404e-02,1.538260869565217490e+02,5.872059288537549037e+03,1.126086956521739069e+01,1.019762845849801813e+00,6.400000000000000000e+01,-1.645755932156165724e-01,9.435072132022636282e+00
3.000000000000000000e+00,2.000000000000000111e-01,5.000000000000000278e-02,1.800000000000000000e+01,2.300000000000000000e+01,1.500000000000000000e+01,1.039215686274509887e+00,6.144820132777521760e-02,1.589130434782608745e+02,6.028901185770749180e+03,1.173913043478260931e+01,7.470355731225296614e-01,6.300000000000000000e+01,-1.115045427972113506e-01,8.573026942502291803e+00
3.000000000000000000e+00,2.000000000000000111e-01,1.000000000000000056e-01,1.838461538461538325e+01,2.300000000000000000e+01,1.300000000000000000e+01,1.066371681415929196e+00,3.200196656833825259e-01,1.474782608695652186e+02,6.130715415019762986e+03,1.039130434782608781e+01,3.703557312252964362e+00,5.800000000000000000e+01,-2.338749950281677203e-01,8.395500316776297822e+00
3.000000000000000000e+00,2.000000000000000111e-01,1.500000000000000222e-01,1.712500000000000000e+01,2.300000000000000000e+01,1.600000000000000000e+01,1.038759689922480689e+00,4.518444786293850796e-02,1.515652173913043441e+02,5.803075098814228113e+03,1.191304347826086918e+01,2.446640316205533683e+00,6.400000000000000000e+01,1.553900716455408875e-03,1.016308676098566544e+01
3.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01,1.838461538461538325e+01,2.300000000000000000e+01,1.300000000000000000e+01,1.132743362831858391e+00,5.334119960668632920e-01,1.496086956521739069e+02,5.694794466403162005e+03,1.039130434782608781e+01,1.339920948616600604e+00,5.900000000000000000e+01,-2.370329219034763013e-01,8.773298784772148196e+00
3.000000000000000000e+00,2.000000000000000111e-01,2.500000000000000000e-01,2.033333333333333215e+01,2.300000000000000000e+01,1.200000000000000000e+01,1.086206896551724199e+00,5.293327362292881144e-01,1.487391304347825951e+02,5.523201581027667999e+03,1.060869565217391219e+01,4.308300395256916548e-01,5.000000000000000000e+01,-2.768959732391875206e-01,9.789595758780649248e+00
3.000000000000000000e+00,2.000000000000000111e-01,2.999999999999999889e-01,1.884615384615384670e+01,2.300000000000000000e+01,1.300000000000000000e+01,1.021551724137931050e+00,2.117853410956859264e-02,1.488695652173913118e+02,5.198754940711462950e+03,1.065217391304347849e+01,9.644268774703559366e-01,4.300000000000000000e+01,-2.391321895802884789e-01,9.778058095938890304e+00
3.000000000000000000e+00,2.000000000000000111e-01,3.499999999999999778e-01,1.786666666666666714e+01,2.300000000000000000e+01,1.500000000000000000e+01,1.011857707509881354e+00,1.176359872012046164e-02,1.505217391304347814e+02,5.838351778656126953e+03,1.165217391304347849e+01,1.237154150197629088e+00,4.400000000000000000e+01,-1.127546545262905903e-01,1.014962889675350333e+01
3.000000000000000000e+00,2.000000000000000111e-01,3.999999999999999667e-01,1.675000000000000000e+01,2.300000000000000000e+01,1.600000000000000000e+01,1.123015873015873023e+00,9.130936571175615191e-01,1.473478260869565304e+02,5.465691699604743008e+03,1.165217391304347849e+01,2.146245059288537593e+00,4.000000000000000000e+01,-4.472655074291681174e-03,9.826349355232935068e+00
3.000000000000000000e+00,2.000000000000000111e-01,4.499999999999999556e-01,2.192307692307692335e+01,2.300000000000000000e+01,1.300000000000000000e+01,1.029411764705882248e+00,2.865205122639461269e-02,1.462608695652174049e+02,5.272201581027667999e+03,1.239130434782608781e+01,8.853754940711457966e-01,4.800000000000000000e+01,-1.877085109371858518e-01,1.128269129887563338e+01
3.000000000000000000e+00,2.000000000000000111e-01,4.999999999999999445e-01,1.600000000000000000e+01,2.300000000000000000e+01,1.600000000000000000e+01,1.079166666666666607e+00,1.066771269177126807e-01,1.440000000000000000e+02,5.081272727272727025e+03,1.113043478260869534e+01,2.936758893280631444e+00,4.800000000000000000e+01,-1.952665725421889875e-02,9.653299154568534490e+00
3.000000000000000000e+00,3.000000000000000444e-01,5.000000000000000278e-02,1.782352941176470651e+01,2.300000000000000000e+01,1.700000000000000000e+01,1.083916083916083961e+00,6.946877683719790975e-01,1.559565217391304373e+02,6.131679841897232109e+03,1.317391304347826164e+01,2.332015810276679257e+00,4.200000000000000000e+01,1.324224568939712243e-01,1.118537681459361899e+01
3.000000000000000000e+00,3.000000000000000444e-01,1.000000000000000056e-01,1.800000000000000000e+01,2.300000000000000000e+01,1.300000000000000000e+01,1.013574660633484115e+00,1.345125462772521659e-02,1.473478260869565304e+02,5.530328063241105156e+03,1.017391304347826164e+01,5.138339920948616912e-01,4.400000000000000000e+01,-2.480934133241498862e-01,9.550655706887459573e+00
3.000000000000000000e+00,3.000000000000000444e-01,1.500000000000000222e-01,2.042857142857142705e+01,2.300000000000000000e+01,1.400000000000000000e+01,1.044117647058823595e+00,4.970696765791187549e-02,1.479130434782608745e+02,5.690810276679841081e+03,1.243478260869565233e+01,1.711462450592885043e+00,3.700000000000000000e+01,-1.143641485279554282e-01,1.167219362792077142e+01
3.000000000000000000e+00,3.000000000000000444e-01,2.000000000000000111e-01,2.030769230769230660e+01,2.300000000000000000e+01,1.300000000000000000e+01,1.023904382470119501e+00,3.142629482071712665e-02,1.467391304347825951e+02,5.520928853754940064e+03,1.147826086956521685e+01,4.426877470355731758e-01,4.600000000000000000e+01,-1.983790755647477921e-01,1.094399626334211817e+01
3.000000000000000000e+00,3.000000000000000444e-01,2.500000000000000000e-01,2.161538461538461675e+01,2.300000000000000000e+01,1.300000000000000000e+01,1.059701492537313383e+00,2.660853038179887831e-01,1.464782608695652186e+02,5.209897233201580093e+03,1.221739130434782616e+01,9.051383399209484981e-01,5.700000000000000000e+01,-1.847685372171124218e-01,1.125211669016891847e+01
3.000000000000000000e+00,3.000000000000000444e-01,2.999999999999999889e-01,1.915384615384615330e+01,2.300000000000000000e+01,1.300000000000000000e+01,1.038135593220338881e+00,1.219437432383699976e-01,1.426956521739130324e+02,5.101130434782608972e+03,1.082608695652173836e+01,7.865612648221343983e-01,3.900000000000000000e+01,-2.275898067818767079e-01,1.075277950307457964e+01
3.000000000000000000e+00,3.000000000000000444e-01,3.499999999999999778e-01,1.856250000000000000e+01,2.300000000000000000e+01,1.600000000000000000e+01,1.021352313167259718e+00,2.097102186070157886e-02,1.445652173913043441e+02,5.059529644268774973e+03,1.291304347826086918e+01,9.920948616600792080e-01,4.700000000000000000e+01,3.169533217701590855e-02,1.215928093645484864e+01
