2.089473684210526372e+01,1.900000000000000000e+01,2.635652173913043725e+02,1.726086956521739069e+01,5.434970733065475068e-01,1.545885929754378552e+01
2.138888888888888928e+01,1.800000000000000000e+01,1.678695652173913118e+02,1.673913043478260931e+01,4.306242166854948317e-01,1.659938607668249588e+01
2.068421052631579116e+01,1.900000000000000000e+01,2.423478260869565304e+02,1.708695652173912904e+01,5.482059172455228113e-01,1.548622019177369147e+01
2.226315789473684248e+01,1.900000000000000000e+01,2.173043478260869676e+02,1.839130434782608603e+01,6.231428961806491085e-01,1.870167779656473428e+01
2.100000000000000000e+01,1.900000000000000000e+01,2.206521739130434696e+02,1.734782608695652328e+01,5.838947126145884736e-01,1.682945686784028183e+01
2.023529411764705799e+01,1.700000000000000000e+01,2.343043478260869676e+02,1.495652173913043548e+01,2.375640859594409238e-01,1.458732874819767922e+01
2.168421052631579116e+01,1.900000000000000000e+01,2.233913043478260931e+02,1.791304347826087096e+01,6.328241292740863777e-01,1.859757809263168582e+01
1.894444444444444287e+01,1.800000000000000000e+01,2.422608695652174049e+02,1.482608695652173836e+01,3.178978685020070749e-01,1.358826882013200610e+01
2.111111111111111072e+01,1.800000000000000000e+01,2.100869565217391255e+02,1.652173913043478137e+01,4.103235189035260855e-01,1.631360051882849760e+01
2.200000000000000000e+01,1.900000000000000000e+01,2.364782608695652186e+02,1.817391304347826164e+01,6.114745289826531982e-01,1.756268459436446250e+01
2.142105263157894868e+01,1.900000000000000000e+01,1.541304347826086882e+02,1.769565217391304301e+01,5.689217587644912477e-01,1.843412067483060213e+01
2.166666666666666785e+01,1.800000000000000000e+01,2.445217391304347814e+02,1.695652173913043370e+01,4.513403217255407274e-01,1.680159048936663169e+01
2.163157894736842124e+01,1.900000000000000000e+01,2.616521739130434980e+02,1.786956521739130466e+01,6.016173284557351231e-01,1.702024833089226519e+01
1.866666666666666785e+01,1.800000000000000000e+01,2.000434782608695627e+02,1.460869565217391219e+01,2.774821639469330359e-01,1.277566438935818027e+01
2.022222222222222143e+01,1.800000000000000000e+01,2.386521739130434696e+02,1.582608695652173836e+01,3.947916792142509013e-01,1.545941673911325331e+01
2.236842105263157876e+01,1.900000000000000000e+01,2.098695652173913118e+02,1.847826086956521863e+01,6.075198214411277053e-01,1.843597020500677530e+01
2.042105263157894868e+01,1.900000000000000000e+01,2.056956521739130324e+02,1.686956521739130466e+01,5.569723822194564411e-01,1.681527240921195698e+01
2.131578947368420884e+01,1.900000000000000000e+01,2.030434782608695627e+02,1.760869565217391397e+01,5.991076788175058176e-01,1.782897480387843814e+01
2.100000000000000000e+01,1.800000000000000000e+01,1.740000000000000000e+02,1.643478260869565233e+01,4.322133030113133878e-01,1.642105036458173117e+01
2.026315789473684248e+01,1.900000000000000000e+01,2.292173913043478137e+02,1.673913043478260931e+01,5.320740535118174686e-01,1.628764648717969621e+01
2.163157894736842124e+01,1.900000000000000000e+01,2.134347826086956559e+02,1.786956521739130466e+01,5.798576000660348173e-01,1.685174082306679821e+01
2.247368421052631504e+01,1.900000000000000000e+01,2.261304347826086882e+02,1.856521739130434767e+01,6.463506744490150613e-01,1.859274994672111347e+01
2.216666666666666785e+01,1.800000000000000000e+01,2.330000000000000000e+02,1.734782608695652328e+01,4.299211380076486400e-01,1.569285027217279094e+01
2.155555555555555713e+01,1.800000000000000000e+01,1.923478260869565304e+02,1.686956521739130466e+01,4.189877950958770247e-01,1.629208831723331841e+01
2.215789473684210620e+01,1.900000000000000000e+01,2.004347826086956559e+02,1.830434782608695699e+01,6.283193680685548177e-01,1.859147473623237090e+01
2.163157894736842124e+01,1.900000000000000000e+01,2.014782608695652186e+02,1.786956521739130466e+01,6.041918596211685033e-01,1.853369578917017790e+01
2.123529411764705799e+01,1.700000000000000000e+01,1.841304347826086882e+02,1.569565217391304301e+01,2.615589277805649981e-01,1.496963660771532467e+01
2.252631578947368496e+01,1.900000000000000000e+01,2.205217391304347814e+02,1.860869565217391397e+01,6.320780821736887711e-01,1.818475117684240061e+01
1.982352941176470651e+01,1.700000000000000000e+01,2.003478260869565304e+02,1.465217391304347849e+01,2.136503340102436366e-01,1.345767774687030105e+01
2.283333333333333215e+01,1.800000000000000000e+01,2.793913043478260647e+02,1.786956521739130466e+01,4.779470485933704493e-01,1.707172705117253031e+01
2.257894736842105132e+01,1.900000000000000000e+01,2.210000000000000000e+02,1.865217391304347672e+01,6.577341042059274834e-01,1.890426315119279366e+01
1.827777777777777857e+01,1.800000000000000000e+01,1.643913043478260931e+02,1.430434782608695699e+01,3.052761451927662462e-01,1.412064243569122368e+01
2.166666666666666785e+01,1.800000000000000000e+01,2.099130434782608745e+02,1.695652173913043370e+01,4.253911259409303147e-01,1.627915924474527998e+01
2.094444444444444287e+01,1.800000000000000000e+01,1.494347826086956559e+02,1.639130434782608603e+01,4.262456157561974046e-01,1.711476768789310299e+01
2.266666666666666785e+01,1.800000000000000000e+01,2.122173913043478137e+02,1.773913043478260931e+01,4.678542189811410457e-01,1.723554363068801010e+01
2.188888888888888928e+01,1.800000000000000000e+01,2.449565217391304373e+02,1.713043478260869534e+01,4.543922691117495138e-01,1.663667559231122439e+01
2.194444444444444287e+01,1.800000000000000000e+01,2.003043478260869676e+02,1.717391304347826164e+01,4.393231193180338057e-01,1.741521060087027450e+01
2.211111111111111072e+01,1.800000000000000000e+01,2.212173913043478137e+02,1.730434782608695699e+01,4.468208542649352299e-01,1.660379256370121226e+01
2.136842105263157876e+01,1.900000000000000000e+01,2.465652173913043441e+02,1.765217391304347672e+01,5.848078170631739736e-01,1.641681762205943329e+01
2.126315789473684248e+01,1.900000000000000000e+01,2.617826086956521863e+02,1.756521739130434767e+01,5.993349898173954138e-01,1.719032542010191023e+01
2.194117647058823550e+01,1.700000000000000000e+01,2.149565217391304373e+02,1.621739130434782439e+01,2.866866354819007645e-01,1.448857132354946486e+01
2.121052631578947256e+01,1.900000000000000000e+01,2.063043478260869676e+02,1.752173913043478137e+01,5.724294222167486401e-01,1.641325001640575465e+01
2.100000000000000000e+01,1.800000000000000000e+01,2.293913043478260931e+02,1.643478260869565233e+01,4.253855432926746394e-01,1.621735801384287257e+01
2.105263157894736992e+01,1.900000000000000000e+01,2.450869565217391255e+02,1.739130434782608603e+01,5.682237956584060834e-01,1.650175301180413356e+01
2.247368421052631504e+01,1.900000000000000000e+01,2.215217391304347814e+02,1.856521739130434767e+01,6.271527897256371498e-01,1.795200381811390855e+01
2.022222222222222143e+01,1.800000000000000000e+01,1.689130434782608745e+02,1.582608695652173836e+01,3.637451033610151208e-01,1.491657621428613822e+01
2.257894736842105132e+01,1.900000000000000000e+01,2.330000000000000000e+02,1.865217391304347672e+01,6.490197333187441853e-01,1.863183570177146109e+01
2.083333333333333215e+01,1.800000000000000000e+01,1.884782608695652186e+02,1.630434782608695699e+01,4.258340418612029388e-01,1.641798648662819460e+01
2.252941176470588402e+01,1.700000000000000000e+01,2.649565217391304373e+02,1.665217391304347672e+01,3.141616300209645329e-01,1.610414266779548242e+01
2.210526315789473628e+01,1.900000000000000000e+01,2.534782608695652186e+02,1.826086956521739069e+01,6.199901622842157733e-01,1.713635433044660417e+01
2.047368421052631504e+01,1.900000000000000000e+01,1.892608695652174049e+02,1.691304347826087096e+01,5.647103621836538911e-01,1.742599845832037886e+01
2.277777777777777857e+01,1.800000000000000000e+01,2.547391304347825951e+02,1.782608695652173836e+01,4.839399007363077154e-01,1.753055510154047170e+01
2.221052631578947256e+01,1.900000000000000000e+01,2.258260869565217490e+02,1.834782608695652328e+01,6.389652460100555542e-01,1.849398537071015269e+01
2.211111111111111072e+01,1.800000000000000000e+01,2.296521739130434696e+02,1.730434782608695699e+01,4.629367265882787241e-01,1.721932691251146608e+01
2.252631578947368496e+01,1.900000000000000000e+01,2.273913043478260931e+02,1.860869565217391397e+01,6.097853693397365937e-01,1.763253250529665905e+01
2.173684210526315752e+01,1.900000000000000000e+01,1.956956521739130324e+02,1.795652173913043370e+01,6.071073936512890734e-01,1.731914704408603356e+01
2.164705882352941302e+01,1.700000000000000000e+01,2.541739130434782510e+02,1.600000000000000000e+01,2.941900408866600092e-01,1.543035361248666781e+01
2.257894736842105132e+01,1.900000000000000000e+01,2.279130434782608745e+02,1.865217391304347672e+01,6.282908671542606349e-01,1.883277122903419354e+01
2.172222222222222143e+01,1.800000000000000000e+01,1.828260869565217490e+02,1.700000000000000000e+01,4.396053496224345825e-01,1.685165096003340324e+01
2.005555555555555713e+01,1.800000000000000000e+01,2.053043478260869676e+02,1.569565217391304301e+01,3.780124900670400190e-01,1.631037363949510066e+01
2.261111111111111072e+01,1.800000000000000000e+01,2.567391304347826235e+02,1.769565217391304301e+01,4.696241186425782477e-01,1.706136255527562895e+01
2.078947368421052744e+01,1.900000000000000000e+01,1.998260869565217490e+02,1.717391304347826164e+01,5.770194235288308438e-01,1.707860716151498437e+01
2.194736842105263008e+01,1.900000000000000000e+01,1.975652173913043441e+02,1.813043478260869534e+01,6.340674464244385744e-01,1.890811834683734816e+01
2.266666666666666785e+01,1.800000000000000000e+01,2.634347826086956275e+02,1.773913043478260931e+01,4.928358141293128769e-01,1.763274825596086259e+01
2.231578947368420884e+01,1.900000000000000000e+01,2.100434782608695627e+02,1.843478260869565233e+01,6.381350114983922461e-01,1.866650613744288023e+01
2.221052631578947256e+01,1.900000000000000000e+01,2.420869565217391255e+02,1.834782608695652328e+01,6.267837549852773860e-01,1.844085930667682049e+01
2.205263157894736992e+01,1.900000000000000000e+01,1.914782608695652186e+02,1.821739130434782439e+01,5.995176649761398968e-01,1.856447029809135785e+01
2.222222222222222143e+01,1.800000000000000000e+01,1.946956521739130324e+02,1.739130434782608603e+01,4.686664837574013309e-01,1.785438103702859181e+01
1.966666666666666785e+01,1.800000000000000000e+01,1.999130434782608745e+02,1.539130434782608781e+01,3.604180013801680516e-01,1.429371731218411057e+01
2.252631578947368496e+01,1.900000000000000000e+01,1.967826086956521863e+02,1.860869565217391397e+01,6.372136590826138480e-01,1.883076343107236994e+01
1.952631578947368496e+01,1.900000000000000000e+01,1.484347826086956559e+02,1.613043478260869534e+01,4.994122697389629106e-01,1.594096143901191098e+01
2.242105263157894868e+01,1.900000000000000000e+01,2.353043478260869676e+02,1.852173913043478137e+01,6.367530230566685878e-01,1.816851034049750169e+01
2.029411764705882248e+01,1.700000000000000000e+01,2.132173913043478137e+02,1.500000000000000000e+01,2.271178165364398926e-01,1.393994376322578788e+01
2.063157894736842124e+01,1.900000000000000000e+01,2.209130434782608745e+02,1.704347826086956630e+01,5.604914869771245867e-01,1.646010136953455216e+01
2.247058823529411598e+01,1.700000000000000000e+01,2.465217391304347814e+02,1.660869565217391397e+01,3.157885234861467216e-01,1.626991269593809264e+01
2.221052631578947256e+01,1.900000000000000000e+01,2.276086956521739069e+02,1.834782608695652328e+01,6.136115856706338967e-01,1.831508508496464671e+01
2.231578947368420884e+01,1.900000000000000000e+01,1.994782608695652186e+02,1.843478260869565233e+01,6.063783818925619906e-01,1.812322149176818442e+01
2.100000000000000000e+01,1.900000000000000000e+01,1.642608695652174049e+02,1.734782608695652328e+01,5.492656738610665057e-01,1.802930020645337450e+01
2.144444444444444287e+01,1.800000000000000000e+01,1.334347826086956559e+02,1.678260869565217561e+01,4.433525912513097689e-01,1.768676717547214494e+01
2.252941176470588402e+01,1.700000000000000000e+01,2.600000000000000000e+02,1.665217391304347672e+01,3.095107476901732269e-01,1.577980558152097679e+01
2.200000000000000000e+01,1.800000000000000000e+01,2.670434782608695627e+02,1.721739130434782439e+01,4.397642174732209752e-01,1.608657093261795978e+01
2.168421052631579116e+01,1.900000000000000000e+01,2.617826086956521863e+02,1.791304347826087096e+01,5.970075984780770506e-01,1.720594392349457991e+01
2.061111111111111072e+01,1.800000000000000000e+01,2.439130434782608745e+02,1.613043478260869534e+01,3.674057537979798505e-01,1.441429386817993219e+01
2.100000000000000000e+01,1.900000000000000000e+01,2.486521739130434696e+02,1.734782608695652328e+01,5.576130696677407128e-01,1.674025032634569499e+01
2.150000000000000000e+01,1.800000000000000000e+01,2.281304347826086882e+02,1.682608695652173836e+01,4.348247422658481631e-01,1.564020623477217420e+01
2.011764705882352899e+01,1.700000000000000000e+01,2.100000000000000000e+02,1.486956521739130466e+01,2.343442911642303894e-01,1.464846060992781318e+01
2.136842105263157876e+01,1.900000000000000000e+01,1.479130434782608745e+02,1.765217391304347672e+01,5.808336060038159498e-01,1.840138493053081703e+01
1.900000000000000000e+01,1.800000000000000000e+01,1.751739130434782510e+02,1.486956521739130466e+01,3.606703213926709117e-01,1.436523835825968654e+01
2.173684210526315752e+01,1.900000000000000000e+01,1.915652173913043441e+02,1.795652173913043370e+01,5.981482261379273968e-01,1.766908524817013060e+01
2.242105263157894868e+01,1.900000000000000000e+01,2.243043478260869676e+02,1.852173913043478137e+01,6.535748275967697696e-01,1.883921114970343069e+01
2.205263157894736992e+01,1.900000000000000000e+01,1.998695652173913118e+02,1.821739130434782439e+01,6.177665909517344733e-01,1.885755138835584077e+01
