R0,Dimmunity,avg_time,max_time,num_strains,avg_time_repeat,var_time_repeat,avg_prev,var_prev,avg_div,var_div,max_abundance,avg_npmi,div_all_isolates
3.000000000000000000e+00,1.500000000000000222e-01,2.125000000000000000e+01,2.300000000000000000e+01,1.600000000000000000e+01,1.070987654320987748e+00,4.067098574322515758e-01,1.363913043478260931e+02,4.564885375494071013e+03,1.478260869565217384e+01,1.177865612648220983e+00,2.800000000000000000e+01,1.382415864361125069e-01,1.442476495463316510e+01
3.000000000000000000e+00,2.000000000000000111e-01,1.852631578947368496e+01,2.300000000000000000e+01,1.900000000000000000e+01,1.072072072072072002e+00,3.441875610550309550e-01,1.314782608695652186e+02,4.374169960474308027e+03,1.530434782608695699e+01,4.403162055335969605e+00,2.900000000000000000e+01,4.828658766231619937e-01,1.582733474150766995e+01
3.000000000000000000e+00,2.500000000000000000e-01,1.936842105263157876e+01,2.300000000000000000e+01,1.900000000000000000e+01,1.034383954154727725e+00,6.777986364983698553e-02,1.267391304347826093e+02,3.912928853754940974e+03,1.600000000000000000e+01,3.090909090909090828e+00,2.700000000000000000e+01,5.088487888834252182e-01,1.668318426252175257e+01
3.000000000000000000e+00,2.999999999999999889e-01,2.011111111111111072e+01,2.300000000000000000e+01,1.800000000000000000e+01,1.037790697674418672e+00,4.229947793070717305e-02,1.208260869565217348e+02,3.697877470355731475e+03,1.573913043478260931e+01,3.747035573122528440e+00,2.800000000000000000e+01,3.561795105473155032e-01,1.662702774882190226e+01
3.000000000000000000e+00,3.499999999999999778e-01,2.011764705882352899e+01,2.300000000000000000e+01,1.700000000000000000e+01,1.036923076923076836e+00,4.184235517568849622e-02,1.158260869565217348e+02,3.501604743083003086e+03,1.486956521739130466e+01,5.482213438735176858e+00,2.600000000000000000e+01,2.514982183650028569e-01,1.638466441867984713e+01
3.000000000000000000e+00,3.999999999999999667e-01,1.841176470588235148e+01,2.300000000000000000e+01,1.700000000000000000e+01,1.054054054054053946e+00,8.520384791571232463e-02,1.105217391304347814e+02,3.027806324110671994e+03,1.360869565217391219e+01,3.430830039525692321e+00,3.200000000000000000e+01,1.960420228845264623e-01,1.477332339177809040e+01
3.000000000000000000e+00,4.499999999999999556e-01,1.905263157894736992e+01,2.300000000000000000e+01,1.900000000000000000e+01,1.069970845481049482e+00,9.450496990776256767e-02,1.119130434782608745e+02,3.085173913043477114e+03,1.573913043478260931e+01,6.019762845849803590e+00,2.400000000000000000e+01,4.689907135815802319e-01,1.667464449726071507e+01
3.000000000000000000e+00,4.999999999999999445e-01,1.977777777777777857e+01,2.300000000000000000e+01,1.800000000000000000e+01,1.059171597633136175e+00,8.550910399803343664e-02,1.053478260869565162e+02,2.995964426877470032e+03,1.547826086956521685e+01,5.351778656126481515e+00,2.600000000000000000e+01,3.720819517889475958e-01,1.658763440252354471e+01
4.000000000000000000e+00,5.000000000000000278e-02,2.168750000000000000e+01,2.300000000000000000e+01,1.600000000000000000e+01,1.015105740181268867e+00,2.098324636088987408e-02,1.883913043478260931e+02,9.032249011857707956e+03,1.508695652173913082e+01,7.193675889328059458e-01,3.800000000000000000e+01,1.502645725719464476e-01,1.436714193427897079e+01
4.000000000000000000e+00,1.000000000000000056e-01,1.988888888888888928e+01,2.300000000000000000e+01,1.800000000000000000e+01,1.032352941176470695e+00,3.729828214471627573e-02,1.834782608695652186e+02,8.448988142292491830e+03,1.556521739130434767e+01,1.529644268774703386e+00,3.700000000000000000e+01,3.690172765602861560e-01,1.532159183223869903e+01
4.000000000000000000e+00,1.500000000000000222e-01,2.158823529411764852e+01,2.300000000000000000e+01,1.700000000000000000e+01,1.025714285714285801e+00,3.085550552599263668e-02,1.826956521739130324e+02,8.753948616600791865e+03,1.595652173913043548e+01,2.770750988142292481e+00,4.000000000000000000e+01,2.875771158289903151e-01,1.566549643873253395e+01
4.000000000000000000e+00,2.000000000000000111e-01,1.889999999999999858e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.033519553072625774e+00,3.248673771184452247e-02,1.697391304347825951e+02,7.014110671936758081e+03,1.643478260869565233e+01,2.438735177865612336e+00,2.800000000000000000e+01,6.663586965334652445e-01,1.642217168723392717e+01
4.000000000000000000e+00,2.500000000000000000e-01,2.164705882352941302e+01,2.300000000000000000e+01,1.700000000000000000e+01,1.042735042735042805e+00,2.467399267399267293e-01,1.648260869565217490e+02,6.342877470355731020e+03,1.600000000000000000e+01,1.000000000000000000e+00,3.800000000000000000e+01,2.794569023729953083e-01,1.583137386260712809e+01
4.000000000000000000e+00,2.999999999999999889e-01,2.131578947368420884e+01,2.300000000000000000e+01,1.900000000000000000e+01,1.015544041450777257e+00,2.053697597739048350e-02,1.628695652173913118e+02,6.676300395256917909e+03,1.760869565217391397e+01,7.944664031620554123e-01,4.300000000000000000e+01,5.569794788131441354e-01,1.753214925753648501e+01
4.000000000000000000e+00,3.499999999999999778e-01,2.141176470588235148e+01,2.300000000000000000e+01,1.700000000000000000e+01,1.008645533141210304e+00,8.595558961203376980e-03,1.537826086956521863e+02,5.534905138339920995e+03,1.582608695652173836e+01,2.241106719367587985e+00,3.000000000000000000e+01,2.896865241599894669e-01,1.663332774758815447e+01
4.000000000000000000e+00,3.999999999999999667e-01,2.152631578947368496e+01,2.300000000000000000e+01,1.900000000000000000e+01,1.038461538461538547e+00,4.221870674312833138e-02,1.530434782608695627e+02,5.905407114624505084e+03,1.778260869565217561e+01,2.814229249011857892e+00,3.000000000000000000e+01,5.677234327568732031e-01,1.822693616169701869e+01
4.000000000000000000e+00,4.499999999999999556e-01,2.064999999999999858e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.038167938931297662e+00,4.700887988783301191e-02,1.491739130434782510e+02,5.672604743083003996e+03,1.795652173913043370e+01,3.498023715415019108e+00,3.400000000000000000e+01,7.287926209655679610e-01,1.829983330326986746e+01
4.000000000000000000e+00,4.999999999999999445e-01,1.968421052631579116e+01,2.300000000000000000e+01,1.900000000000000000e+01,1.042253521126760507e+00,4.058247791835760399e-02,1.379565217391304373e+02,4.976134387351778969e+03,1.626086956521739069e+01,5.201581027667983470e+00,3.200000000000000000e+01,5.249323168778841087e-01,1.732387568505411579e+01
5.000000000000000000e+00,5.000000000000000278e-02,2.114999999999999858e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.027295285359801413e+00,3.159142253990593341e-02,2.205652173913043441e+02,1.207634782608695605e+04,1.839130434782608603e+01,2.249011857707509776e+00,4.700000000000000000e+01,7.574766627514784023e-01,1.775225195390117960e+01
5.000000000000000000e+00,1.000000000000000056e-01,2.133333333333333215e+01,2.300000000000000000e+01,1.800000000000000000e+01,1.019125683060109200e+00,2.429074032487461843e-02,2.123478260869565304e+02,1.142641897233201598e+04,1.669565217391304301e+01,1.403162055335968939e+00,4.100000000000000000e+01,4.346461720369504955e-01,1.645727890029811036e+01
5.000000000000000000e+00,1.500000000000000222e-01,2.242105263157894868e+01,2.300000000000000000e+01,1.900000000000000000e+01,1.022113022113022129e+00,2.660340591375073838e-02,2.101739130434782510e+02,1.060524110671936614e+04,1.852173913043478137e+01,9.881422924901187566e-01,3.300000000000000000e+01,6.391158690921258101e-01,1.831396480930140669e+01
5.000000000000000000e+00,2.000000000000000111e-01,2.225000000000000000e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.023529411764705799e+00,4.189789123196450277e-02,2.014347826086956559e+02,1.041271146245059390e+04,1.934782608695652328e+01,9.644268774703558256e-01,3.400000000000000000e+01,8.064896654308975066e-01,1.929475949945244651e+01
5.000000000000000000e+00,2.500000000000000000e-01,2.126315789473684248e+01,2.300000000000000000e+01,1.900000000000000000e+01,1.028571428571428470e+00,2.782738095238095413e-02,1.977826086956521863e+02,9.867177865612648020e+03,1.756521739130434767e+01,8.932806324110668106e-01,3.700000000000000000e+01,5.895800549158698445e-01,1.748423627085928445e+01
5.000000000000000000e+00,2.999999999999999889e-01,2.244999999999999929e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.013986013986013957e+00,1.382262597215868152e-02,1.923913043478260931e+02,9.776976284584978202e+03,1.952173913043478137e+01,1.079051383399209696e+00,2.800000000000000000e+01,8.205675283437935397e-01,1.986935242568861071e+01
5.000000000000000000e+00,3.499999999999999778e-01,2.215789473684210620e+01,2.300000000000000000e+01,1.900000000000000000e+01,1.019900497512437720e+00,1.955310728154737235e-02,1.920869565217391255e+02,9.201901185770750089e+03,1.830434782608695699e+01,2.221343873517786172e+00,3.400000000000000000e+01,6.414355311725603581e-01,1.880617816728890190e+01
5.000000000000000000e+00,3.999999999999999667e-01,2.105000000000000071e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.022443890274314260e+00,2.699501246882793012e-02,1.830434782608695627e+02,8.320225296442689796e+03,1.830434782608695699e+01,2.221343873517786172e+00,2.900000000000000000e+01,7.370814484907730613e-01,1.886993719211035625e+01
5.000000000000000000e+00,4.499999999999999556e-01,2.226315789473684248e+01,2.300000000000000000e+01,1.900000000000000000e+01,1.022277227722772297e+00,2.183499987715893306e-02,1.756086956521739069e+02,7.716067193675888120e+03,1.839130434782608603e+01,2.067193675889327675e+00,3.500000000000000000e+01,6.068308260845752811e-01,1.887243403116885432e+01
5.000000000000000000e+00,4.999999999999999445e-01,2.194999999999999929e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.026252983293556076e+00,3.040961048749015253e-02,1.823043478260869676e+02,8.400312252964424260e+03,1.908695652173912904e+01,4.719367588932805724e+00,3.000000000000000000e+01,7.822519557247319399e-01,1.967037758230936362e+01
6.000000000000000000e+00,5.000000000000000278e-02,2.205263157894736992e+01,2.300000000000000000e+01,1.900000000000000000e+01,1.027500000000000080e+00,2.681077694235589268e-02,2.454347826086956559e+02,1.509616600790513985e+04,1.821739130434782439e+01,1.632411067193676013e+00,5.500000000000000000e+01,5.946183187339612042e-01,1.647004513958532712e+01
6.000000000000000000e+00,1.000000000000000056e-01,2.288888888888888928e+01,2.300000000000000000e+01,1.800000000000000000e+01,1.002538071065989911e+00,2.538071065989845783e-03,2.402173913043478137e+02,1.463345059288537777e+04,1.791304347826087096e+01,8.300395256916998088e-02,4.500000000000000000e+01,4.792433154439643683e-01,1.734329148681300481e+01
6.000000000000000000e+00,1.500000000000000222e-01,2.260000000000000142e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.016203703703703720e+00,1.597813010226002695e-02,2.356086956521739069e+02,1.306043083003952597e+04,1.965217391304347672e+01,1.146245059288537593e+00,4.600000000000000000e+01,8.220232379574125003e-01,1.954710456585132050e+01
6.000000000000000000e+00,2.000000000000000111e-01,2.244999999999999929e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.018648018648018683e+00,1.834302768882208057e-02,2.274347826086956559e+02,1.307989328063241373e+04,1.952173913043478137e+01,9.881422924901187566e-01,3.500000000000000000e+01,8.221880228020291836e-01,1.963247588470585825e+01
6.000000000000000000e+00,2.500000000000000000e-01,2.244999999999999929e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.020979020979021046e+00,2.525978694202992911e-02,2.223478260869565304e+02,1.193505533596837813e+04,1.952173913043478137e+01,1.260869565217391575e+00,4.300000000000000000e+01,8.216065487057272465e-01,1.959690950815642196e+01
6.000000000000000000e+00,2.999999999999999889e-01,2.252631578947368496e+01,2.300000000000000000e+01,1.900000000000000000e+01,1.014669926650366705e+00,1.939210892180833271e-02,2.149565217391304373e+02,1.146649802371541591e+04,1.860869565217391397e+01,9.762845849802370690e-01,3.700000000000000000e+01,6.322359140011106771e-01,1.837891953438631276e+01
6.000000000000000000e+00,3.499999999999999778e-01,2.225000000000000000e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.028235294117647136e+00,2.750277469478356815e-02,2.110869565217391255e+02,1.076771936758893207e+04,1.934782608695652328e+01,2.055335968379446765e+00,4.000000000000000000e+01,8.281248099713096611e-01,1.965377218601811649e+01
6.000000000000000000e+00,3.999999999999999667e-01,2.230000000000000071e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.028169014084507005e+00,4.626346313173156088e-02,2.116086956521739069e+02,1.130279446640316019e+04,1.939130434782608603e+01,8.853754940711460186e-01,3.600000000000000000e+01,8.194093013521343005e-01,1.987947990464358838e+01
6.000000000000000000e+00,4.499999999999999556e-01,2.247368421052631504e+01,2.300000000000000000e+01,1.900000000000000000e+01,1.017156862745097978e+00,1.690393602158308389e-02,2.028260869565217490e+02,1.050515019762845805e+04,1.856521739130434767e+01,6.205533596837946586e-01,3.800000000000000000e+01,6.169110161977073847e-01,1.859741316529962774e+01
6.000000000000000000e+00,4.999999999999999445e-01,2.231578947368420884e+01,2.300000000000000000e+01,1.900000000000000000e+01,1.032098765432098775e+00,5.094731695391764570e-02,1.988260869565217490e+02,1.023033201581027424e+04,1.843478260869565233e+01,1.802371541501975871e+00,4.100000000000000000e+01,6.313227757971954235e-01,1.871553099270096610e+01
7.000000000000000000e+00,5.000000000000000278e-02,2.236842105263157876e+01,2.300000000000000000e+01,1.900000000000000000e+01,1.022167487684729092e+00,2.172961138478379794e-02,2.676086956521739353e+02,1.761415810276680349e+04,1.847826086956521863e+01,1.715415019762846160e+00,4.700000000000000000e+01,6.377758018463824952e-01,1.812506519743937972e+01
7.000000000000000000e+00,1.000000000000000056e-01,2.164999999999999858e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.016949152542372836e+00,1.670232022379463527e-02,2.554782608695652186e+02,1.600307905138339811e+04,1.882608695652173836e+01,2.411067193675889564e-01,4.400000000000000000e+01,7.894065836315398155e-01,1.828126505941153113e+01
7.000000000000000000e+00,1.500000000000000222e-01,2.250000000000000000e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.009302325581395321e+00,9.237274353553426298e-03,2.491304347826086882e+02,1.530584584980237014e+04,1.956521739130434767e+01,6.205533596837946586e-01,4.300000000000000000e+01,8.141389739539096615e-01,1.918209898185286022e+01
7.000000000000000000e+00,2.000000000000000111e-01,2.250000000000000000e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.020930232558139528e+00,2.520192985309264652e-02,2.510434782608695627e+02,1.554804347826086450e+04,1.956521739130434767e+01,8.932806324110668106e-01,3.900000000000000000e+01,8.338077563797726688e-01,1.971885345013215485e+01
7.000000000000000000e+00,2.500000000000000000e-01,2.255000000000000071e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.020881670533642760e+00,2.049317433766793817e-02,2.407826086956521863e+02,1.462545059288537595e+04,1.960869565217391397e+01,1.339920948616600604e+00,3.500000000000000000e+01,8.243151709008024186e-01,1.959169739858467096e+01
7.000000000000000000e+00,2.999999999999999889e-01,2.260000000000000142e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.009259259259259300e+00,9.194809658846779185e-03,2.349130434782608745e+02,1.394935573122529786e+04,1.965217391304347672e+01,6.916996047430831185e-01,4.100000000000000000e+01,8.298124374479698417e-01,1.979255089017974356e+01
7.000000000000000000e+00,3.499999999999999778e-01,2.255000000000000071e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.016241299303944245e+00,1.601467652295904959e-02,2.334347826086956559e+02,1.360116600790513439e+04,1.960869565217391397e+01,6.126482213438735336e-01,3.500000000000000000e+01,8.261605868288544041e-01,1.983299453472192653e+01
7.000000000000000000e+00,3.999999999999999667e-01,2.219999999999999929e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.025943396226415061e+00,2.533007716668897458e-02,2.284347826086956559e+02,1.353798418972332183e+04,1.930434782608695699e+01,2.130434782608694899e+00,3.900000000000000000e+01,8.020645022682028058e-01,1.988849319017078443e+01
7.000000000000000000e+00,4.499999999999999556e-01,2.244999999999999929e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.020979020979021046e+00,3.927847853081499474e-02,2.226521739130434696e+02,1.192850988142292590e+04,1.952173913043478137e+01,8.063241106719367668e-01,4.900000000000000000e+01,8.096374382307075512e-01,1.969068092552400628e+01
7.000000000000000000e+00,4.999999999999999445e-01,2.255000000000000071e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.016241299303944245e+00,1.601467652295905653e-02,2.249130434782608745e+02,1.221217391304347620e+04,1.960869565217391397e+01,9.762845849802370690e-01,3.900000000000000000e+01,8.070607622066544584e-01,1.979525797329631942e+01
8.000000000000000000e+00,5.000000000000000278e-02,2.189473684210526372e+01,2.300000000000000000e+01,1.900000000000000000e+01,1.007556675062972307e+00,7.518510037401724896e-03,2.857391304347826235e+02,2.009565612648221213e+04,1.808695652173912904e+01,1.264822134387352470e+00,5.000000000000000000e+01,6.335785725008321601e-01,1.772810988776406660e+01
8.000000000000000000e+00,1.000000000000000056e-01,2.244999999999999929e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.016317016317016320e+00,2.076117029388057506e-02,2.796956521739130608e+02,1.941531225296442426e+04,1.952173913043478137e+01,9.881422924901187566e-01,5.200000000000000000e+01,8.246256650443527514e-01,1.917808148066435692e+01
8.000000000000000000e+00,1.500000000000000222e-01,2.180000000000000071e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.014423076923076872e+00,1.424930491195551020e-02,2.680000000000000000e+02,1.836581818181818016e+04,1.895652173913043370e+01,8.616600790513836428e-01,5.100000000000000000e+01,7.885850863058776472e-01,1.859811457095131004e+01
8.000000000000000000e+00,2.000000000000000111e-01,2.260000000000000142e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.018518518518518601e+00,2.285812494629199665e-02,2.639565217391304373e+02,1.761422529644269162e+04,1.965217391304347672e+01,1.237154150197628644e+00,4.100000000000000000e+01,8.354492621342037850e-01,1.964266220627397175e+01
8.000000000000000000e+00,2.500000000000000000e-01,2.244999999999999929e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.013986013986013957e+00,1.382262597215868846e-02,2.605652173913043725e+02,1.735716600790513985e+04,1.952173913043478137e+01,1.169960474308300524e+00,4.900000000000000000e+01,8.180776500444238986e-01,1.964365556317742190e+01
8.000000000000000000e+00,2.999999999999999889e-01,2.250000000000000000e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.006976744186046435e+00,6.944218572125548591e-03,2.570000000000000000e+02,1.668181818181818016e+04,1.956521739130434767e+01,5.296442687747037192e-01,3.800000000000000000e+01,8.210698752350619189e-01,1.940006641802483145e+01
8.000000000000000000e+00,3.499999999999999778e-01,2.260000000000000142e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.009259259259259300e+00,9.194809658846780920e-03,2.487826086956521863e+02,1.523481422924901199e+04,1.965217391304347672e+01,8.735177865612648862e-01,4.000000000000000000e+01,8.471579550717335261e-01,1.979539286543596788e+01
8.000000000000000000e+00,3.999999999999999667e-01,2.250000000000000000e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.018604651162790642e+00,1.830107876619504678e-02,2.451739130434782510e+02,1.542578656126482019e+04,1.956521739130434767e+01,1.166007905138339629e+00,4.200000000000000000e+01,8.211525149994404194e-01,1.974092577690351291e+01
8.000000000000000000e+00,4.499999999999999556e-01,2.235000000000000142e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.021077283372365363e+00,2.068146584424581172e-02,2.426521739130434696e+02,1.530478260869565383e+04,1.943478260869565233e+01,2.256916996047430235e+00,4.000000000000000000e+01,8.367208117559272740e-01,1.965478198085390105e+01
8.000000000000000000e+00,4.999999999999999445e-01,2.250000000000000000e+01,2.300000000000000000e+01,2.000000000000000000e+01,1.018604651162790642e+00,1.830107876619505372e-02,2.358695652173913118e+02,1.397948221343873229e+04,1.956521739130434767e+01,9.841897233201577500e-01,3.700000000000000000e+01,8.211178062667784383e-01,1.974657448753206168e+01
9.000000000000000000e+00,5.000000000000000278e-02,2.247368421052631504e+01,2.300000000000000000e+01,1.900000000000000000e+01,1.009803921568627416e+00,9.731656790480321811e-03,2.997826086956521863e+02,2.266890513833992009e+04,1.856521739130434767e+01,1.529644268774703164e+00,4.900000000000000000e+01,6.617014532600966614e-01,1.818533195198540753e+01
