Dimmunity,sigma,avg_time,max_time,num_strains,avg_time_repeat,var_time_repeat,avg_prev,var_prev,avg_div,var_div,max_abundance,avg_npmi,div_all_isolates
2.999999999999999889e-01,1.000000000000000056e-01,1.217647058823529349e+01,2.300000000000000000e+01,1.700000000000000000e+01,1.063157894736842080e+00,9.122807017543860253e-02,9.795652173913043725e+01,2.393316205533596985e+03,9.000000000000000000e+00,2.818181818181818343e+00,4.400000000000000000e+01,-1.081294039371477889e-01,7.358345757363050410e+00
2.999999999999999889e-01,2.000000000000000111e-01,1.530769230769230838e+01,2.300000000000000000e+01,1.300000000000000000e+01,1.102150537634408511e+00,2.651845393780878357e-01,9.473913043478260931e+01,2.286474308300395023e+03,8.652173913043478493e+00,1.509881422924901351e+00,4.400000000000000000e+01,-3.247535467606201820e-01,7.311134321736236785e+00
2.999999999999999889e-01,3.000000000000000444e-01,1.761538461538461675e+01,2.300000000000000000e+01,1.300000000000000000e+01,1.074074074074074181e+00,1.712316968130921380e-01,9.130434782608695343e+01,2.348948616600790501e+03,9.956521739130435478e+00,1.861660079051383532e+00,3.500000000000000000e+01,-2.614917169939694475e-01,9.857148607489634173e+00
2.999999999999999889e-01,4.000000000000000222e-01,1.876923076923077005e+01,2.300000000000000000e+01,1.300000000000000000e+01,1.051948051948051965e+00,4.946357989836251690e-02,8.600000000000000000e+01,1.811636363636363740e+03,1.060869565217391219e+01,1.885375494071145575e+00,2.600000000000000000e+01,-2.286544159825886491e-01,1.015731673740370056e+01
2.999999999999999889e-01,5.000000000000000000e-01,1.825000000000000000e+01,2.300000000000000000e+01,1.200000000000000000e+01,1.033816425120772875e+00,4.254021856385722944e-02,7.743478260869565588e+01,1.510166007905138486e+03,9.521739130434783149e+00,8.063241106719363227e-01,3.100000000000000000e+01,-3.252267814332301388e-01,9.067138779409324556e+00
2.999999999999999889e-01,5.999999999999999778e-01,1.933333333333333215e+01,2.300000000000000000e+01,1.500000000000000000e+01,1.080000000000000071e+00,8.846715328467151529e-02,8.126086956521739069e+01,1.493292490118577007e+03,1.260869565217391219e+01,2.158102766798418948e+00,2.400000000000000000e+01,-5.432682728264825317e-02,1.264750077885569723e+01
2.999999999999999889e-01,6.999999999999999556e-01,1.543750000000000000e+01,2.300000000000000000e+01,1.600000000000000000e+01,1.073593073593073655e+00,3.206474684735552971e-01,7.369565217391304657e+01,1.576857707509881493e+03,1.073913043478260931e+01,4.019762845849800925e+00,3.100000000000000000e+01,-5.490265935425259203e-02,1.130080052896309084e+01
2.999999999999999889e-01,7.999999999999999334e-01,1.760000000000000142e+01,2.200000000000000000e+01,1.500000000000000000e+01,1.100401606425702727e+00,1.068143541909573890e-01,7.139130434782609314e+01,1.435612648221343761e+03,1.147826086956521685e+01,3.806324110671937433e+00,2.700000000000000000e+01,-6.999292707243183476e-02,1.295318719353908321e+01
2.999999999999999889e-01,8.999999999999999112e-01,1.592857142857142883e+01,2.300000000000000000e+01,1.400000000000000000e+01,1.114832535885167397e+00,3.136731689363267961e-01,6.339130434782608603e+01,1.120976284584980021e+03,9.695652173913043015e+00,2.584980237154149485e+00,2.800000000000000000e+01,-2.381601304723612866e-01,1.060413921169282325e+01
2.999999999999999889e-01,9.999999999999998890e-01,1.675000000000000000e+01,2.200000000000000000e+01,1.600000000000000000e+01,1.134920634920634885e+00,5.952697147916272691e-01,6.617391304347826519e+01,1.415877470355731248e+03,1.165217391304347849e+01,7.964426877470356381e+00,2.000000000000000000e+01,1.747524558384770362e-03,1.374484634018904750e+01
3.499999999999999778e-01,1.000000000000000056e-01,1.309090909090909172e+01,2.300000000000000000e+01,1.100000000000000000e+01,1.090225563909774431e+00,1.887673729778993614e-01,9.747826086956521863e+01,2.319442687747035507e+03,6.260869565217391575e+00,5.652173913043477826e-01,5.200000000000000000e+01,-4.748395552129823782e-01,5.097336244364274016e+00
3.499999999999999778e-01,2.000000000000000111e-01,1.791666666666666785e+01,2.300000000000000000e+01,1.200000000000000000e+01,1.024630541871921263e+00,3.404379846851680880e-02,9.621739130434782794e+01,2.464905138339920541e+03,9.347826086956521507e+00,1.873517786561265330e+00,4.500000000000000000e+01,-3.011634514286850028e-01,8.185332084810379882e+00
3.499999999999999778e-01,3.000000000000000444e-01,1.607692307692307665e+01,2.300000000000000000e+01,1.300000000000000000e+01,1.056122448979591733e+00,6.350078492935634644e-02,9.073913043478260931e+01,2.178474308300395023e+03,9.086956521739130821e+00,1.446640316205534127e+00,3.800000000000000000e+01,-2.996241217695147507e-01,8.757618062875673459e+00
3.499999999999999778e-01,4.000000000000000222e-01,1.617647058823529349e+01,2.300000000000000000e+01,1.700000000000000000e+01,1.073643410852713087e+00,6.848550659065544277e-02,8.913043478260870245e+01,2.136845849802371959e+03,1.195652173913043548e+01,2.225296442687747067e+00,2.700000000000000000e+01,7.541836068510218705e-02,1.181601066702673464e+01
3.499999999999999778e-01,5.000000000000000000e-01,1.684615384615384670e+01,2.300000000000000000e+01,1.300000000000000000e+01,1.029126213592232997e+00,2.841581813876390208e-02,7.878260869565217206e+01,1.709177865612647793e+03,9.521739130434783149e+00,2.988142292490118646e+00,3.700000000000000000e+01,-2.619024787610318983e-01,9.519965187119234784e+00
3.499999999999999778e-01,5.999999999999999778e-01,1.585714285714285765e+01,2.300000000000000000e+01,1.400000000000000000e+01,1.115384615384615419e+00,1.435897435897435015e+00,7.043478260869565588e+01,1.246984189723320242e+03,9.652173913043478493e+00,1.055335968379446987e+00,2.500000000000000000e+01,-2.395292245915843776e-01,9.767395093176029164e+00
3.499999999999999778e-01,6.999999999999999556e-01,1.731250000000000000e+01,2.300000000000000000e+01,1.600000000000000000e+01,1.088122605363984752e+00,1.422045387562629049e-01,7.113043478260870245e+01,1.247936758893280967e+03,1.204347826086956452e+01,5.407114624505929612e+00,2.100000000000000000e+01,2.787218503139195919e-02,1.293752902027550000e+01
3.499999999999999778e-01,7.999999999999999334e-01,1.780000000000000071e+01,2.300000000000000000e+01,1.500000000000000000e+01,1.095238095238095344e+00,3.892999430848035347e-01,6.491304347826087451e+01,1.016537549407114398e+03,1.160869565217391219e+01,2.158102766798418504e+00,2.000000000000000000e+01,-6.675249206828125226e-02,1.270870274649414000e+01
3.499999999999999778e-01,8.999999999999999112e-01,1.594444444444444464e+01,2.300000000000000000e+01,1.800000000000000000e+01,1.152416356877323356e+00,9.132497364478725510e-01,6.708695652173912549e+01,1.192083003952569015e+03,1.247826086956521685e+01,5.715415019762845716e+00,2.500000000000000000e+01,1.966880772183020321e-01,1.497530242569957615e+01
3.499999999999999778e-01,9.999999999999998890e-01,1.725000000000000000e+01,2.200000000000000000e+01,1.200000000000000000e+01,1.082051282051281982e+00,1.066349458102035797e-01,5.147826086956521863e+01,6.546245059288537504e+02,9.000000000000000000e+00,1.818181818181818121e+00,2.300000000000000000e+01,-3.250300767319163620e-01,9.650888144748989816e+00
3.999999999999999667e-01,1.000000000000000056e-01,1.545454545454545503e+01,2.300000000000000000e+01,1.100000000000000000e+01,1.132075471698113178e+00,1.267255791736326742e+00,1.010869565217391255e+02,2.661719367588932528e+03,7.391304347826086918e+00,1.521739130434782705e+00,7.000000000000000000e+01,-3.985601816849734247e-01,5.149540922424752587e+00
3.999999999999999667e-01,2.000000000000000111e-01,1.584615384615384670e+01,2.300000000000000000e+01,1.300000000000000000e+01,1.020725388601036343e+00,2.040155440414507734e-02,9.456521739130434412e+01,2.457075098814229023e+03,8.956521739130435478e+00,7.707509881422925924e-01,3.700000000000000000e+01,-3.139226916511023147e-01,8.325468791266837698e+00
3.999999999999999667e-01,3.000000000000000444e-01,1.784615384615384670e+01,2.300000000000000000e+01,1.300000000000000000e+01,1.041095890410958846e+00,5.793640819404297787e-02,9.126086956521739069e+01,2.326019762845849073e+03,1.008695652173913082e+01,2.537549407114624511e+00,3.500000000000000000e+01,-3.162739032744467105e-01,1.019186724680614731e+01
3.999999999999999667e-01,4.000000000000000222e-01,1.653846153846154010e+01,2.300000000000000000e+01,1.300000000000000000e+01,1.113861386138613963e+00,1.394931284173193342e+00,8.426086956521739069e+01,1.864110671936758990e+03,9.347826086956521507e+00,1.237154150197629088e+00,3.100000000000000000e+01,-3.048527236126861162e-01,9.571505063794633728e+00
3.999999999999999667e-01,5.000000000000000000e-01,1.682352941176470651e+01,2.300000000000000000e+01,1.700000000000000000e+01,1.070631970260222943e+00,9.573877822781999558e-02,8.073913043478260931e+01,1.780110671936758990e+03,1.243478260869565233e+01,9.256916996047431567e+00,2.300000000000000000e+01,1.543002208796690755e-01,1.446458338579306613e+01
3.999999999999999667e-01,5.999999999999999778e-01,1.585714285714285765e+01,2.300000000000000000e+01,1.400000000000000000e+01,1.062500000000000000e+00,6.853864734299516814e-02,7.095652173913043725e+01,1.409679841897233018e+03,9.652173913043478493e+00,3.237154150197629310e+00,2.500000000000000000e+01,-2.196372941379752808e-01,1.029866130155536652e+01
3.999999999999999667e-01,6.999999999999999556e-01,1.900000000000000000e+01,2.300000000000000000e+01,1.400000000000000000e+01,1.059523809523809534e+00,6.417188389299942342e-02,7.508695652173912549e+01,1.560083003952568788e+03,1.156521739130434767e+01,4.620553359683795769e+00,2.700000000000000000e+01,-1.369641082849626934e-01,1.339614043287553002e+01
3.999999999999999667e-01,7.999999999999999334e-01,1.784615384615384670e+01,2.300000000000000000e+01,1.300000000000000000e+01,1.077625570776255648e+00,1.361484646642369678e-01,5.834782608695652328e+01,8.511462450592883897e+02,1.008695652173913082e+01,2.901185770750987825e+00,2.300000000000000000e+01,-2.419445972264696876e-01,1.164201060939319454e+01
3.999999999999999667e-01,8.999999999999999112e-01,1.346153846153846168e+01,2.100000000000000000e+01,1.300000000000000000e+01,1.123456790123456894e+00,1.461544360095084760e-01,4.834782608695652328e+01,6.885098814229248774e+02,7.608695652173913082e+00,2.976284584980238623e+00,2.700000000000000000e+01,-3.518110043486070704e-01,8.592277304846158259e+00
3.999999999999999667e-01,9.999999999999998890e-01,1.686666666666666714e+01,2.300000000000000000e+01,1.500000000000000000e+01,1.138655462184873901e+00,2.211998723540049006e-01,5.434782608695652328e+01,7.871462450592885034e+02,1.100000000000000000e+01,6.000000000000000000e+00,2.100000000000000000e+01,-7.485485574606283443e-02,1.371321914800175712e+01
