Dimmunity,sigma,avg_time,max_time,num_strains,avg_time_repeat,var_time_repeat,avg_prev,var_prev,avg_div,var_div,max_abundance,avg_npmi,div_all_isolates
6.500000000000000000e+00,6.999999999999999556e-01,8.076923076923076650e+00,1.700000000000000000e+01,1.300000000000000000e+01,1.315217391304347894e+00,3.668776875298613405e+00,2.413043478260869534e+01,1.935731225296443085e+02,4.565217391304347672e+00,1.256916996047430457e+00,3.300000000000000000e+01,-5.575077947023854286e-01,6.887768817204301008e+00
6.500000000000000000e+00,7.999999999999999334e-01,5.375000000000000000e+00,1.200000000000000000e+01,8.000000000000000000e+00,2.000000000000000000e+00,8.941176470588235503e+00,1.017391304347826164e+01,7.442292490118576609e+01,1.869565217391304435e+00,7.549407114624504533e-01,2.600000000000000000e+01,-5.718097516588780405e-01,3.513015463917525949e+00
6.500000000000000000e+00,8.999999999999999112e-01,4.777777777777777679e+00,9.000000000000000000e+00,9.000000000000000000e+00,1.647058823529411686e+00,7.568627450980393689e+00,1.313043478260869534e+01,1.236640316205534020e+02,1.869565217391304435e+00,1.300395256916995868e+00,2.500000000000000000e+01,-6.462156908183805948e-01,4.709948186528497338e+00
6.500000000000000000e+00,9.999999999999998890e-01,5.666666666666666963e+00,1.000000000000000000e+01,9.000000000000000000e+00,1.071428571428571397e+00,6.794425087108013628e-02,1.530434782608695699e+01,1.322213438735178102e+02,2.217391304347826164e+00,1.723320158102767063e+00,3.900000000000000000e+01,-6.289323035399079220e-01,6.513020558777016689e+00
7.500000000000000000e+00,1.000000000000000056e-01,2.000000000000000000e+01,2.300000000000000000e+01,8.000000000000000000e+00,1.013157894736842035e+00,1.307075636110143109e-02,9.726086956521739069e+01,2.386019762845849982e+03,6.956521739130434590e+00,1.343873517786560445e-01,6.200000000000000000e+01,-4.252199641028718280e-01,5.582002539946120834e+00
7.500000000000000000e+00,2.000000000000000111e-01,1.554545454545454497e+01,2.300000000000000000e+01,1.100000000000000000e+01,1.056249999999999911e+00,1.037342767295597462e-01,8.634782608695651618e+01,2.079964426877470032e+03,7.434782608695652328e+00,8.023715415019762043e-01,4.900000000000000000e+01,-4.258487024937047116e-01,5.976703921794553231e+00
7.500000000000000000e+00,3.000000000000000444e-01,1.508333333333333393e+01,2.300000000000000000e+01,1.200000000000000000e+01,1.029585798816567976e+00,4.078613693998309891e-02,6.930434782608695343e+01,1.224494071146245005e+03,7.869565217391304657e+00,8.458498023715413927e-01,3.600000000000000000e+01,-4.022775847018190132e-01,6.674101487139320277e+00
7.500000000000000000e+00,4.000000000000000222e-01,1.416666666666666607e+01,2.300000000000000000e+01,1.200000000000000000e+01,1.145569620253164667e+00,6.219866161412560546e-01,5.304347826086956275e+01,7.984980237154152292e+02,7.391304347826086918e+00,1.249011857707509998e+00,2.700000000000000000e+01,-3.987715558437776586e-01,7.723524035065852722e+00
7.500000000000000000e+00,5.000000000000000000e-01,1.033333333333333393e+01,2.300000000000000000e+01,1.200000000000000000e+01,1.044642857142857206e+00,6.105212355212354808e-02,4.108695652173913260e+01,4.947193675889326414e+02,5.391304347826086918e+00,2.612648221343873089e+00,4.100000000000000000e+01,-4.857775180472932441e-01,4.957817866551068597e+00
7.500000000000000000e+00,5.999999999999999778e-01,1.030000000000000071e+01,1.900000000000000000e+01,1.000000000000000000e+01,1.172043010752688241e+00,6.222533894343150740e-01,3.078260869565217561e+01,3.852687747035573693e+02,4.478260869565217739e+00,1.897233201581027595e+00,4.200000000000000000e+01,-5.138990870816082523e-01,5.850624152601804795e+00
7.500000000000000000e+00,6.999999999999999556e-01,6.000000000000000000e+00,1.300000000000000000e+01,1.200000000000000000e+01,1.149999999999999911e+00,2.991525423728814692e-01,2.143478260869565233e+01,2.219841897233201848e+02,3.130434782608695787e+00,1.391304347826086474e+00,4.100000000000000000e+01,-6.534661320726278255e-01,5.446290641278965339e+00
7.500000000000000000e+00,7.999999999999999334e-01,6.692307692307692513e+00,1.300000000000000000e+01,1.300000000000000000e+01,1.189189189189189255e+00,6.212513883746764165e-01,1.852173913043478137e+01,1.409881422924900960e+02,3.782608695652173836e+00,1.905138339920948942e+00,2.500000000000000000e+01,-6.328966655734715729e-01,7.158390004744583202e+00
7.500000000000000000e+00,8.999999999999999112e-01,5.692307692307692513e+00,1.300000000000000000e+01,1.300000000000000000e+01,1.459016393442623016e+00,3.419125683060109111e+00,1.247826086956521685e+01,9.080632411067193743e+01,3.217391304347826164e+00,2.723320158102767063e+00,3.500000000000000000e+01,-5.933290899219205716e-01,6.299462778204143909e+00
7.500000000000000000e+00,9.999999999999998890e-01,6.444444444444444642e+00,1.000000000000000000e+01,9.000000000000000000e+00,1.020408163265306145e+00,2.040816326530612429e-02,1.795652173913043370e+01,3.810434782608694491e+02,2.521739130434782705e+00,6.260869565217391575e+00,2.700000000000000000e+01,-5.316576501234593355e-01,6.810053630032818717e+00
8.500000000000000000e+00,1.000000000000000056e-01,1.319999999999999929e+01,2.300000000000000000e+01,1.500000000000000000e+01,1.098360655737705027e+00,2.320302648171500559e-01,9.534782608695651618e+01,2.093055335968379495e+03,8.608695652173912194e+00,1.067193675889327897e+00,4.300000000000000000e+01,-2.615819208124173789e-01,6.808591160690510513e+00
