1.000000000000000000e+00,5.000000000000000278e-02,4.775330319323157768e-01,1.000000000000000000e+01
1.000000000000000000e+00,1.000000000000000056e-01,-2.033015467544071198e-01,1.000000000000000000e+01
1.000000000000000000e+00,1.500000000000000222e-01,5.146617675727696017e-01,1.000000000000000000e+01
1.000000000000000000e+00,2.000000000000000111e-01,-5.868339485894271679e-01,1.000000000000000000e+01
1.000000000000000000e+00,2.500000000000000000e-01,-2.138147087978226613e-01,1.000000000000000000e+01
1.000000000000000000e+00,2.999999999999999889e-01,-2.386861960614701517e-01,1.000000000000000000e+01
1.000000000000000000e+00,3.499999999999999778e-01,5.080939306139393291e-02,1.000000000000000000e+01
1.000000000000000000e+00,4.000000000000000222e-01,-3.825867512824535771e-02,1.000000000000000000e+01
1.000000000000000000e+00,4.500000000000000111e-01,8.307222161397027904e-02,1.000000000000000000e+01
1.000000000000000000e+00,5.000000000000000000e-01,-4.096385391215386362e-01,1.000000000000000000e+01
2.000000000000000000e+00,5.000000000000000278e-02,5.898349960091483490e-01,1.000000000000000000e+01
2.000000000000000000e+00,1.000000000000000056e-01,6.068593280820634428e-01,1.000000000000000000e+01
2.000000000000000000e+00,1.500000000000000222e-01,2.198870350596862366e-01,1.000000000000000000e+01
2.000000000000000000e+00,2.000000000000000111e-01,6.789290454987224610e-01,1.000000000000000000e+01
2.000000000000000000e+00,2.500000000000000000e-01,7.338982036962632405e-01,1.000000000000000000e+01
2.000000000000000000e+00,2.999999999999999889e-01,7.882303019319373272e-01,1.000000000000000000e+01
2.000000000000000000e+00,3.499999999999999778e-01,8.567226164849652825e-01,1.000000000000000000e+01
2.000000000000000000e+00,4.000000000000000222e-01,9.358714267826697686e-01,1.000000000000000000e+01
2.000000000000000000e+00,4.500000000000000111e-01,6.063898714156510383e-01,1.000000000000000000e+01
2.000000000000000000e+00,5.000000000000000000e-01,7.589550655329185824e-01,1.000000000000000000e+01
3.000000000000000000e+00,5.000000000000000278e-02,4.204860659354671681e-01,1.000000000000000000e+01
3.000000000000000000e+00,1.000000000000000056e-01,3.070416655463057420e-01,1.000000000000000000e+01
3.000000000000000000e+00,1.500000000000000222e-01,2.654951136083424923e-01,1.000000000000000000e+01
3.000000000000000000e+00,2.000000000000000111e-01,5.951789322730741683e-01,1.000000000000000000e+01
3.000000000000000000e+00,2.500000000000000000e-01,6.954506117273686616e-01,1.000000000000000000e+01
3.000000000000000000e+00,2.999999999999999889e-01,6.334061457863967570e-01,1.000000000000000000e+01
3.000000000000000000e+00,3.499999999999999778e-01,8.285275578024624554e-01,1.000000000000000000e+01
3.000000000000000000e+00,4.000000000000000222e-01,6.818497865886732345e-01,1.000000000000000000e+01
3.000000000000000000e+00,4.500000000000000111e-01,8.180956479890090227e-01,1.000000000000000000e+01
3.000000000000000000e+00,5.000000000000000000e-01,7.341247551001585103e-01,1.000000000000000000e+01
4.000000000000000000e+00,5.000000000000000278e-02,2.441153430757062592e-01,1.000000000000000000e+01
4.000000000000000000e+00,1.000000000000000056e-01,4.927579568202847815e-01,1.000000000000000000e+01
4.000000000000000000e+00,1.500000000000000222e-01,8.369871843000937783e-01,1.000000000000000000e+01
4.000000000000000000e+00,2.000000000000000111e-01,5.780821624805807524e-01,1.000000000000000000e+01
4.000000000000000000e+00,2.500000000000000000e-01,5.565389830849712949e-01,1.000000000000000000e+01
4.000000000000000000e+00,2.999999999999999889e-01,8.283078854848665573e-01,1.000000000000000000e+01
4.000000000000000000e+00,3.499999999999999778e-01,8.523796684114965938e-01,1.000000000000000000e+01
4.000000000000000000e+00,4.000000000000000222e-01,5.916170258911387370e-01,1.000000000000000000e+01
4.000000000000000000e+00,4.500000000000000111e-01,6.153215893792720603e-01,1.000000000000000000e+01
4.000000000000000000e+00,5.000000000000000000e-01,5.403979589278792295e-01,1.000000000000000000e+01
5.000000000000000000e+00,5.000000000000000278e-02,4.790243614940837280e-01,1.000000000000000000e+01
5.000000000000000000e+00,1.000000000000000056e-01,-1.303363023913959862e-01,1.000000000000000000e+01
5.000000000000000000e+00,1.500000000000000222e-01,3.081337371312730111e-01,1.000000000000000000e+01
5.000000000000000000e+00,2.000000000000000111e-01,5.056228752626775735e-01,1.000000000000000000e+01
5.000000000000000000e+00,2.500000000000000000e-01,9.552438457286525908e-02,1.000000000000000000e+01
5.000000000000000000e+00,2.999999999999999889e-01,5.435632102526251064e-01,1.000000000000000000e+01
5.000000000000000000e+00,3.499999999999999778e-01,7.806725621636602108e-01,1.000000000000000000e+01
