avg_time,num_strains,avg_div,avg_npmi,div_all_isolates
1.661538461538461675e+01,1.300000000000000000e+01,9.391304347826087806e+00,-2.76E-01,8.734468780701247326e+00
1.725000000000000000e+01,1.600000000000000000e+01,1.200000000000000000e+01,-2.23E-03,1.022284251932970278e+01
1.939999999999999858e+01,1.500000000000000000e+01,1.265217391304347849e+01,-4.19E-02,1.255135176508173167e+01
7.125000000000000000e+00,8.000000000000000000e+00,2.478260869565217295e+00,-5.19E-01,3.170548892988930056e+00
1.608333333333333215e+01,1.200000000000000000e+01,8.391304347826087806e+00,-3.56E-01,7.728858010490475827e+00
1.100000000000000000e+01,9.000000000000000000e+00,4.304347826086956097e+00,-5.30E-01,4.870211228013814342e+00
1.893333333333333357e+01,1.500000000000000000e+01,1.234782608695652151e+01,-7.64E-02,1.089499137098800574e+01
1.525000000000000000e+01,1.200000000000000000e+01,7.956521739130434590e+00,-3.61E-01,7.131905701455980129e+00
2.014285714285714235e+01,1.400000000000000000e+01,1.226086956521739069e+01,-1.21E-01,1.162890582417473517e+01
2.121428571428571530e+01,1.400000000000000000e+01,1.291304347826086918e+01,-8.73E-02,1.229626552692520569e+01
2.018750000000000000e+01,1.600000000000000000e+01,1.404347826086956452e+01,1.042302017588963708e-01,1.342310377005517630e+01
1.984615384615384670e+01,1.300000000000000000e+01,1.121739130434782616e+01,-2.08E-01,1.038838901774777845e+01
1.606250000000000000e+01,1.600000000000000000e+01,1.117391304347826164e+01,-4.67E-02,8.758309337773466652e+00
1.038461538461538503e+01,1.300000000000000000e+01,5.869565217391304657e+00,-5.09E-01,5.228799644996671603e+00
2.000000000000000000e+01,1.600000000000000000e+01,1.391304347826086918e+01,8.817388216419763669e-02,1.272524191301264018e+01
1.713333333333333286e+01,1.500000000000000000e+01,1.117391304347826164e+01,-1.07E-01,9.301398850344156699e+00
1.300000000000000000e+01,7.000000000000000000e+00,3.956521739130434590e+00,-4.68E-01,3.275250119104335500e+00
2.107692307692307665e+01,1.300000000000000000e+01,1.191304347826086918e+01,-1.85E-01,1.084224007045184912e+01
1.155555555555555536e+01,9.000000000000000000e+00,4.521739130434782261e+00,-5.36E-01,3.399119828312189284e+00
1.242857142857142883e+01,1.400000000000000000e+01,7.565217391304347672e+00,-3.37E-01,6.588839889039049602e+00
1.918750000000000000e+01,1.600000000000000000e+01,1.334782608695652151e+01,7.247611073571909313e-02,1.252846703152770580e+01
2.021428571428571530e+01,1.400000000000000000e+01,1.230434782608695699e+01,-9.78E-02,1.251460669544409576e+01
1.981250000000000000e+01,1.600000000000000000e+01,1.378260869565217384e+01,8.772233269873661032e-02,1.381881156285622403e+01
2.250000000000000000e+01,1.400000000000000000e+01,1.369565217391304301e+01,-5.86E-02,1.312426147957240730e+01
1.685714285714285765e+01,1.400000000000000000e+01,1.026086956521739069e+01,-1.77E-01,1.256642628112375348e+01
1.456250000000000000e+01,1.600000000000000000e+01,1.013043478260869534e+01,-1.09E-01,8.674708589724348329e+00
1.615384615384615330e+01,1.300000000000000000e+01,9.130434782608695343e+00,-2.98E-01,9.015586807299515115e+00
2.100000000000000000e+01,1.300000000000000000e+01,1.186956521739130466e+01,-1.84E-01,1.103949437599075445e+01
1.860000000000000142e+01,1.500000000000000000e+01,1.213043478260869534e+01,-6.95E-02,1.181693010768905872e+01
1.966666666666666785e+01,1.500000000000000000e+01,1.282608695652173836e+01,-4.26E-02,1.194523593855596921e+01
1.935714285714285765e+01,1.400000000000000000e+01,1.178260869565217384e+01,-1.19E-01,1.253760622907609168e+01
1.030000000000000071e+01,1.000000000000000000e+01,4.478260869565217739e+00,-5.55E-01,5.565250928023911747e+00
1.500000000000000000e+01,1.700000000000000000e+01,1.108695652173913082e+01,2.900143210357752910e-02,1.007336718791845342e+01
1.245454545454545503e+01,1.100000000000000000e+01,5.956521739130434590e+00,-4.64E-01,5.031808364421755719e+00
1.333333333333333393e+01,1.200000000000000000e+01,6.956521739130434590e+00,-4.39E-01,6.617127043509455575e+00
1.853333333333333499e+01,1.500000000000000000e+01,1.208695652173913082e+01,-6.17E-02,1.184825089627646832e+01
2.087500000000000000e+01,1.600000000000000000e+01,1.452173913043478315e+01,9.602293802235209452e-02,1.256094908424473466e+01
1.735294117647058698e+01,1.700000000000000000e+01,1.282608695652173836e+01,1.259771402581220112e-01,1.233949972720933275e+01
9.250000000000000000e+00,1.200000000000000000e+01,4.826086956521739246e+00,-5.35E-01,5.232644017725258223e+00
2.000000000000000000e+01,1.400000000000000000e+01,1.217391304347826164e+01,-1.54E-01,1.074494417849367522e+01
1.733333333333333215e+01,1.500000000000000000e+01,1.130434782608695699e+01,-9.60E-02,1.034247661384799954e+01
2.271428571428571530e+01,1.400000000000000000e+01,1.382608695652173836e+01,-6.22E-02,1.319051885135689162e+01
1.216666666666666607e+01,6.000000000000000000e+00,3.173913043478260754e+00,-4.33E-01,3.016158245948522332e+00
2.006250000000000000e+01,1.600000000000000000e+01,1.395652173913043548e+01,8.556051488338418942e-02,1.265515005429002215e+01
1.417647058823529349e+01,1.700000000000000000e+01,1.047826086956521685e+01,2.637391068572996281e-02,1.263457760314341805e+01
1.166666666666666607e+01,9.000000000000000000e+00,4.565217391304347672e+00,-5.19E-01,3.840813708939669890e+00
1.914285714285714235e+01,1.400000000000000000e+01,1.165217391304347849e+01,-1.69E-01,1.055021684825504202e+01
1.825000000000000000e+01,1.200000000000000000e+01,9.521739130434783149e+00,-3.19E-01,7.529859536898819705e+00
1.985714285714285765e+01,1.400000000000000000e+01,1.208695652173913082e+01,-1.14E-01,1.224376650583858073e+01
1.746153846153845990e+01,1.300000000000000000e+01,9.869565217391304657e+00,-2.64E-01,9.067003059336800064e+00
1.477777777777777857e+01,9.000000000000000000e+00,5.782608695652173836e+00,-4.66E-01,4.975718946439283030e+00
6.500000000000000000e+00,1.000000000000000000e+01,2.826086956521739246e+00,-5.97E-01,3.530690726223931541e+00
1.571428571428571352e+01,1.400000000000000000e+01,9.565217391304347672e+00,-2.18E-01,1.015159131881847188e+01
1.833333333333333215e+01,1.200000000000000000e+01,9.565217391304347672e+00,-2.85E-01,9.707030285064966790e+00
2.214285714285714235e+01,1.400000000000000000e+01,1.347826086956521685e+01,-6.79E-02,1.349277871731120015e+01
1.209090909090909172e+01,1.100000000000000000e+01,5.782608695652173836e+00,-4.85E-01,6.440755267718690114e+00
2.007692307692307665e+01,1.300000000000000000e+01,1.134782608695652151e+01,-2.01E-01,1.170880005662614387e+01
1.762500000000000000e+01,1.600000000000000000e+01,1.226086956521739069e+01,7.750613483348155718e-03,1.118514897861070345e+01
1.838461538461538325e+01,1.300000000000000000e+01,1.039130434782608781e+01,-2.62E-01,7.926920107302297680e+00
8.500000000000000000e+00,8.000000000000000000e+00,2.956521739130434590e+00,-5.34E-01,4.288768115942028558e+00
1.493333333333333357e+01,1.500000000000000000e+01,9.739130434782609314e+00,-1.90E-01,8.508306158029286692e+00
7.000000000000000000e+00,8.000000000000000000e+00,2.434782608695652328e+00,-5.41E-01,4.531897711978465360e+00
8.909090909090908283e+00,1.100000000000000000e+01,4.260869565217391575e+00,-5.70E-01,4.201196314800385245e+00
1.540000000000000036e+01,1.500000000000000000e+01,1.004347826086956452e+01,-1.66E-01,1.312115601198770776e+01
2.106666666666666643e+01,1.500000000000000000e+01,1.373913043478260931e+01,1.172442612960500861e-02,1.277330927114542547e+01
1.614285714285714235e+01,1.400000000000000000e+01,9.826086956521738358e+00,-2.27E-01,1.123230615456594705e+01
1.956250000000000000e+01,1.600000000000000000e+01,1.360869565217391219e+01,8.147652943740646414e-02,1.263757537088602767e+01
1.254545454545454497e+01,1.100000000000000000e+01,6.000000000000000000e+00,-4.43E-01,7.323746419374439043e+00
1.562500000000000000e+01,1.600000000000000000e+01,1.086956521739130466e+01,-8.50E-02,9.932483282705389271e+00
2.213333333333333286e+01,1.500000000000000000e+01,1.443478260869565233e+01,2.014586686554904749e-02,1.247871198849113128e+01
1.964285714285714235e+01,1.400000000000000000e+01,1.195652173913043548e+01,-1.39E-01,1.280333980056087029e+01
2.153333333333333499e+01,1.500000000000000000e+01,1.404347826086956452e+01,1.721850888605091362e-02,1.310332352043889514e+01
1.528571428571428648e+01,1.400000000000000000e+01,9.304347826086956985e+00,-2.89E-01,6.827581636075523264e+00
1.635714285714285765e+01,1.400000000000000000e+01,9.956521739130435478e+00,-2.19E-01,8.657181778376012105e+00
2.260000000000000142e+01,1.500000000000000000e+01,1.473913043478260931e+01,4.065702641998464317e-02,1.358895527830775940e+01
1.614285714285714235e+01,1.400000000000000000e+01,9.826086956521738358e+00,-2.48E-01,9.311981790930543568e+00
2.012500000000000000e+01,1.600000000000000000e+01,1.400000000000000000e+01,1.085322946077994233e-01,1.395970823202500810e+01
1.190000000000000036e+01,1.000000000000000000e+01,5.173913043478260754e+00,-5.26E-01,4.268409308256296164e+00
1.576470588235294201e+01,1.700000000000000000e+01,1.165217391304347849e+01,1.042205081177537129e-02,1.018587419306015285e+01
7.636363636363636687e+00,1.100000000000000000e+01,3.652173913043478048e+00,-5.39E-01,4.748966331955108977e+00
1.833333333333333215e+01,1.500000000000000000e+01,1.195652173913043548e+01,-8.33E-02,1.173102689028389456e+01
1.826666666666666572e+01,1.500000000000000000e+01,1.191304347826086918e+01,-5.28E-02,1.196324507683089067e+01
1.800000000000000000e+01,1.200000000000000000e+01,9.391304347826087806e+00,-3.03E-01,1.024154103397180648e+01
1.992307692307692335e+01,1.300000000000000000e+01,1.126086956521739069e+01,-2.17E-01,9.558645233185512069e+00
2.007142857142857295e+01,1.400000000000000000e+01,1.221739130434782616e+01,-1.28E-01,1.126363111732306166e+01
1.819999999999999929e+01,1.500000000000000000e+01,1.186956521739130466e+01,-7.83E-02,1.153816736574104773e+01
1.700000000000000000e+01,1.700000000000000000e+01,1.256521739130434767e+01,1.052248539110739595e-01,1.428925548666469858e+01
1.926666666666666572e+01,1.500000000000000000e+01,1.256521739130434767e+01,-4.29E-02,1.227320585946902121e+01
1.913333333333333286e+01,1.500000000000000000e+01,1.247826086956521685e+01,-7.62E-02,1.128832022744549057e+01
9.444444444444444642e+00,9.000000000000000000e+00,3.695652173913043459e+00,-4.94E-01,6.083659241625573699e+00
1.775000000000000000e+01,1.600000000000000000e+01,1.234782608695652151e+01,2.343553711519353114e-02,1.216957216476306414e+01
1.705882352941176450e+01,1.700000000000000000e+01,1.260869565217391219e+01,9.089341097064573827e-02,1.190235942934108948e+01
1.869999999999999929e+01,1.000000000000000000e+01,8.130434782608695343e+00,-3.84E-01,7.387666058869497121e+00
1.912500000000000000e+01,1.600000000000000000e+01,1.330434782608695699e+01,9.189474863612312472e-02,1.348462937768469949e+01
1.875000000000000000e+01,1.200000000000000000e+01,9.782608695652173836e+00,-3.01E-01,8.891379282384676230e+00
1.829411764705882248e+01,1.700000000000000000e+01,1.352173913043478315e+01,1.219043550836085982e-01,1.171255537850000827e+01
2.250000000000000000e+01,1.400000000000000000e+01,1.369565217391304301e+01,-6.27E-02,1.344656151565506086e+01
1.519999999999999929e+01,5.000000000000000000e+00,3.304347826086956541e+00,-3.73E-01,2.947656504875484806e+00
8.363636363636363313e+00,1.100000000000000000e+01,4.000000000000000000e+00,-5.66E-01,3.763629710940358475e+00
2.042857142857142705e+01,1.400000000000000000e+01,1.243478260869565233e+01,-1.06E-01,1.159378793324001045e+01
1.516666666666666607e+01,1.200000000000000000e+01,7.913043478260869179e+00,-3.65E-01,7.480501948438789128e+00
1.400000000000000000e+01,1.300000000000000000e+01,7.913043478260869179e+00,-3.42E-01,7.615134162537307461e+00
2.050000000000000000e+01,1.400000000000000000e+01,1.247826086956521685e+01,-1.04E-01,1.253952485199677902e+01
1.773333333333333428e+01,1.500000000000000000e+01,1.156521739130434767e+01,-8.50E-02,9.814894955276093569e+00
1.093333333333333357e+01,1.500000000000000000e+01,7.130434782608695343e+00,-3.43E-01,5.422572293266623156e+00
2.089999999999999858e+01,1.000000000000000000e+01,9.086956521739130821e+00,-3.68E-01,8.050172489069542081e+00
8.000000000000000000e+00,5.000000000000000000e+00,1.739130434782608647e+00,-4.06E-01,2.095935314685314577e+00
1.925000000000000000e+01,1.600000000000000000e+01,1.339130434782608781e+01,7.992826632964922240e-02,1.271275600353385293e+01
1.538461538461538503e+01,1.300000000000000000e+01,8.695652173913043015e+00,-3.05E-01,8.507645594708579395e+00
1.986666666666666714e+01,1.500000000000000000e+01,1.295652173913043548e+01,-3.20E-02,1.197080661340594077e+01
1.542857142857142883e+01,1.400000000000000000e+01,9.391304347826087806e+00,-2.23E-01,1.005202672324717383e+01
1.253333333333333321e+01,1.500000000000000000e+01,8.173913043478261642e+00,-2.21E-01,7.999162358106351789e+00
1.457142857142857117e+01,1.400000000000000000e+01,8.869565217391304657e+00,-2.68E-01,9.213646336809972581e+00
1.846666666666666501e+01,1.500000000000000000e+01,1.204347826086956452e+01,-5.02E-02,1.208085706424542494e+01
1.673333333333333428e+01,1.500000000000000000e+01,1.091304347826086918e+01,-8.53E-02,1.299374012543687407e+01
1.881250000000000000e+01,1.600000000000000000e+01,1.308695652173913082e+01,1.903926063187469375e-02,1.240166434721409239e+01
2.039999999999999858e+01,1.500000000000000000e+01,1.330434782608695699e+01,1.073001019599386209e-03,1.274304058826725594e+01
1.100000000000000000e+01,8.000000000000000000e+00,3.826086956521739246e+00,-4.96E-01,3.329112890050645479e+00
1.933333333333333215e+01,1.500000000000000000e+01,1.260869565217391219e+01,-2.78E-02,1.200013343678802791e+01
2.139999999999999858e+01,1.500000000000000000e+01,1.395652173913043548e+01,1.936155489738763252e-02,1.324790402215894858e+01
1.768750000000000000e+01,1.600000000000000000e+01,1.230434782608695699e+01,2.512193334227511010e-02,1.279650047384601130e+01
1.526666666666666750e+01,1.500000000000000000e+01,9.956521739130435478e+00,-1.31E-01,9.958933204874149681e+00
1.150000000000000000e+01,1.000000000000000000e+01,5.000000000000000000e+00,-5.07E-01,6.302250135174478629e+00
1.900000000000000000e+01,1.400000000000000000e+01,1.156521739130434767e+01,-1.37E-01,1.171470959844517878e+01
1.580000000000000071e+01,1.000000000000000000e+01,6.869565217391304657e+00,-4.34E-01,6.001975259647429617e+00
1.850000000000000000e+01,1.400000000000000000e+01,1.126086956521739069e+01,-1.67E-01,1.040937783412820572e+01
1.915384615384615330e+01,1.300000000000000000e+01,1.082608695652173836e+01,-2.17E-01,1.195321906767115117e+01
1.478571428571428648e+01,1.400000000000000000e+01,9.000000000000000000e+00,-2.65E-01,7.932791274294783257e+00
2.214285714285714235e+01,1.400000000000000000e+01,1.347826086956521685e+01,-6.13E-02,1.366515454829289844e+01
1.490909090909090828e+01,1.100000000000000000e+01,7.130434782608695343e+00,-4.25E-01,5.837988277408442173e+00
1.789999999999999858e+01,1.000000000000000000e+01,7.782608695652173836e+00,-4.21E-01,6.836993466303811218e+00
2.088888888888888928e+01,9.000000000000000000e+00,8.173913043478261642e+00,-3.91E-01,7.842164002648255305e+00
1.814285714285714235e+01,1.400000000000000000e+01,1.104347826086956452e+01,-1.73E-01,1.071099684410684283e+01
1.723076923076922995e+01,1.300000000000000000e+01,9.739130434782609314e+00,-2.70E-01,9.087424919681518887e+00
1.600000000000000000e+01,1.400000000000000000e+01,9.739130434782609314e+00,-2.09E-01,9.744938498886350331e+00
2.042857142857142705e+01,1.400000000000000000e+01,1.243478260869565233e+01,-1.11E-01,1.158531812466052102e+01
1.366666666666666607e+01,1.200000000000000000e+01,7.130434782608695343e+00,-4.33E-01,6.779866217348987867e+00
2.012500000000000000e+01,1.600000000000000000e+01,1.400000000000000000e+01,1.106936173058225559e-01,1.372465424075793194e+01
1.991666666666666785e+01,1.200000000000000000e+01,1.039130434782608781e+01,-2.82E-01,9.506673278854654185e+00
1.770588235294117752e+01,1.700000000000000000e+01,1.308695652173913082e+01,1.322350541144337865e-01,1.235376615707630776e+01
1.475000000000000000e+01,8.000000000000000000e+00,5.130434782608695343e+00,-4.59E-01,4.309660660992594039e+00
1.585714285714285765e+01,1.400000000000000000e+01,9.652173913043478493e+00,-2.32E-01,8.813133137862513067e+00
1.900000000000000000e+01,1.400000000000000000e+01,1.156521739130434767e+01,-1.39E-01,1.157384413819597491e+01
9.833333333333333925e+00,1.200000000000000000e+01,5.130434782608695343e+00,-5.01E-01,5.285499984041364563e+00
1.918750000000000000e+01,1.600000000000000000e+01,1.334782608695652151e+01,8.468438035936048935e-02,1.383150620786536145e+01
1.770588235294117752e+01,1.700000000000000000e+01,1.308695652173913082e+01,1.029668377112186589e-01,1.160338252162171280e+01
1.764285714285714235e+01,1.400000000000000000e+01,1.073913043478260931e+01,-1.88E-01,1.027361734807758431e+01
1.200000000000000000e+01,6.000000000000000000e+00,3.130434782608695787e+00,-4.33E-01,3.127885649231547660e+00
1.069230769230769162e+01,1.300000000000000000e+01,6.043478260869565410e+00,-4.57E-01,7.977654516640253490e+00
9.333333333333333925e+00,6.000000000000000000e+00,2.434782608695652328e+00,-4.55E-01,3.114700780572419614e+00
8.000000000000000000e+00,4.000000000000000000e+00,1.391304347826086918e+00,-3.45E-01,2.576687116564416957e+00
1.935714285714285765e+01,1.400000000000000000e+01,1.178260869565217384e+01,-1.23E-01,1.125528367840817445e+01
2.012500000000000000e+01,1.600000000000000000e+01,1.400000000000000000e+01,9.768078046379632950e-02,1.326454007946453828e+01
2.139999999999999858e+01,1.500000000000000000e+01,1.395652173913043548e+01,2.341074567362369171e-02,1.308473006090630086e+01
1.372727272727272663e+01,1.100000000000000000e+01,6.565217391304347672e+00,-4.54E-01,6.040736125754816221e+00
1.676923076923077005e+01,1.300000000000000000e+01,9.478260869565216851e+00,-2.82E-01,8.234840220505883934e+00
2.250000000000000000e+01,1.200000000000000000e+01,1.173913043478260931e+01,-2.44E-01,1.032497222885304744e+01
1.980000000000000071e+01,1.500000000000000000e+01,1.291304347826086918e+01,-3.51E-02,1.207888223855342602e+01
1.500000000000000000e+01,1.600000000000000000e+01,1.043478260869565233e+01,-5.98E-02,1.203310940499040349e+01
1.625000000000000000e+01,1.600000000000000000e+01,1.130434782608695699e+01,-2.20E-02,1.260681778314849844e+01
1.906666666666666643e+01,1.500000000000000000e+01,1.243478260869565233e+01,-3.16E-02,1.315192253073479556e+01
1.938461538461538325e+01,1.300000000000000000e+01,1.095652173913043548e+01,-2.10E-01,1.122878439059971356e+01
1.554545454545454497e+01,1.100000000000000000e+01,7.434782608695652328e+00,-4.08E-01,7.253783084796125991e+00
8.333333333333333925e+00,9.000000000000000000e+00,3.260869565217391131e+00,-5.49E-01,3.123251047143748238e+00
1.906666666666666643e+01,1.500000000000000000e+01,1.243478260869565233e+01,-4.09E-02,1.268608866414273884e+01
1.664285714285714235e+01,1.400000000000000000e+01,1.013043478260869534e+01,-2.19E-01,9.005467632479566831e+00
1.662500000000000000e+01,1.600000000000000000e+01,1.156521739130434767e+01,-1.20E-02,1.186227998061815114e+01
1.876923076923077005e+01,1.300000000000000000e+01,1.060869565217391219e+01,-2.59E-01,9.133810614963945085e+00
1.142857142857142883e+01,1.400000000000000000e+01,6.956521739130434590e+00,-3.84E-01,8.413288975705041750e+00
1.621428571428571530e+01,1.400000000000000000e+01,9.869565217391304657e+00,-2.36E-01,8.811304022352095089e+00
2.219999999999999929e+01,1.500000000000000000e+01,1.447826086956521685e+01,4.771772046968673908e-02,1.441260234035682508e+01
1.233333333333333393e+01,1.200000000000000000e+01,6.434782608695652328e+00,-4.56E-01,6.193299408687741980e+00
1.856250000000000000e+01,1.600000000000000000e+01,1.291304347826086918e+01,4.127782287597513144e-02,1.288972725210850889e+01
1.683333333333333215e+01,1.200000000000000000e+01,8.782608695652173836e+00,-3.35E-01,9.863410427138008529e+00
1.066666666666666607e+01,1.200000000000000000e+01,5.565217391304347672e+00,-4.75E-01,5.892194125961991880e+00
1.663636363636363669e+01,1.100000000000000000e+01,7.956521739130434590e+00,-3.84E-01,8.164611000916240258e+00
2.086666666666666714e+01,1.500000000000000000e+01,1.360869565217391219e+01,-6.63E-04,1.313423158008541058e+01
1.660000000000000142e+01,1.500000000000000000e+01,1.082608695652173836e+01,-1.36E-01,9.054715368101343032e+00
2.139999999999999858e+01,1.500000000000000000e+01,1.395652173913043548e+01,1.295024585033799878e-02,1.278748365053519542e+01
1.190000000000000036e+01,1.000000000000000000e+01,5.173913043478260754e+00,-4.95E-01,5.378425960138233819e+00
2.000000000000000000e+01,1.500000000000000000e+01,1.304347826086956452e+01,-9.22E-03,1.262298859518130634e+01
1.578571428571428648e+01,1.400000000000000000e+01,9.608695652173912194e+00,-2.14E-01,9.329639188300188124e+00
1.987500000000000000e+01,1.600000000000000000e+01,1.382608695652173836e+01,6.025541691441571590e-02,1.233719397321528000e+01
1.446153846153846168e+01,1.300000000000000000e+01,8.173913043478261642e+00,-3.39E-01,7.938548203603802200e+00
1.762500000000000000e+01,1.600000000000000000e+01,1.226086956521739069e+01,-6.78E-03,1.061611722123621782e+01
1.723529411764705799e+01,1.700000000000000000e+01,1.273913043478260931e+01,1.147580494361325337e-01,1.099388003251442747e+01
2.037500000000000000e+01,1.600000000000000000e+01,1.417391304347826164e+01,8.632616763506967272e-02,1.273190293171254872e+01
2.015384615384615330e+01,1.300000000000000000e+01,1.139130434782608781e+01,-1.92E-01,1.084709240499244487e+01
1.516666666666666607e+01,6.000000000000000000e+00,3.956521739130434590e+00,-4.19E-01,3.915974821367812275e+00
2.193333333333333357e+01,1.500000000000000000e+01,1.430434782608695699e+01,3.034308092548914162e-02,1.417007985108055124e+01
1.806250000000000000e+01,1.600000000000000000e+01,1.256521739130434767e+01,6.064671749306702747e-02,1.384367590029897599e+01
6.666666666666666963e+00,6.000000000000000000e+00,1.739130434782608647e+00,-4.67E-01,2.426729986431479080e+00
2.160000000000000142e+01,1.500000000000000000e+01,1.408695652173913082e+01,6.686476668696958274e-03,1.274874668677112588e+01
2.012500000000000000e+01,1.600000000000000000e+01,1.400000000000000000e+01,9.594033379522051708e-02,1.348187231941744635e+01
1.228571428571428648e+01,7.000000000000000000e+00,3.739130434782608869e+00,-4.69E-01,3.779755522196011075e+00
1.700000000000000000e+01,1.700000000000000000e+01,1.256521739130434767e+01,1.155379184652432917e-01,1.305302852773221112e+01
2.106250000000000000e+01,1.600000000000000000e+01,1.465217391304347849e+01,1.085667347159722934e-01,1.218793568842914610e+01
